Station ID,Date,Latitude,Longitude,Elevation,Erie_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99725499999,2020-01-27,42.88,-78.89,178.3,Erie_NY.csv,33.6,24,7.1,0.0,I
99725499999,2020-01-28,42.88,-78.89,178.3,Erie_NY.csv,32.5,24,4.3,0.0,I
99725499999,2020-01-29,42.88,-78.89,178.3,Erie_NY.csv,28.5,24,4.5,0.0,I
99725499999,2020-01-30,42.88,-78.89,178.3,Erie_NY.csv,23.1,24,2.5,0.0,I
99725499999,2020-01-31,42.88,-78.89,178.3,Erie_NY.csv,29.6,24,1.2,0.0,I
99725499999,2020-02-01,42.88,-78.89,178.3,Erie_NY.csv,31.1,24,1.3,0.0,I
99725499999,2020-02-02,42.88,-78.89,178.3,Erie_NY.csv,32.7,24,8.2,0.0,I
99725499999,2020-02-03,42.88,-78.89,178.3,Erie_NY.csv,36.8,24,4.5,0.0,I
99725499999,2020-02-04,42.88,-78.89,178.3,Erie_NY.csv,36.2,23,3.4,0.0,I
99725499999,2020-02-05,42.88,-78.89,178.3,Erie_NY.csv,28.1,24,4.3,0.0,I
99725499999,2020-02-06,42.88,-78.89,178.3,Erie_NY.csv,26.5,24,4.9,0.0,I
99725499999,2020-02-07,42.88,-78.89,178.3,Erie_NY.csv,25.7,24,5.4,0.0,I
99725499999,2020-02-08,42.88,-78.89,178.3,Erie_NY.csv,21.1,24,3.6,0.0,I
99725499999,2020-02-09,42.88,-78.89,178.3,Erie_NY.csv,26.4,24,3.2,0.0,I
99725499999,2020-02-10,42.88,-78.89,178.3,Erie_NY.csv,35.5,24,3.7,0.0,I
99725499999,2020-02-11,42.88,-78.89,178.3,Erie_NY.csv,33.0,24,4.1,0.0,I
99725499999,2020-02-12,42.88,-78.89,178.3,Erie_NY.csv,31.6,24,8.2,0.0,I
99725499999,2020-02-13,42.88,-78.89,178.3,Erie_NY.csv,31.4,24,3.7,0.0,I
99725499999,2020-02-14,42.88,-78.89,178.3,Erie_NY.csv,12.6,24,3.6,0.0,I
99725499999,2020-02-15,42.88,-78.89,178.3,Erie_NY.csv,18.8,24,6.7,0.0,I
99725499999,2020-02-16,42.88,-78.89,178.3,Erie_NY.csv,34.0,24,9.3,0.0,I
99725499999,2020-02-17,42.88,-78.89,178.3,Erie_NY.csv,31.7,24,5.8,0.0,I
99725499999,2020-02-18,42.88,-78.89,178.3,Erie_NY.csv,35.7,24,5.7,0.0,I
99725499999,2020-02-19,42.88,-78.89,178.3,Erie_NY.csv,30.8,24,8.4,0.0,I
99725499999,2020-02-20,42.88,-78.89,178.3,Erie_NY.csv,22.4,24,6.0,0.0,I
99725499999,2020-02-21,42.88,-78.89,178.3,Erie_NY.csv,23.0,24,15.7,0.0,I
99725499999,2020-02-22,42.88,-78.89,178.3,Erie_NY.csv,32.6,24,22.0,0.0,I
99725499999,2020-02-23,42.88,-78.89,178.3,Erie_NY.csv,36.4,24,9.2,0.0,I
99725499999,2020-02-24,42.88,-78.89,178.3,Erie_NY.csv,37.9,24,7.9,0.0,I
99725499999,2020-02-25,42.88,-78.89,178.3,Erie_NY.csv,37.8,24,6.9,0.0,I
99725499999,2020-02-26,42.88,-78.89,178.3,Erie_NY.csv,34.9,24,7.5,0.0,I
99725499999,2020-02-27,42.88,-78.89,178.3,Erie_NY.csv,27.9,24,21.7,0.0,I
99725499999,2020-02-28,42.88,-78.89,178.3,Erie_NY.csv,24.3,24,30.1,0.0,I
99725499999,2020-02-29,42.88,-78.89,178.3,Erie_NY.csv,20.6,24,15.9,0.0,I
99725499999,2020-03-01,42.88,-78.89,178.3,Erie_NY.csv,27.7,24,9.1,0.0,I
99725499999,2020-03-02,42.88,-78.89,178.3,Erie_NY.csv,39.5,24,9.4,0.0,I
99725499999,2020-03-03,42.88,-78.89,178.3,Erie_NY.csv,39.0,24,5.7,0.0,I
99725499999,2020-03-04,42.88,-78.89,178.3,Erie_NY.csv,35.1,24,15.3,0.0,I
99725499999,2020-03-05,42.88,-78.89,178.3,Erie_NY.csv,33.5,24,7.2,0.0,I
99725499999,2020-03-06,42.88,-78.89,178.3,Erie_NY.csv,33.9,24,7.8,0.0,I
99725499999,2020-03-07,42.88,-78.89,178.3,Erie_NY.csv,29.5,24,10.2,0.0,I
99725499999,2020-03-08,42.88,-78.89,178.3,Erie_NY.csv,36.4,24,9.8,0.0,I
99725499999,2020-03-09,42.88,-78.89,178.3,Erie_NY.csv,43.3,24,10.6,0.0,I
99725499999,2020-03-10,42.88,-78.89,178.3,Erie_NY.csv,44.9,24,11.9,0.0,I
99725499999,2020-03-11,42.88,-78.89,178.3,Erie_NY.csv,37.3,19,5.9,0.0,I
99725499999,2020-03-12,42.88,-78.89,178.3,Erie_NY.csv,41.0,24,2.8,0.0,I
99725499999,2020-03-13,42.88,-78.89,178.3,Erie_NY.csv,44.7,18,15.7,0.0,I
99725499999,2020-03-14,42.88,-78.89,178.3,Erie_NY.csv,33.6,13,9.9,0.0,I
99725499999,2020-03-15,42.88,-78.89,178.3,Erie_NY.csv,33.8,24,8.6,0.0,I
99725499999,2020-03-16,42.88,-78.89,178.3,Erie_NY.csv,34.5,24,4.8,0.0,I
99725499999,2020-03-17,42.88,-78.89,178.3,Erie_NY.csv,37.6,24,11.1,0.0,I
99725499999,2020-03-18,42.88,-78.89,178.3,Erie_NY.csv,39.5,24,6.9,0.0,I
99725499999,2020-03-19,42.88,-78.89,178.3,Erie_NY.csv,40.9,24,5.8,0.0,I
99725499999,2020-03-20,42.88,-78.89,178.3,Erie_NY.csv,48.5,24,13.7,0.0,I
99725499999,2020-03-21,42.88,-78.89,178.3,Erie_NY.csv,28.9,24,12.4,0.0,I
99725499999,2020-03-22,42.88,-78.89,178.3,Erie_NY.csv,30.1,24,6.5,0.0,I
99725499999,2020-03-23,42.88,-78.89,178.3,Erie_NY.csv,37.5,24,5.9,0.0,I
99725499999,2020-03-24,42.88,-78.89,178.3,Erie_NY.csv,37.9,24,5.4,0.0,I
99725499999,2020-03-25,42.88,-78.89,178.3,Erie_NY.csv,39.7,24,5.0,0.0,I
99725499999,2020-03-26,42.88,-78.89,178.3,Erie_NY.csv,43.0,24,7.6,0.0,I
99725499999,2020-03-27,42.88,-78.89,178.3,Erie_NY.csv,41.5,24,5.9,0.0,I
99725499999,2020-03-28,42.88,-78.89,178.3,Erie_NY.csv,46.4,24,6.6,0.0,I
99725499999,2020-03-29,42.88,-78.89,178.3,Erie_NY.csv,49.9,24,10.9,0.0,I
99725499999,2020-03-30,42.88,-78.89,178.3,Erie_NY.csv,41.8,24,17.8,0.0,I
99725499999,2020-03-31,42.88,-78.89,178.3,Erie_NY.csv,40.5,24,7.3,0.0,I
99725499999,2020-04-01,42.88,-78.89,178.3,Erie_NY.csv,41.4,24,8.2,0.0,I
99725499999,2020-04-02,42.88,-78.89,178.3,Erie_NY.csv,40.8,21,9.3,0.0,I
99725499999,2020-04-03,42.88,-78.89,178.3,Erie_NY.csv,40.9,24,8.4,0.0,I
99725499999,2020-04-04,42.88,-78.89,178.3,Erie_NY.csv,41.5,24,4.2,0.0,I
99725499999,2020-04-05,42.88,-78.89,178.3,Erie_NY.csv,42.9,24,5.3,0.0,I
99725499999,2020-04-06,42.88,-78.89,178.3,Erie_NY.csv,38.8,23,4.6,0.0,I
99725499999,2020-04-07,42.88,-78.89,178.3,Erie_NY.csv,48.0,24,3.1,0.0,I
99725499999,2020-04-08,42.88,-78.89,178.3,Erie_NY.csv,43.5,24,7.2,0.0,I
99725499999,2020-04-09,42.88,-78.89,178.3,Erie_NY.csv,41.5,24,13.3,0.0,I
99725499999,2020-04-10,42.88,-78.89,178.3,Erie_NY.csv,37.4,24,20.0,0.0,I
99725499999,2020-04-11,42.88,-78.89,178.3,Erie_NY.csv,36.8,24,14.5,0.0,I
99725499999,2020-04-12,42.88,-78.89,178.3,Erie_NY.csv,48.1,24,5.6,0.0,I
99725499999,2020-04-13,42.88,-78.89,178.3,Erie_NY.csv,52.8,24,14.4,0.0,I
99725499999,2020-04-14,42.88,-78.89,178.3,Erie_NY.csv,38.7,24,17.5,0.0,I
99725499999,2020-04-15,42.88,-78.89,178.3,Erie_NY.csv,35.1,24,14.9,0.0,I
99725499999,2020-04-16,42.88,-78.89,178.3,Erie_NY.csv,32.4,24,14.2,0.0,I
99725499999,2020-04-17,42.88,-78.89,178.3,Erie_NY.csv,35.7,24,10.3,0.0,I
99725499999,2020-04-18,42.88,-78.89,178.3,Erie_NY.csv,36.0,24,9.3,0.0,I
99725499999,2020-04-19,42.88,-78.89,178.3,Erie_NY.csv,44.5,24,16.4,0.0,I
99725499999,2020-04-20,42.88,-78.89,178.3,Erie_NY.csv,38.6,24,7.0,0.0,I
99725499999,2020-04-21,42.88,-78.89,178.3,Erie_NY.csv,40.6,24,18.2,0.0,I
99725499999,2020-04-22,42.88,-78.89,178.3,Erie_NY.csv,32.8,24,18.6,0.0,I
99725499999,2020-04-23,42.88,-78.89,178.3,Erie_NY.csv,36.4,24,8.7,0.0,I
99725499999,2020-04-24,42.88,-78.89,178.3,Erie_NY.csv,42.2,23,8.1,0.0,I
99725499999,2020-04-25,42.88,-78.89,178.3,Erie_NY.csv,47.2,24,7.2,0.0,I
99725499999,2020-04-26,42.88,-78.89,178.3,Erie_NY.csv,46.4,24,10.8,0.0,I
99725499999,2020-04-27,42.88,-78.89,178.3,Erie_NY.csv,44.4,24,9.0,0.0,I
99725499999,2020-04-28,42.88,-78.89,178.3,Erie_NY.csv,48.3,24,3.9,0.0,I
99725499999,2020-04-29,42.88,-78.89,178.3,Erie_NY.csv,57.7,24,9.3,0.0,I
99725499999,2020-04-30,42.88,-78.89,178.3,Erie_NY.csv,56.6,24,8.2,0.0,I
99725499999,2020-05-01,42.88,-78.89,178.3,Erie_NY.csv,44.4,24,10.2,0.0,I
99725499999,2020-05-02,42.88,-78.89,178.3,Erie_NY.csv,48.9,24,5.5,0.0,I
99725499999,2020-05-03,42.88,-78.89,178.3,Erie_NY.csv,50.9,24,7.0,0.0,I
99725499999,2020-05-04,42.88,-78.89,178.3,Erie_NY.csv,47.6,24,8.6,0.0,I
99725499999,2020-05-05,42.88,-78.89,178.3,Erie_NY.csv,42.5,24,6.7,0.0,I
99725499999,2020-05-06,42.88,-78.89,178.3,Erie_NY.csv,45.7,24,7.8,0.0,I
99725499999,2020-05-07,42.88,-78.89,178.3,Erie_NY.csv,45.3,24,8.7,0.0,I
99725499999,2020-05-08,42.88,-78.89,178.3,Erie_NY.csv,38.7,24,7.5,0.0,I
99725499999,2020-05-09,42.88,-78.89,178.3,Erie_NY.csv,33.8,24,15.1,0.0,I
99725499999,2020-05-10,42.88,-78.89,178.3,Erie_NY.csv,44.3,24,13.2,0.0,I
99725499999,2020-05-11,42.88,-78.89,178.3,Erie_NY.csv,41.6,24,6.1,0.0,I
99725499999,2020-05-12,42.88,-78.89,178.3,Erie_NY.csv,39.7,24,12.4,0.0,I
99725499999,2020-05-13,42.88,-78.89,178.3,Erie_NY.csv,39.4,22,5.1,0.0,I
