Station ID,Date,Latitude,Longitude,Elevation,Westchester_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99799199999,2020-04-05,42.0166666,-73.9166666,12.0,Westchester_NY.csv,54.9,24,0.4,0.0,I
99799199999,2020-04-06,42.0166666,-73.9166666,12.0,Westchester_NY.csv,53.2,24,1.2,0.0,G
99799199999,2020-04-07,42.0166666,-73.9166666,12.0,Westchester_NY.csv,54.3,23,1.2,0.0,G
99799199999,2020-04-08,42.0166666,-73.9166666,12.0,Westchester_NY.csv,52.2,23,0.3,0.0,I
99799199999,2020-04-09,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.2,17,1.6,0.0,G
99799199999,2020-04-10,42.0166666,-73.9166666,12.0,Westchester_NY.csv,42.7,24,6.4,0.0,G
99799199999,2020-04-11,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.1,24,3.8,0.0,I
99799199999,2020-04-12,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.5,24,1.4,0.0,I
99799199999,2020-04-13,42.0166666,-73.9166666,12.0,Westchester_NY.csv,56.9,24,1.7,0.0,I
99799199999,2020-04-14,42.0166666,-73.9166666,12.0,Westchester_NY.csv,51.0,24,2.8,0.01,G
99799199999,2020-04-15,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.1,24,1.9,0.0,G
99799199999,2020-04-16,42.0166666,-73.9166666,12.0,Westchester_NY.csv,39.5,24,2.0,0.0,I
99799199999,2020-04-17,42.0166666,-73.9166666,12.0,Westchester_NY.csv,39.3,24,3.0,0.0,G
99799199999,2020-04-18,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.6,24,0.9,0.0,I
99799199999,2020-04-19,42.0166666,-73.9166666,12.0,Westchester_NY.csv,44.9,24,2.4,0.0,I
99799199999,2020-04-20,42.0166666,-73.9166666,12.0,Westchester_NY.csv,51.0,22,0.9,0.0,G
99799199999,2020-04-21,42.0166666,-73.9166666,12.0,Westchester_NY.csv,39.5,18,1.2,0.0,I
99799199999,2020-04-22,42.0166666,-73.9166666,12.0,Westchester_NY.csv,40.1,15,7.8,0.0,G
99799199999,2020-04-23,42.0166666,-73.9166666,12.0,Westchester_NY.csv,37.5,24,2.1,0.0,G
99799199999,2020-04-24,42.0166666,-73.9166666,12.0,Westchester_NY.csv,43.2,22,0.2,0.0,I
99799199999,2020-04-25,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.9,24,1.3,0.0,G
99799199999,2020-04-26,42.0166666,-73.9166666,12.0,Westchester_NY.csv,50.1,24,0.4,0.0,I
99799199999,2020-04-27,42.0166666,-73.9166666,12.0,Westchester_NY.csv,41.2,24,0.9,0.02,G
99799199999,2020-04-28,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.6,24,1.0,0.01,G
99799199999,2020-04-29,42.0166666,-73.9166666,12.0,Westchester_NY.csv,49.6,24,1.0,0.0,G
99799199999,2020-04-30,42.0166666,-73.9166666,12.0,Westchester_NY.csv,49.6,23,0.7,0.0,I
99799199999,2020-05-01,42.0166666,-73.9166666,12.0,Westchester_NY.csv,55.7,24,0.5,1.37,G
99799199999,2020-05-02,42.0166666,-73.9166666,12.0,Westchester_NY.csv,57.0,24,1.2,1.43,G
99799199999,2020-05-03,42.0166666,-73.9166666,12.0,Westchester_NY.csv,64.7,24,1.4,0.0,G
99799199999,2020-05-04,42.0166666,-73.9166666,12.0,Westchester_NY.csv,59.7,24,1.5,0.0,I
99799199999,2020-05-05,42.0166666,-73.9166666,12.0,Westchester_NY.csv,50.7,24,1.7,0.0,I
99799199999,2020-05-06,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.6,24,0.8,0.0,I
99799199999,2020-05-07,42.0166666,-73.9166666,12.0,Westchester_NY.csv,51.9,24,1.2,0.0,G
99799199999,2020-05-08,42.0166666,-73.9166666,12.0,Westchester_NY.csv,49.2,24,2.0,0.0,I
99799199999,2020-05-09,42.0166666,-73.9166666,12.0,Westchester_NY.csv,38.8,24,4.1,0.48,G
99799199999,2020-05-10,42.0166666,-73.9166666,12.0,Westchester_NY.csv,50.9,15,3.3,0.01,G
99799199999,2020-05-11,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.3,24,0.7,0.0,G
99799199999,2020-05-12,42.0166666,-73.9166666,12.0,Westchester_NY.csv,47.6,24,2.9,0.0,I
99799199999,2020-05-13,42.0166666,-73.9166666,12.0,Westchester_NY.csv,45.5,22,1.5,0.0,I
