Station ID,Date,Latitude,Longitude,Elevation,Plymouth_MA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72506454769,2020-01-25,41.90972,-70.72944,45.4,Plymouth_MA.csv,38.8,24,7.8,0.0,G
72506454769,2020-01-26,41.90972,-70.72944,45.4,Plymouth_MA.csv,45.7,24,10.2,0.79,G
72506454769,2020-01-27,41.90972,-70.72944,45.4,Plymouth_MA.csv,37.4,24,7.5,0.0,G
72506454769,2020-01-28,41.90972,-70.72944,45.4,Plymouth_MA.csv,37.3,24,7.2,0.0,G
72506454769,2020-01-29,41.90972,-70.72944,45.4,Plymouth_MA.csv,33.7,24,6.3,0.0,G
72506454769,2020-01-30,41.90972,-70.72944,45.4,Plymouth_MA.csv,26.5,24,5.8,0.0,G
72506454769,2020-01-31,41.90972,-70.72944,45.4,Plymouth_MA.csv,28.8,24,3.1,0.0,G
72506454769,2020-02-01,41.90972,-70.72944,45.4,Plymouth_MA.csv,35.0,24,2.0,0.14,G
72506454769,2020-02-02,41.90972,-70.72944,45.4,Plymouth_MA.csv,35.9,24,3.4,0.0,I
72506454769,2020-02-03,41.90972,-70.72944,45.4,Plymouth_MA.csv,34.3,24,4.4,0.0,G
72506454769,2020-02-04,41.90972,-70.72944,45.4,Plymouth_MA.csv,36.5,24,2.3,0.0,G
72506454769,2020-02-05,41.90972,-70.72944,45.4,Plymouth_MA.csv,36.9,24,3.8,0.04,G
72506454769,2020-02-06,41.90972,-70.72944,45.4,Plymouth_MA.csv,35.4,24,5.2,0.24,G
72506454769,2020-02-07,41.90972,-70.72944,45.4,Plymouth_MA.csv,42.2,24,11.5,0.52,G
72506454769,2020-02-08,41.90972,-70.72944,45.4,Plymouth_MA.csv,30.0,24,15.2,0.12,G
72506454769,2020-02-09,41.90972,-70.72944,45.4,Plymouth_MA.csv,27.6,24,3.0,0.0,G
72506454769,2020-02-10,41.90972,-70.72944,45.4,Plymouth_MA.csv,40.9,24,8.8,0.01,G
72506454769,2020-02-11,41.90972,-70.72944,45.4,Plymouth_MA.csv,41.4,24,2.7,0.1,G
72506454769,2020-02-12,41.90972,-70.72944,45.4,Plymouth_MA.csv,38.7,24,7.9,0.32,G
72506454769,2020-02-13,41.90972,-70.72944,45.4,Plymouth_MA.csv,37.7,24,4.0,0.55,G
72506454769,2020-02-14,41.90972,-70.72944,45.4,Plymouth_MA.csv,30.0,24,8.6,0.23,G
72506454769,2020-02-15,41.90972,-70.72944,45.4,Plymouth_MA.csv,16.6,24,6.6,0.0,G
72506454769,2020-02-16,41.90972,-70.72944,45.4,Plymouth_MA.csv,34.3,24,9.3,0.0,G
72506454769,2020-02-17,41.90972,-70.72944,45.4,Plymouth_MA.csv,33.7,24,3.6,0.0,G
72506454769,2020-02-18,41.90972,-70.72944,45.4,Plymouth_MA.csv,34.2,24,6.0,0.0,G
72506454769,2020-02-19,41.90972,-70.72944,45.4,Plymouth_MA.csv,40.0,24,9.6,0.12,G
72506454769,2020-02-20,41.90972,-70.72944,45.4,Plymouth_MA.csv,28.3,24,6.5,0.0,G
72506454769,2020-02-21,41.90972,-70.72944,45.4,Plymouth_MA.csv,22.4,24,6.8,0.0,G
72506454769,2020-02-22,41.90972,-70.72944,45.4,Plymouth_MA.csv,32.2,24,7.7,0.0,G
72506454769,2020-02-23,41.90972,-70.72944,45.4,Plymouth_MA.csv,35.8,24,5.2,0.0,G
72506454769,2020-02-24,41.90972,-70.72944,45.4,Plymouth_MA.csv,42.0,24,5.5,0.0,G
72506454769,2020-02-25,41.90972,-70.72944,45.4,Plymouth_MA.csv,45.4,24,4.2,0.0,G
72506454769,2020-02-26,41.90972,-70.72944,45.4,Plymouth_MA.csv,43.0,24,4.7,0.05,G
72506454769,2020-02-27,41.90972,-70.72944,45.4,Plymouth_MA.csv,44.0,24,12.7,0.56,G
72506454769,2020-02-28,41.90972,-70.72944,45.4,Plymouth_MA.csv,32.9,24,13.2,0.27,G
72506454769,2020-02-29,41.90972,-70.72944,45.4,Plymouth_MA.csv,28.6,24,4.9,0.0,G
72506454769,2020-03-01,41.90972,-70.72944,45.4,Plymouth_MA.csv,25.3,24,9.1,0.0,G
72506454769,2020-03-02,41.90972,-70.72944,45.4,Plymouth_MA.csv,33.2,24,5.2,0.0,G
72506454769,2020-03-03,41.90972,-70.72944,45.4,Plymouth_MA.csv,51.3,24,7.8,0.0,G
72506454769,2020-03-04,41.90972,-70.72944,45.4,Plymouth_MA.csv,47.9,24,14.7,0.15,G
72506454769,2020-03-05,41.90972,-70.72944,45.4,Plymouth_MA.csv,42.5,24,7.9,0.07,G
72506454769,2020-03-06,41.90972,-70.72944,45.4,Plymouth_MA.csv,36.9,24,5.8,0.0,G
72506454769,2020-03-07,41.90972,-70.72944,45.4,Plymouth_MA.csv,34.4,24,17.7,0.07,G
72506454769,2020-03-08,41.90972,-70.72944,45.4,Plymouth_MA.csv,38.7,24,7.8,0.04,G
72506454769,2020-03-09,41.90972,-70.72944,45.4,Plymouth_MA.csv,51.1,24,8.0,0.0,G
72506454769,2020-03-10,41.90972,-70.72944,45.4,Plymouth_MA.csv,52.8,24,8.6,0.0,G
72506454769,2020-03-11,41.90972,-70.72944,45.4,Plymouth_MA.csv,49.1,24,8.2,0.0,G
72506454769,2020-03-12,41.90972,-70.72944,45.4,Plymouth_MA.csv,39.8,24,2.8,0.0,G
72506454769,2020-03-13,41.90972,-70.72944,45.4,Plymouth_MA.csv,48.3,24,9.7,0.03,G
72506454769,2020-03-14,41.90972,-70.72944,45.4,Plymouth_MA.csv,46.2,24,12.4,0.16,G
72506454769,2020-03-15,41.90972,-70.72944,45.4,Plymouth_MA.csv,40.9,24,7.2,0.0,G
72506454769,2020-03-16,41.90972,-70.72944,45.4,Plymouth_MA.csv,31.3,24,7.1,0.0,G
72506454769,2020-03-17,41.90972,-70.72944,45.4,Plymouth_MA.csv,36.2,24,4.0,0.01,G
72506454769,2020-03-18,41.90972,-70.72944,45.4,Plymouth_MA.csv,41.4,24,4.4,0.16,G
72506454769,2020-03-19,41.90972,-70.72944,45.4,Plymouth_MA.csv,42.0,24,6.9,0.16,G
72506454769,2020-03-20,41.90972,-70.72944,45.4,Plymouth_MA.csv,47.8,24,8.3,0.56,G
72506454769,2020-03-21,41.90972,-70.72944,45.4,Plymouth_MA.csv,47.7,24,9.9,0.01,G
72506454769,2020-03-22,41.90972,-70.72944,45.4,Plymouth_MA.csv,30.9,24,8.2,0.0,G
72506454769,2020-03-23,41.90972,-70.72944,45.4,Plymouth_MA.csv,31.9,24,6.3,0.0,G
72506454769,2020-03-24,41.90972,-70.72944,45.4,Plymouth_MA.csv,42.1,24,10.3,1.43,G
72506454769,2020-03-25,41.90972,-70.72944,45.4,Plymouth_MA.csv,40.2,24,6.8,0.14,G
72506454769,2020-03-26,41.90972,-70.72944,45.4,Plymouth_MA.csv,41.0,24,12.0,0.05,G
72506454769,2020-03-27,41.90972,-70.72944,45.4,Plymouth_MA.csv,50.3,24,7.9,0.0,G
72506454769,2020-03-28,41.90972,-70.72944,45.4,Plymouth_MA.csv,40.8,24,2.8,0.0,G
72506454769,2020-03-29,41.90972,-70.72944,45.4,Plymouth_MA.csv,42.8,24,9.1,0.32,G
72506454769,2020-03-30,41.90972,-70.72944,45.4,Plymouth_MA.csv,41.2,24,12.8,0.55,G
72506454769,2020-03-31,41.90972,-70.72944,45.4,Plymouth_MA.csv,37.7,24,10.9,0.11,G
72506454769,2020-04-01,41.90972,-70.72944,45.4,Plymouth_MA.csv,35.7,24,8.5,0.02,G
72506454769,2020-04-02,41.90972,-70.72944,45.4,Plymouth_MA.csv,41.4,24,12.1,0.11,G
72506454769,2020-04-03,41.90972,-70.72944,45.4,Plymouth_MA.csv,42.7,24,18.6,0.85,G
72506454769,2020-04-04,41.90972,-70.72944,45.4,Plymouth_MA.csv,41.1,24,14.8,0.78,G
72506454769,2020-04-05,41.90972,-70.72944,45.4,Plymouth_MA.csv,41.7,24,2.8,0.01,G
72506454769,2020-04-06,41.90972,-70.72944,45.4,Plymouth_MA.csv,46.9,24,6.5,0.0,G
72506454769,2020-04-07,41.90972,-70.72944,45.4,Plymouth_MA.csv,48.4,24,4.7,0.0,G
72506454769,2020-04-08,41.90972,-70.72944,45.4,Plymouth_MA.csv,45.4,24,4.6,0.05,G
72506454769,2020-04-09,41.90972,-70.72944,45.4,Plymouth_MA.csv,43.1,24,6.5,0.01,G
72506454769,2020-04-10,41.90972,-70.72944,45.4,Plymouth_MA.csv,42.2,24,14.6,0.81,G
72506454769,2020-04-11,41.90972,-70.72944,45.4,Plymouth_MA.csv,42.8,24,11.2,0.06,G
72506454769,2020-04-12,41.90972,-70.72944,45.4,Plymouth_MA.csv,43.1,24,6.1,0.0,G
72506454769,2020-04-13,41.90972,-70.72944,45.4,Plymouth_MA.csv,55.6,24,13.0,0.19,G
72506454769,2020-04-14,41.90972,-70.72944,45.4,Plymouth_MA.csv,52.4,24,9.0,1.0,G
72506454769,2020-04-15,41.90972,-70.72944,45.4,Plymouth_MA.csv,45.3,24,5.6,0.24,G
72506454769,2020-04-16,41.90972,-70.72944,45.4,Plymouth_MA.csv,37.6,24,4.9,0.02,G
72506454769,2020-04-17,41.90972,-70.72944,45.4,Plymouth_MA.csv,40.3,24,10.1,0.0,G
72506454769,2020-04-18,41.90972,-70.72944,45.4,Plymouth_MA.csv,38.0,24,7.7,0.66,G
72506454769,2020-04-19,41.90972,-70.72944,45.4,Plymouth_MA.csv,43.5,24,9.5,0.1,G
72506454769,2020-04-20,41.90972,-70.72944,45.4,Plymouth_MA.csv,46.9,24,8.0,0.0,G
72506454769,2020-04-21,41.90972,-70.72944,45.4,Plymouth_MA.csv,38.6,24,5.9,0.0,G
72506454769,2020-04-22,41.90972,-70.72944,45.4,Plymouth_MA.csv,39.0,24,13.4,0.26,G
72506454769,2020-04-23,41.90972,-70.72944,45.4,Plymouth_MA.csv,41.7,24,9.6,0.0,G
72506454769,2020-04-24,41.90972,-70.72944,45.4,Plymouth_MA.csv,42.5,24,8.3,0.32,G
72506454769,2020-04-25,41.90972,-70.72944,45.4,Plymouth_MA.csv,46.1,24,4.3,0.26,G
72506454769,2020-04-26,41.90972,-70.72944,45.4,Plymouth_MA.csv,44.3,24,6.8,0.0,G
72506454769,2020-04-27,41.90972,-70.72944,45.4,Plymouth_MA.csv,41.9,24,19.5,0.8,G
72506454769,2020-04-28,41.90972,-70.72944,45.4,Plymouth_MA.csv,40.5,24,11.2,0.57,G
72506454769,2020-04-29,41.90972,-70.72944,45.4,Plymouth_MA.csv,43.9,24,4.8,0.08,G
72506454769,2020-04-30,41.90972,-70.72944,45.4,Plymouth_MA.csv,47.2,24,6.8,0.0,G
72506454769,2020-05-01,41.90972,-70.72944,45.4,Plymouth_MA.csv,56.1,24,8.6,0.78,G
72506454769,2020-05-02,41.90972,-70.72944,45.4,Plymouth_MA.csv,56.8,24,9.1,0.55,G
72506454769,2020-05-03,41.90972,-70.72944,45.4,Plymouth_MA.csv,57.4,24,6.2,0.13,G
72506454769,2020-05-04,41.90972,-70.72944,45.4,Plymouth_MA.csv,58.7,24,5.8,0.06,G
72506454769,2020-05-05,41.90972,-70.72944,45.4,Plymouth_MA.csv,51.1,24,9.6,0.0,I
72506454769,2020-05-06,41.90972,-70.72944,45.4,Plymouth_MA.csv,44.8,24,4.0,0.0,G
72506454769,2020-05-07,41.90972,-70.72944,45.4,Plymouth_MA.csv,48.4,24,5.0,0.14,G
72506454769,2020-05-08,41.90972,-70.72944,45.4,Plymouth_MA.csv,50.1,24,8.6,0.02,G
72506454769,2020-05-09,41.90972,-70.72944,45.4,Plymouth_MA.csv,41.9,24,13.3,0.42,G
72506454769,2020-05-10,41.90972,-70.72944,45.4,Plymouth_MA.csv,45.1,24,13.9,0.22,G
72506454769,2020-05-11,41.90972,-70.72944,45.4,Plymouth_MA.csv,51.4,24,8.4,0.0,G
72506454769,2020-05-12,41.90972,-70.72944,45.4,Plymouth_MA.csv,49.0,24,10.8,0.01,G
72506454769,2020-05-13,41.90972,-70.72944,45.4,Plymouth_MA.csv,48.5,24,10.2,0.0,G
72506454769,2020-05-14,41.90972,-70.72944,45.4,Plymouth_MA.csv,53.1,24,6.4,0.0,G
72506454769,2020-05-15,41.90972,-70.72944,45.4,Plymouth_MA.csv,60.0,24,6.1,0.08,G
72506454769,2020-05-16,41.90972,-70.72944,45.4,Plymouth_MA.csv,63.3,24,10.0,0.42,G
72506454769,2020-05-17,41.90972,-70.72944,45.4,Plymouth_MA.csv,53.2,24,4.1,0.12,G
72506454769,2020-05-18,41.90972,-70.72944,45.4,Plymouth_MA.csv,53.0,24,6.2,0.0,G
72506454769,2020-05-19,41.90972,-70.72944,45.4,Plymouth_MA.csv,51.3,24,9.7,0.0,G
72506454769,2020-05-20,41.90972,-70.72944,45.4,Plymouth_MA.csv,50.5,24,5.5,0.0,G
72506454769,2020-05-21,41.90972,-70.72944,45.4,Plymouth_MA.csv,52.6,24,4.9,0.0,G
72506454769,2020-05-22,41.90972,-70.72944,45.4,Plymouth_MA.csv,62.9,24,11.0,0.0,G
72506454769,2020-05-23,41.90972,-70.72944,45.4,Plymouth_MA.csv,59.7,24,8.7,0.04,G
72506454769,2020-05-24,41.90972,-70.72944,45.4,Plymouth_MA.csv,51.0,24,9.6,0.02,G
72506454769,2020-05-25,41.90972,-70.72944,45.4,Plymouth_MA.csv,54.0,24,5.7,0.01,G
72506454769,2020-05-26,41.90972,-70.72944,45.4,Plymouth_MA.csv,64.0,24,3.7,0.0,I
72506454769,2020-05-27,41.90972,-70.72944,45.4,Plymouth_MA.csv,67.8,24,8.5,0.0,G
72506454769,2020-05-28,41.90972,-70.72944,45.4,Plymouth_MA.csv,69.5,24,9.6,0.0,G
72506454769,2020-05-29,41.90972,-70.72944,45.4,Plymouth_MA.csv,68.6,24,11.7,0.07,G
72506454769,2020-05-30,41.90972,-70.72944,45.4,Plymouth_MA.csv,70.9,23,9.7,0.04,G
