Station ID,Date,Latitude,Longitude,Elevation,Alameda_CA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99847699999,2020-01-24,37.811,-122.333,10.0,Alameda_CA.csv,52.6,22,3.6,0.0,I
99847699999,2020-01-25,37.811,-122.333,10.0,Alameda_CA.csv,54.1,24,3.4,0.0,I
99847699999,2020-01-26,37.811,-122.333,10.0,Alameda_CA.csv,55.1,23,4.4,0.0,I
99847699999,2020-01-27,37.811,-122.333,10.0,Alameda_CA.csv,52.5,24,4.2,0.0,I
99847699999,2020-01-28,37.811,-122.333,10.0,Alameda_CA.csv,53.4,24,4.1,0.0,I
99847699999,2020-01-29,37.811,-122.333,10.0,Alameda_CA.csv,52.6,23,5.2,0.0,I
99847699999,2020-01-30,37.811,-122.333,10.0,Alameda_CA.csv,53.4,22,2.9,0.0,I
99847699999,2020-01-31,37.811,-122.333,10.0,Alameda_CA.csv,53.0,23,2.0,0.0,I
99847699999,2020-02-01,37.811,-122.333,10.0,Alameda_CA.csv,54.2,24,5.6,0.0,I
99847699999,2020-02-02,37.811,-122.333,10.0,Alameda_CA.csv,53.0,23,8.0,0.0,I
99847699999,2020-02-03,37.811,-122.333,10.0,Alameda_CA.csv,47.9,24,12.5,0.0,I
99847699999,2020-02-04,37.811,-122.333,10.0,Alameda_CA.csv,50.2,23,13.9,0.0,I
99847699999,2020-02-05,37.811,-122.333,10.0,Alameda_CA.csv,48.7,24,2.9,0.0,I
99847699999,2020-02-06,37.811,-122.333,10.0,Alameda_CA.csv,51.0,24,2.3,0.0,I
99847699999,2020-02-07,37.811,-122.333,10.0,Alameda_CA.csv,52.1,24,3.7,0.0,I
99847699999,2020-02-08,37.811,-122.333,10.0,Alameda_CA.csv,51.8,24,3.8,0.0,I
99847699999,2020-02-09,37.811,-122.333,10.0,Alameda_CA.csv,54.2,23,14.0,0.0,I
99847699999,2020-02-10,37.811,-122.333,10.0,Alameda_CA.csv,56.3,24,7.8,0.0,I
99847699999,2020-02-11,37.811,-122.333,10.0,Alameda_CA.csv,57.2,17,3.6,0.0,I
99847699999,2020-02-12,37.811,-122.333,10.0,Alameda_CA.csv,53.6,23,3.3,0.0,I
99847699999,2020-02-13,37.811,-122.333,10.0,Alameda_CA.csv,51.9,22,3.7,0.0,I
99847699999,2020-02-15,37.811,-122.333,10.0,Alameda_CA.csv,51.7,23,2.9,0.0,I
99847699999,2020-02-16,37.811,-122.333,10.0,Alameda_CA.csv,53.5,24,3.2,0.0,I
99847699999,2020-02-17,37.811,-122.333,10.0,Alameda_CA.csv,52.9,24,3.2,0.0,I
99847699999,2020-02-18,37.811,-122.333,10.0,Alameda_CA.csv,54.4,24,3.6,0.0,I
99847699999,2020-02-19,37.811,-122.333,10.0,Alameda_CA.csv,52.2,24,3.4,0.0,I
99847699999,2020-02-20,37.811,-122.333,10.0,Alameda_CA.csv,52.9,24,4.6,0.0,I
99847699999,2020-02-21,37.811,-122.333,10.0,Alameda_CA.csv,55.6,24,7.1,0.0,I
99847699999,2020-02-22,37.811,-122.333,10.0,Alameda_CA.csv,56.0,24,6.1,0.0,I
99847699999,2020-02-23,37.811,-122.333,10.0,Alameda_CA.csv,52.2,24,5.7,0.0,I
99847699999,2020-02-24,37.811,-122.333,10.0,Alameda_CA.csv,54.0,24,4.5,0.0,I
99847699999,2020-02-25,37.811,-122.333,10.0,Alameda_CA.csv,56.0,24,2.7,0.0,I
99847699999,2020-02-26,37.811,-122.333,10.0,Alameda_CA.csv,57.1,24,3.8,0.0,I
99847699999,2020-02-27,37.811,-122.333,10.0,Alameda_CA.csv,57.3,24,4.0,0.0,I
99847699999,2020-02-28,37.811,-122.333,10.0,Alameda_CA.csv,57.2,24,5.3,0.0,I
99847699999,2020-02-29,37.811,-122.333,10.0,Alameda_CA.csv,52.8,24,6.8,0.0,I
99847699999,2020-03-01,37.811,-122.333,10.0,Alameda_CA.csv,50.6,23,8.5,0.0,I
99847699999,2020-03-02,37.811,-122.333,10.0,Alameda_CA.csv,57.7,24,14.7,0.0,I
99847699999,2020-03-03,37.811,-122.333,10.0,Alameda_CA.csv,59.6,24,6.0,0.0,I
99847699999,2020-03-04,37.811,-122.333,10.0,Alameda_CA.csv,55.9,24,3.7,0.0,I
99847699999,2020-03-05,37.811,-122.333,10.0,Alameda_CA.csv,55.5,24,6.7,0.0,I
99847699999,2020-03-06,37.811,-122.333,10.0,Alameda_CA.csv,54.0,24,6.6,0.0,I
99847699999,2020-03-07,37.811,-122.333,10.0,Alameda_CA.csv,50.9,24,6.4,0.0,I
99847699999,2020-03-08,37.811,-122.333,10.0,Alameda_CA.csv,50.4,24,4.7,0.0,I
99847699999,2020-03-09,37.811,-122.333,10.0,Alameda_CA.csv,53.7,24,4.5,0.0,I
99847699999,2020-03-10,37.811,-122.333,10.0,Alameda_CA.csv,57.0,24,6.6,0.0,I
99847699999,2020-03-11,37.811,-122.333,10.0,Alameda_CA.csv,58.8,19,4.2,0.0,I
99847699999,2020-03-12,37.811,-122.333,10.0,Alameda_CA.csv,53.2,23,6.0,0.0,I
99847699999,2020-03-13,37.811,-122.333,10.0,Alameda_CA.csv,54.8,20,4.7,0.0,I
99847699999,2020-03-14,37.811,-122.333,10.0,Alameda_CA.csv,50.9,13,7.7,0.0,I
99847699999,2020-03-15,37.811,-122.333,10.0,Alameda_CA.csv,50.7,24,9.1,0.0,I
99847699999,2020-03-16,37.811,-122.333,10.0,Alameda_CA.csv,46.9,24,5.1,0.0,I
99847699999,2020-03-17,37.811,-122.333,10.0,Alameda_CA.csv,49.1,24,4.7,0.0,I
99847699999,2020-03-18,37.811,-122.333,10.0,Alameda_CA.csv,49.8,24,6.2,0.0,I
99847699999,2020-03-19,37.811,-122.333,10.0,Alameda_CA.csv,51.0,23,4.9,0.0,I
99847699999,2020-03-20,37.811,-122.333,10.0,Alameda_CA.csv,52.7,24,4.8,0.0,I
99847699999,2020-03-21,37.811,-122.333,10.0,Alameda_CA.csv,54.0,24,5.8,0.0,I
99847699999,2020-03-22,37.811,-122.333,10.0,Alameda_CA.csv,55.1,24,5.5,0.0,I
99847699999,2020-03-23,37.811,-122.333,10.0,Alameda_CA.csv,53.8,24,7.3,0.0,I
99847699999,2020-03-24,37.811,-122.333,10.0,Alameda_CA.csv,52.4,24,7.6,0.0,I
99847699999,2020-03-25,37.811,-122.333,10.0,Alameda_CA.csv,50.1,24,6.5,0.0,I
99847699999,2020-03-26,37.811,-122.333,10.0,Alameda_CA.csv,48.9,24,8.8,0.0,I
99847699999,2020-03-27,37.811,-122.333,10.0,Alameda_CA.csv,51.0,24,8.6,0.0,I
99847699999,2020-03-28,37.811,-122.333,10.0,Alameda_CA.csv,52.6,24,5.5,0.0,I
99847699999,2020-03-29,37.811,-122.333,10.0,Alameda_CA.csv,53.2,24,5.4,0.0,I
99847699999,2020-03-30,37.811,-122.333,10.0,Alameda_CA.csv,54.5,24,5.7,0.0,I
99847699999,2020-03-31,37.811,-122.333,10.0,Alameda_CA.csv,54.8,24,5.8,0.0,I
99847699999,2020-04-01,37.811,-122.333,10.0,Alameda_CA.csv,53.8,24,8.7,0.0,I
99847699999,2020-04-02,37.811,-122.333,10.0,Alameda_CA.csv,54.0,21,9.7,0.0,I
99847699999,2020-04-03,37.811,-122.333,10.0,Alameda_CA.csv,53.0,24,5.9,0.0,I
99847699999,2020-04-04,37.811,-122.333,10.0,Alameda_CA.csv,52.5,24,9.4,0.0,I
99847699999,2020-04-05,37.811,-122.333,10.0,Alameda_CA.csv,53.1,24,9.2,0.0,I
99847699999,2020-04-06,37.811,-122.333,10.0,Alameda_CA.csv,49.7,24,5.3,0.0,I
99847699999,2020-04-07,37.811,-122.333,10.0,Alameda_CA.csv,49.0,24,4.2,0.0,I
99847699999,2020-04-08,37.811,-122.333,10.0,Alameda_CA.csv,53.8,23,7.0,0.0,I
99847699999,2020-04-09,37.811,-122.333,10.0,Alameda_CA.csv,55.2,24,5.3,0.0,I
99847699999,2020-04-10,37.811,-122.333,10.0,Alameda_CA.csv,55.7,24,7.0,0.0,I
99847699999,2020-04-11,37.811,-122.333,10.0,Alameda_CA.csv,53.5,24,8.9,0.0,I
99847699999,2020-04-12,37.811,-122.333,10.0,Alameda_CA.csv,53.5,24,5.6,0.0,I
99847699999,2020-04-13,37.811,-122.333,10.0,Alameda_CA.csv,54.8,24,7.1,0.0,I
99847699999,2020-04-14,37.811,-122.333,10.0,Alameda_CA.csv,57.7,24,5.9,0.0,I
99847699999,2020-04-15,37.811,-122.333,10.0,Alameda_CA.csv,58.9,24,5.9,0.0,I
99847699999,2020-04-16,37.811,-122.333,10.0,Alameda_CA.csv,54.8,24,6.0,0.0,I
99847699999,2020-04-17,37.811,-122.333,10.0,Alameda_CA.csv,54.7,24,7.1,0.0,I
99847699999,2020-04-18,37.811,-122.333,10.0,Alameda_CA.csv,56.5,24,6.8,0.0,I
99847699999,2020-04-19,37.811,-122.333,10.0,Alameda_CA.csv,55.5,24,6.3,0.0,I
99847699999,2020-04-20,37.811,-122.333,10.0,Alameda_CA.csv,55.4,24,8.0,0.0,I
99847699999,2020-04-21,37.811,-122.333,10.0,Alameda_CA.csv,55.7,24,8.1,0.0,I
99847699999,2020-04-22,37.811,-122.333,10.0,Alameda_CA.csv,58.0,24,5.4,0.0,I
99847699999,2020-04-23,37.811,-122.333,10.0,Alameda_CA.csv,59.8,24,4.9,0.0,I
99847699999,2020-04-24,37.811,-122.333,10.0,Alameda_CA.csv,62.7,23,2.9,0.0,I
99847699999,2020-04-25,37.811,-122.333,10.0,Alameda_CA.csv,62.2,24,3.2,0.0,I
99847699999,2020-04-26,37.811,-122.333,10.0,Alameda_CA.csv,57.3,24,5.0,0.0,I
99847699999,2020-04-27,37.811,-122.333,10.0,Alameda_CA.csv,59.3,24,4.6,0.0,I
99847699999,2020-04-28,37.811,-122.333,10.0,Alameda_CA.csv,61.9,24,5.1,0.0,I
99847699999,2020-04-29,37.811,-122.333,10.0,Alameda_CA.csv,57.3,24,4.5,0.0,I
99847699999,2020-04-30,37.811,-122.333,10.0,Alameda_CA.csv,58.1,24,5.6,0.0,I
99847699999,2020-05-01,37.811,-122.333,10.0,Alameda_CA.csv,57.6,24,7.3,0.0,I
99847699999,2020-05-02,37.811,-122.333,10.0,Alameda_CA.csv,57.9,24,8.5,0.0,I
99847699999,2020-05-03,37.811,-122.333,10.0,Alameda_CA.csv,57.6,24,7.0,0.0,I
99847699999,2020-05-04,37.811,-122.333,10.0,Alameda_CA.csv,57.4,24,5.6,0.0,I
99847699999,2020-05-05,37.811,-122.333,10.0,Alameda_CA.csv,59.0,24,5.7,0.0,I
99847699999,2020-05-06,37.811,-122.333,10.0,Alameda_CA.csv,59.5,24,8.4,0.0,I
99847699999,2020-05-07,37.811,-122.333,10.0,Alameda_CA.csv,62.1,24,4.4,0.0,I
99847699999,2020-05-08,37.811,-122.333,10.0,Alameda_CA.csv,60.5,24,4.1,0.0,I
99847699999,2020-05-09,37.811,-122.333,10.0,Alameda_CA.csv,55.6,24,5.7,0.0,I
99847699999,2020-05-10,37.811,-122.333,10.0,Alameda_CA.csv,55.8,24,7.7,0.0,I
99847699999,2020-05-11,37.811,-122.333,10.0,Alameda_CA.csv,58.4,24,7.1,0.0,I
99847699999,2020-05-12,37.811,-122.333,10.0,Alameda_CA.csv,58.8,24,8.3,0.0,I
99847699999,2020-05-13,37.811,-122.333,10.0,Alameda_CA.csv,57.6,22,7.1,0.0,I
