Station ID,Date,Latitude,Longitude,Elevation,Worcester_MA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72510094746,2020-03-05,42.2706,-71.8731,304.8,Worcester_MA.csv,39.0,24,9.3,0.04,G
72510094746,2020-03-06,42.2706,-71.8731,304.8,Worcester_MA.csv,38.5,24,6.6,0.0,G
72510094746,2020-03-07,42.2706,-71.8731,304.8,Worcester_MA.csv,33.8,24,14.2,0.01,G
72510094746,2020-03-08,42.2706,-71.8731,304.8,Worcester_MA.csv,36.8,24,12.0,0.0,G
72510094746,2020-03-09,42.2706,-71.8731,304.8,Worcester_MA.csv,53.3,24,13.9,0.0,G
72510094746,2020-03-10,42.2706,-71.8731,304.8,Worcester_MA.csv,57.4,24,13.4,0.0,G
72510094746,2020-03-11,42.2706,-71.8731,304.8,Worcester_MA.csv,47.2,24,8.7,0.0,G
72510094746,2020-03-12,42.2706,-71.8731,304.8,Worcester_MA.csv,38.2,24,5.4,0.0,G
72510094746,2020-03-13,42.2706,-71.8731,304.8,Worcester_MA.csv,44.3,24,11.0,0.4,G
72510094746,2020-03-14,42.2706,-71.8731,304.8,Worcester_MA.csv,40.4,24,14.6,0.25,G
72510094746,2020-03-15,42.2706,-71.8731,304.8,Worcester_MA.csv,38.3,24,9.8,0.0,G
72510094746,2020-03-16,42.2706,-71.8731,304.8,Worcester_MA.csv,29.1,24,6.6,0.0,G
72510094746,2020-03-17,42.2706,-71.8731,304.8,Worcester_MA.csv,33.8,24,6.4,0.02,G
72510094746,2020-03-18,42.2706,-71.8731,304.8,Worcester_MA.csv,41.8,24,6.9,0.04,G
72510094746,2020-03-19,42.2706,-71.8731,304.8,Worcester_MA.csv,37.9,24,7.7,0.38,G
72510094746,2020-03-20,42.2706,-71.8731,304.8,Worcester_MA.csv,45.7,24,11.1,0.39,G
72510094746,2020-03-21,42.2706,-71.8731,304.8,Worcester_MA.csv,44.0,24,13.3,0.08,G
72510094746,2020-03-22,42.2706,-71.8731,304.8,Worcester_MA.csv,29.7,24,6.5,0.0,G
72510094746,2020-03-23,42.2706,-71.8731,304.8,Worcester_MA.csv,29.0,24,8.0,0.0,G
72510094746,2020-03-24,42.2706,-71.8731,304.8,Worcester_MA.csv,35.8,24,11.0,1.38,G
72510094746,2020-03-25,42.2706,-71.8731,304.8,Worcester_MA.csv,35.0,24,6.2,0.04,G
72510094746,2020-03-26,42.2706,-71.8731,304.8,Worcester_MA.csv,40.0,24,7.0,0.03,G
72510094746,2020-03-27,42.2706,-71.8731,304.8,Worcester_MA.csv,50.3,24,11.7,0.0,G
72510094746,2020-03-28,42.2706,-71.8731,304.8,Worcester_MA.csv,44.7,24,4.8,0.0,G
72510094746,2020-03-29,42.2706,-71.8731,304.8,Worcester_MA.csv,41.0,24,8.2,0.54,G
72510094746,2020-03-30,42.2706,-71.8731,304.8,Worcester_MA.csv,36.6,24,9.7,0.55,G
72510094746,2020-03-31,42.2706,-71.8731,304.8,Worcester_MA.csv,35.7,24,6.8,0.08,G
72510094746,2020-04-01,42.2706,-71.8731,304.8,Worcester_MA.csv,35.9,24,6.6,0.0,G
72510094746,2020-04-02,42.2706,-71.8731,304.8,Worcester_MA.csv,40.2,24,14.3,0.0,G
72510094746,2020-04-03,42.2706,-71.8731,304.8,Worcester_MA.csv,41.2,24,15.4,0.34,G
72510094746,2020-04-04,42.2706,-71.8731,304.8,Worcester_MA.csv,42.8,24,8.2,0.75,G
72510094746,2020-04-05,42.2706,-71.8731,304.8,Worcester_MA.csv,46.4,24,5.5,0.04,G
72510094746,2020-04-06,42.2706,-71.8731,304.8,Worcester_MA.csv,48.8,24,8.8,0.0,G
72510094746,2020-04-07,42.2706,-71.8731,304.8,Worcester_MA.csv,49.4,24,9.3,0.0,G
72510094746,2020-04-08,42.2706,-71.8731,304.8,Worcester_MA.csv,47.1,24,5.0,0.12,G
72510094746,2020-04-09,42.2706,-71.8731,304.8,Worcester_MA.csv,42.3,24,10.2,0.03,G
72510094746,2020-04-10,42.2706,-71.8731,304.8,Worcester_MA.csv,38.4,24,17.1,0.66,G
72510094746,2020-04-11,42.2706,-71.8731,304.8,Worcester_MA.csv,38.2,24,13.9,0.07,G
72510094746,2020-04-12,42.2706,-71.8731,304.8,Worcester_MA.csv,43.6,24,9.3,0.0,G
72510094746,2020-04-13,42.2706,-71.8731,304.8,Worcester_MA.csv,53.6,24,15.9,0.17,G
72510094746,2020-04-14,42.2706,-71.8731,304.8,Worcester_MA.csv,49.0,24,12.6,1.42,G
72510094746,2020-04-15,42.2706,-71.8731,304.8,Worcester_MA.csv,42.7,24,9.4,0.0,G
72510094746,2020-04-16,42.2706,-71.8731,304.8,Worcester_MA.csv,36.4,24,8.8,0.0,G
72510094746,2020-04-17,42.2706,-71.8731,304.8,Worcester_MA.csv,36.1,24,11.2,0.0,G
72510094746,2020-04-18,42.2706,-71.8731,304.8,Worcester_MA.csv,34.7,24,7.1,0.53,G
72510094746,2020-04-19,42.2706,-71.8731,304.8,Worcester_MA.csv,42.3,24,11.9,0.1,G
72510094746,2020-04-20,42.2706,-71.8731,304.8,Worcester_MA.csv,45.6,24,8.0,0.0,G
72510094746,2020-04-21,42.2706,-71.8731,304.8,Worcester_MA.csv,40.1,24,11.1,0.0,G
72510094746,2020-04-22,42.2706,-71.8731,304.8,Worcester_MA.csv,34.5,24,18.9,0.46,G
72510094746,2020-04-23,42.2706,-71.8731,304.8,Worcester_MA.csv,38.5,24,13.1,0.0,G
72510094746,2020-04-24,42.2706,-71.8731,304.8,Worcester_MA.csv,40.3,24,6.6,0.07,G
72510094746,2020-04-25,42.2706,-71.8731,304.8,Worcester_MA.csv,49.3,24,6.1,0.12,G
72510094746,2020-04-26,42.2706,-71.8731,304.8,Worcester_MA.csv,44.6,24,8.6,0.0,G
72510094746,2020-04-27,42.2706,-71.8731,304.8,Worcester_MA.csv,36.9,24,13.4,0.39,G
72510094746,2020-04-28,42.2706,-71.8731,304.8,Worcester_MA.csv,42.9,24,9.6,0.33,G
72510094746,2020-04-29,42.2706,-71.8731,304.8,Worcester_MA.csv,46.5,24,6.3,0.0,G
72510094746,2020-04-30,42.2706,-71.8731,304.8,Worcester_MA.csv,44.1,24,8.6,0.07,G
72510094746,2020-05-01,42.2706,-71.8731,304.8,Worcester_MA.csv,54.1,24,7.4,1.18,G
72510094746,2020-05-02,42.2706,-71.8731,304.8,Worcester_MA.csv,55.0,24,12.8,0.09,G
72510094746,2020-05-03,42.2706,-71.8731,304.8,Worcester_MA.csv,63.4,24,10.6,0.0,G
72510094746,2020-05-04,42.2706,-71.8731,304.8,Worcester_MA.csv,59.5,23,11.1,0.0,G
72510094746,2020-05-05,42.2706,-71.8731,304.8,Worcester_MA.csv,47.2,24,11.4,0.0,G
72510094746,2020-05-06,42.2706,-71.8731,304.8,Worcester_MA.csv,46.6,24,5.9,0.0,G
72510094746,2020-05-07,42.2706,-71.8731,304.8,Worcester_MA.csv,49.5,24,7.9,0.02,G
72510094746,2020-05-08,42.2706,-71.8731,304.8,Worcester_MA.csv,46.6,24,11.7,0.0,G
72510094746,2020-05-09,42.2706,-71.8731,304.8,Worcester_MA.csv,36.5,24,15.2,0.24,G
72510094746,2020-05-10,42.2706,-71.8731,304.8,Worcester_MA.csv,41.5,24,15.0,0.06,G
72510094746,2020-05-11,42.2706,-71.8731,304.8,Worcester_MA.csv,47.9,24,8.1,0.0,G
72510094746,2020-05-12,42.2706,-71.8731,304.8,Worcester_MA.csv,44.4,24,14.9,0.07,G
72510094746,2020-05-13,42.2706,-71.8731,304.8,Worcester_MA.csv,43.7,24,12.9,0.0,G
72510094746,2020-05-14,42.2706,-71.8731,304.8,Worcester_MA.csv,53.0,24,9.7,0.0,G
72510094746,2020-05-15,42.2706,-71.8731,304.8,Worcester_MA.csv,61.8,24,8.0,0.06,G
72510094746,2020-05-16,42.2706,-71.8731,304.8,Worcester_MA.csv,62.6,24,10.3,0.43,G
72510094746,2020-05-17,42.2706,-71.8731,304.8,Worcester_MA.csv,56.0,24,5.6,0.01,G
72510094746,2020-05-18,42.2706,-71.8731,304.8,Worcester_MA.csv,57.6,24,7.5,0.0,G
72510094746,2020-05-19,42.2706,-71.8731,304.8,Worcester_MA.csv,52.9,24,8.7,0.0,G
72510094746,2020-05-20,42.2706,-71.8731,304.8,Worcester_MA.csv,54.2,24,5.1,0.0,G
72510094746,2020-05-21,42.2706,-71.8731,304.8,Worcester_MA.csv,58.0,24,8.4,0.0,G
72510094746,2020-05-22,42.2706,-71.8731,304.8,Worcester_MA.csv,64.1,24,11.8,0.0,G
72510094746,2020-05-23,42.2706,-71.8731,304.8,Worcester_MA.csv,63.1,24,11.1,0.0,G
72510094746,2020-05-24,42.2706,-71.8731,304.8,Worcester_MA.csv,51.9,24,8.1,0.0,G
72510094746,2020-05-25,42.2706,-71.8731,304.8,Worcester_MA.csv,54.3,24,5.1,0.0,G
72510094746,2020-05-26,42.2706,-71.8731,304.8,Worcester_MA.csv,68.3,22,5.2,0.01,G
72510094746,2020-05-27,42.2706,-71.8731,304.8,Worcester_MA.csv,71.2,24,9.6,0.0,G
72510094746,2020-05-28,42.2706,-71.8731,304.8,Worcester_MA.csv,68.0,24,10.4,0.0,G
72510094746,2020-05-29,42.2706,-71.8731,304.8,Worcester_MA.csv,70.1,24,11.7,0.06,G
72510094746,2020-05-30,42.2706,-71.8731,304.8,Worcester_MA.csv,69.4,23,11.0,0.05,G
