Station ID,Date,Latitude,Longitude,Elevation,AnneArundel_MD.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99840999999,2020-01-25,38.983,-76.48,0.0,AnneArundel_MD.csv,47.1,24,0.0,0.0,I
99840999999,2020-01-26,38.983,-76.48,0.0,AnneArundel_MD.csv,43.2,24,0.0,0.0,I
99840999999,2020-01-27,38.983,-76.48,0.0,AnneArundel_MD.csv,41.4,21,0.0,0.0,I
99840999999,2020-01-28,38.983,-76.48,0.0,AnneArundel_MD.csv,42.0,24,0.0,0.0,I
99840999999,2020-01-29,38.983,-76.48,0.0,AnneArundel_MD.csv,41.1,24,0.0,0.0,I
99840999999,2020-01-30,38.983,-76.48,0.0,AnneArundel_MD.csv,34.5,24,0.0,0.0,I
99840999999,2020-01-31,38.983,-76.48,0.0,AnneArundel_MD.csv,38.4,24,0.0,0.0,I
99840999999,2020-02-01,38.983,-76.48,0.0,AnneArundel_MD.csv,38.1,24,0.0,0.0,I
99840999999,2020-02-02,38.983,-76.48,0.0,AnneArundel_MD.csv,41.2,24,0.0,0.0,I
99840999999,2020-02-03,38.983,-76.48,0.0,AnneArundel_MD.csv,42.2,24,0.0,0.0,I
99840999999,2020-02-04,38.983,-76.48,0.0,AnneArundel_MD.csv,51.3,23,0.0,0.0,I
99840999999,2020-02-05,38.983,-76.48,0.0,AnneArundel_MD.csv,45.3,24,0.0,0.0,I
99840999999,2020-02-06,38.983,-76.48,0.0,AnneArundel_MD.csv,40.2,24,0.0,0.0,I
99840999999,2020-02-07,38.983,-76.48,0.0,AnneArundel_MD.csv,47.1,24,0.0,0.0,I
99840999999,2020-02-08,38.983,-76.48,0.0,AnneArundel_MD.csv,38.3,24,0.0,0.0,I
99840999999,2020-02-09,38.983,-76.48,0.0,AnneArundel_MD.csv,39.2,24,0.0,0.0,I
99840999999,2020-02-10,38.983,-76.48,0.0,AnneArundel_MD.csv,44.9,24,0.0,0.0,I
99840999999,2020-02-11,38.983,-76.48,0.0,AnneArundel_MD.csv,48.4,24,0.0,0.0,I
99840999999,2020-02-12,38.983,-76.48,0.0,AnneArundel_MD.csv,45.8,24,0.0,0.0,I
99840999999,2020-02-13,38.983,-76.48,0.0,AnneArundel_MD.csv,46.5,24,0.0,0.0,I
99840999999,2020-02-14,38.983,-76.48,0.0,AnneArundel_MD.csv,39.5,24,0.0,0.0,I
99840999999,2020-02-15,38.983,-76.48,0.0,AnneArundel_MD.csv,28.2,24,0.0,0.0,I
99840999999,2020-02-16,38.983,-76.48,0.0,AnneArundel_MD.csv,37.3,24,0.0,0.0,I
99840999999,2020-02-17,38.983,-76.48,0.0,AnneArundel_MD.csv,42.6,24,0.0,0.0,I
99840999999,2020-02-18,38.983,-76.48,0.0,AnneArundel_MD.csv,44.5,24,0.0,0.0,I
99840999999,2020-02-19,38.983,-76.48,0.0,AnneArundel_MD.csv,47.5,24,0.0,0.0,I
99840999999,2020-02-20,38.983,-76.48,0.0,AnneArundel_MD.csv,38.7,24,0.0,0.0,I
99840999999,2020-02-21,38.983,-76.48,0.0,AnneArundel_MD.csv,31.6,24,0.0,0.0,I
99840999999,2020-02-22,38.983,-76.48,0.0,AnneArundel_MD.csv,37.4,24,0.0,0.0,I
99840999999,2020-02-23,38.983,-76.48,0.0,AnneArundel_MD.csv,40.0,24,0.0,0.0,I
99840999999,2020-02-24,38.983,-76.48,0.0,AnneArundel_MD.csv,43.3,24,0.0,0.0,I
99840999999,2020-02-25,38.983,-76.48,0.0,AnneArundel_MD.csv,47.0,24,0.0,0.0,I
99840999999,2020-02-26,38.983,-76.48,0.0,AnneArundel_MD.csv,48.1,24,0.0,0.0,I
99840999999,2020-02-27,38.983,-76.48,0.0,AnneArundel_MD.csv,42.3,24,0.0,0.0,I
99840999999,2020-02-28,38.983,-76.48,0.0,AnneArundel_MD.csv,37.5,23,0.0,0.0,I
99840999999,2020-02-29,38.983,-76.48,0.0,AnneArundel_MD.csv,35.3,24,0.0,0.0,I
99840999999,2020-03-01,38.983,-76.48,0.0,AnneArundel_MD.csv,35.7,24,0.0,0.0,I
99840999999,2020-03-02,38.983,-76.48,0.0,AnneArundel_MD.csv,46.4,24,0.0,0.0,I
99840999999,2020-03-03,38.983,-76.48,0.0,AnneArundel_MD.csv,51.6,24,0.0,0.0,I
99840999999,2020-03-04,38.983,-76.48,0.0,AnneArundel_MD.csv,53.5,24,0.0,0.0,I
99840999999,2020-03-05,38.983,-76.48,0.0,AnneArundel_MD.csv,47.5,23,0.0,0.0,I
99840999999,2020-03-06,38.983,-76.48,0.0,AnneArundel_MD.csv,42.4,23,0.0,0.0,I
99840999999,2020-03-07,38.983,-76.48,0.0,AnneArundel_MD.csv,42.2,23,0.0,0.0,I
99840999999,2020-03-08,38.983,-76.48,0.0,AnneArundel_MD.csv,42.7,23,0.0,0.0,I
99840999999,2020-03-09,38.983,-76.48,0.0,AnneArundel_MD.csv,50.0,23,0.0,0.0,I
99840999999,2020-03-10,38.983,-76.48,0.0,AnneArundel_MD.csv,59.4,23,0.0,0.0,I
99840999999,2020-03-11,38.983,-76.48,0.0,AnneArundel_MD.csv,54.8,19,0.0,0.0,I
99840999999,2020-03-12,38.983,-76.48,0.0,AnneArundel_MD.csv,49.3,24,0.0,0.0,I
99840999999,2020-03-13,38.983,-76.48,0.0,AnneArundel_MD.csv,57.5,19,0.0,0.0,I
99840999999,2020-03-14,38.983,-76.48,0.0,AnneArundel_MD.csv,52.1,14,0.0,0.0,I
99840999999,2020-03-15,38.983,-76.48,0.0,AnneArundel_MD.csv,45.8,21,0.0,0.0,I
99840999999,2020-03-16,38.983,-76.48,0.0,AnneArundel_MD.csv,45.2,23,0.0,0.0,I
99840999999,2020-03-17,38.983,-76.48,0.0,AnneArundel_MD.csv,46.9,21,0.0,0.0,I
99840999999,2020-03-18,38.983,-76.48,0.0,AnneArundel_MD.csv,51.1,20,0.0,0.0,I
99840999999,2020-03-19,38.983,-76.48,0.0,AnneArundel_MD.csv,52.5,21,0.0,0.0,I
99840999999,2020-03-20,38.983,-76.48,0.0,AnneArundel_MD.csv,64.0,22,0.0,0.0,I
99840999999,2020-03-21,38.983,-76.48,0.0,AnneArundel_MD.csv,57.3,23,0.0,0.0,I
99840999999,2020-03-22,38.983,-76.48,0.0,AnneArundel_MD.csv,45.3,23,0.0,0.0,I
99840999999,2020-03-23,38.983,-76.48,0.0,AnneArundel_MD.csv,43.7,22,0.0,0.0,I
99840999999,2020-03-24,38.983,-76.48,0.0,AnneArundel_MD.csv,46.4,24,0.0,0.0,I
99840999999,2020-03-25,38.983,-76.48,0.0,AnneArundel_MD.csv,47.2,24,0.0,0.0,I
99840999999,2020-03-26,38.983,-76.48,0.0,AnneArundel_MD.csv,47.7,23,0.0,0.0,I
99840999999,2020-03-27,38.983,-76.48,0.0,AnneArundel_MD.csv,55.2,24,0.0,0.0,I
99840999999,2020-03-28,38.983,-76.48,0.0,AnneArundel_MD.csv,54.0,23,0.0,0.0,I
99840999999,2020-03-29,38.983,-76.48,0.0,AnneArundel_MD.csv,51.3,24,0.0,0.0,I
99840999999,2020-03-30,38.983,-76.48,0.0,AnneArundel_MD.csv,56.7,24,0.0,0.0,I
99840999999,2020-03-31,38.983,-76.48,0.0,AnneArundel_MD.csv,51.1,22,0.0,0.0,I
99840999999,2020-04-01,38.983,-76.48,0.0,AnneArundel_MD.csv,46.4,24,0.0,0.0,I
99840999999,2020-04-02,38.983,-76.48,0.0,AnneArundel_MD.csv,50.5,20,0.0,0.0,I
99840999999,2020-04-03,38.983,-76.48,0.0,AnneArundel_MD.csv,54.5,24,0.0,0.0,I
99840999999,2020-04-04,38.983,-76.48,0.0,AnneArundel_MD.csv,52.6,23,0.0,0.0,I
99840999999,2020-04-05,38.983,-76.48,0.0,AnneArundel_MD.csv,55.6,24,0.0,0.0,I
99840999999,2020-04-06,38.983,-76.48,0.0,AnneArundel_MD.csv,56.7,22,0.0,0.0,I
99840999999,2020-04-07,38.983,-76.48,0.0,AnneArundel_MD.csv,56.6,22,0.0,0.0,I
99840999999,2020-04-08,38.983,-76.48,0.0,AnneArundel_MD.csv,63.1,22,0.0,0.0,I
99840999999,2020-04-09,38.983,-76.48,0.0,AnneArundel_MD.csv,59.6,24,0.0,0.0,I
99840999999,2020-04-10,38.983,-76.48,0.0,AnneArundel_MD.csv,48.1,21,0.0,0.0,I
99840999999,2020-04-11,38.983,-76.48,0.0,AnneArundel_MD.csv,49.3,23,0.0,0.0,I
99840999999,2020-04-12,38.983,-76.48,0.0,AnneArundel_MD.csv,55.5,24,0.0,0.0,I
99840999999,2020-04-13,38.983,-76.48,0.0,AnneArundel_MD.csv,62.8,24,0.0,0.0,I
99840999999,2020-04-14,38.983,-76.48,0.0,AnneArundel_MD.csv,55.1,24,0.0,0.0,I
99840999999,2020-04-15,38.983,-76.48,0.0,AnneArundel_MD.csv,46.0,24,0.0,0.0,I
99840999999,2020-04-16,38.983,-76.48,0.0,AnneArundel_MD.csv,47.8,23,0.0,0.0,I
99840999999,2020-04-17,38.983,-76.48,0.0,AnneArundel_MD.csv,48.0,24,0.0,0.0,I
99840999999,2020-04-18,38.983,-76.48,0.0,AnneArundel_MD.csv,50.8,24,0.0,0.0,I
99840999999,2020-04-19,38.983,-76.48,0.0,AnneArundel_MD.csv,50.2,24,0.0,0.0,I
99840999999,2020-04-20,38.983,-76.48,0.0,AnneArundel_MD.csv,54.8,23,0.0,0.0,I
99840999999,2020-04-21,38.983,-76.48,0.0,AnneArundel_MD.csv,56.7,23,0.0,0.0,I
99840999999,2020-04-22,38.983,-76.48,0.0,AnneArundel_MD.csv,49.6,24,0.0,0.0,I
99840999999,2020-04-23,38.983,-76.48,0.0,AnneArundel_MD.csv,52.8,20,0.0,0.0,I
99840999999,2020-04-24,38.983,-76.48,0.0,AnneArundel_MD.csv,52.5,23,0.0,0.0,I
99840999999,2020-04-25,38.983,-76.48,0.0,AnneArundel_MD.csv,53.6,24,0.0,0.0,I
99840999999,2020-04-26,38.983,-76.48,0.0,AnneArundel_MD.csv,52.5,24,0.0,0.0,I
99840999999,2020-04-27,38.983,-76.48,0.0,AnneArundel_MD.csv,50.0,24,0.0,0.0,I
99840999999,2020-04-28,38.983,-76.48,0.0,AnneArundel_MD.csv,52.2,24,0.0,0.0,I
99840999999,2020-04-29,38.983,-76.48,0.0,AnneArundel_MD.csv,58.9,24,0.0,0.0,I
99840999999,2020-04-30,38.983,-76.48,0.0,AnneArundel_MD.csv,62.1,24,0.0,0.0,I
99840999999,2020-05-01,38.983,-76.48,0.0,AnneArundel_MD.csv,57.9,24,0.0,0.0,I
99840999999,2020-05-02,38.983,-76.48,0.0,AnneArundel_MD.csv,60.6,24,0.0,0.0,I
99840999999,2020-05-03,38.983,-76.48,0.0,AnneArundel_MD.csv,65.2,23,0.0,0.0,I
99840999999,2020-05-04,38.983,-76.48,0.0,AnneArundel_MD.csv,67.9,24,0.0,0.0,I
99840999999,2020-05-05,38.983,-76.48,0.0,AnneArundel_MD.csv,57.0,24,0.0,0.0,I
99840999999,2020-05-06,38.983,-76.48,0.0,AnneArundel_MD.csv,51.6,23,0.0,0.0,I
99840999999,2020-05-07,38.983,-76.48,0.0,AnneArundel_MD.csv,54.1,24,0.0,0.0,I
99840999999,2020-05-08,38.983,-76.48,0.0,AnneArundel_MD.csv,58.4,22,0.0,0.0,I
99840999999,2020-05-09,38.983,-76.48,0.0,AnneArundel_MD.csv,46.0,23,0.0,0.0,I
99840999999,2020-05-10,38.983,-76.48,0.0,AnneArundel_MD.csv,50.8,24,0.0,0.0,I
99840999999,2020-05-11,38.983,-76.48,0.0,AnneArundel_MD.csv,56.6,24,0.0,0.0,I
99840999999,2020-05-12,38.983,-76.48,0.0,AnneArundel_MD.csv,52.1,24,0.0,0.0,I
99840999999,2020-05-13,38.983,-76.48,0.0,AnneArundel_MD.csv,55.6,21,0.0,0.0,I
