Station ID,Date,Latitude,Longitude,Elevation,NewYork_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99727199999,2020-02-09,40.701,-74.014,10.0,NewYork_NY.csv,37.5,24,0.0,0.0,I
99727199999,2020-02-10,40.701,-74.014,10.0,NewYork_NY.csv,42.6,24,0.0,0.0,I
99727199999,2020-02-11,40.701,-74.014,10.0,NewYork_NY.csv,44.6,24,0.0,0.0,I
99727199999,2020-02-12,40.701,-74.014,10.0,NewYork_NY.csv,42.3,24,0.0,0.0,I
99727199999,2020-02-13,40.701,-74.014,10.0,NewYork_NY.csv,39.5,24,0.0,0.0,I
99727199999,2020-02-14,40.701,-74.014,10.0,NewYork_NY.csv,34.7,24,0.0,0.0,I
99727199999,2020-02-15,40.701,-74.014,10.0,NewYork_NY.csv,21.4,24,0.0,0.0,I
99727199999,2020-02-16,40.701,-74.014,10.0,NewYork_NY.csv,34.0,24,0.0,0.0,I
99727199999,2020-02-17,40.701,-74.014,10.0,NewYork_NY.csv,41.9,24,0.0,0.0,I
99727199999,2020-02-18,40.701,-74.014,10.0,NewYork_NY.csv,42.8,24,0.0,0.0,I
99727199999,2020-02-19,40.701,-74.014,10.0,NewYork_NY.csv,43.7,24,0.0,0.0,I
99727199999,2020-02-20,40.701,-74.014,10.0,NewYork_NY.csv,33.0,24,0.0,0.0,I
99727199999,2020-02-21,40.701,-74.014,10.0,NewYork_NY.csv,27.5,24,0.0,0.0,I
99727199999,2020-02-22,40.701,-74.014,10.0,NewYork_NY.csv,36.2,24,0.0,0.0,I
99727199999,2020-02-23,40.701,-74.014,10.0,NewYork_NY.csv,43.6,24,0.0,0.0,I
99727199999,2020-02-24,40.701,-74.014,10.0,NewYork_NY.csv,45.2,24,0.0,0.0,I
99727199999,2020-02-25,40.701,-74.014,10.0,NewYork_NY.csv,47.2,24,0.0,0.0,I
99727199999,2020-02-26,40.701,-74.014,10.0,NewYork_NY.csv,46.3,24,0.0,0.0,I
99727199999,2020-02-27,40.701,-74.014,10.0,NewYork_NY.csv,42.1,24,0.0,0.0,I
99727199999,2020-02-28,40.701,-74.014,10.0,NewYork_NY.csv,33.6,24,0.0,0.0,I
99727199999,2020-02-29,40.701,-74.014,10.0,NewYork_NY.csv,32.6,24,0.0,0.0,I
99727199999,2020-03-01,40.701,-74.014,10.0,NewYork_NY.csv,31.6,24,0.0,0.0,I
99727199999,2020-03-02,40.701,-74.014,10.0,NewYork_NY.csv,44.2,24,0.0,0.0,I
99727199999,2020-03-03,40.701,-74.014,10.0,NewYork_NY.csv,51.4,24,0.0,0.0,I
99727199999,2020-03-04,40.701,-74.014,10.0,NewYork_NY.csv,48.5,24,0.0,0.0,I
99727199999,2020-03-05,40.701,-74.014,10.0,NewYork_NY.csv,45.0,24,0.0,0.0,I
99727199999,2020-03-06,40.701,-74.014,10.0,NewYork_NY.csv,42.1,24,0.0,0.0,I
99727199999,2020-03-07,40.701,-74.014,10.0,NewYork_NY.csv,40.1,24,0.0,0.0,I
99727199999,2020-03-08,40.701,-74.014,10.0,NewYork_NY.csv,42.5,24,0.0,0.0,I
99727199999,2020-03-09,40.701,-74.014,10.0,NewYork_NY.csv,52.9,24,0.0,0.0,I
99727199999,2020-03-10,40.701,-74.014,10.0,NewYork_NY.csv,56.8,24,0.0,0.0,I
99727199999,2020-03-11,40.701,-74.014,10.0,NewYork_NY.csv,52.6,19,0.0,0.0,I
99727199999,2020-03-12,40.701,-74.014,10.0,NewYork_NY.csv,46.6,24,0.0,0.0,I
99727199999,2020-03-13,40.701,-74.014,10.0,NewYork_NY.csv,52.1,19,0.0,0.0,I
99727199999,2020-03-14,40.701,-74.014,10.0,NewYork_NY.csv,49.4,13,0.0,0.0,I
99727199999,2020-03-15,40.701,-74.014,10.0,NewYork_NY.csv,46.7,24,0.0,0.0,I
99727199999,2020-03-16,40.701,-74.014,10.0,NewYork_NY.csv,40.7,24,0.0,0.0,I
99727199999,2020-03-17,40.701,-74.014,10.0,NewYork_NY.csv,44.1,24,0.0,0.0,I
99727199999,2020-03-18,40.701,-74.014,10.0,NewYork_NY.csv,46.8,24,0.0,0.0,I
99727199999,2020-03-19,40.701,-74.014,10.0,NewYork_NY.csv,45.8,24,0.0,0.0,I
99727199999,2020-03-20,40.701,-74.014,10.0,NewYork_NY.csv,52.3,24,0.0,0.0,I
99727199999,2020-03-21,40.701,-74.014,10.0,NewYork_NY.csv,52.8,24,0.0,0.0,I
99727199999,2020-03-22,40.701,-74.014,10.0,NewYork_NY.csv,40.1,24,0.0,0.0,I
99727199999,2020-03-23,40.701,-74.014,10.0,NewYork_NY.csv,38.7,24,0.0,0.0,I
99727199999,2020-03-24,40.701,-74.014,10.0,NewYork_NY.csv,42.8,24,0.0,0.0,I
99727199999,2020-03-25,40.701,-74.014,10.0,NewYork_NY.csv,43.9,24,0.0,0.0,I
99727199999,2020-03-26,40.701,-74.014,10.0,NewYork_NY.csv,44.8,24,0.0,0.0,I
99727199999,2020-03-27,40.701,-74.014,10.0,NewYork_NY.csv,54.3,24,0.0,0.0,I
99727199999,2020-03-28,40.701,-74.014,10.0,NewYork_NY.csv,50.9,24,0.0,0.0,I
99727199999,2020-03-29,40.701,-74.014,10.0,NewYork_NY.csv,46.0,24,0.0,0.0,I
99727199999,2020-03-30,40.701,-74.014,10.0,NewYork_NY.csv,45.9,24,0.0,0.0,I
99727199999,2020-03-31,40.701,-74.014,10.0,NewYork_NY.csv,43.3,24,0.0,0.0,I
99727199999,2020-04-01,40.701,-74.014,10.0,NewYork_NY.csv,44.5,24,0.0,0.0,I
99727199999,2020-04-02,40.701,-74.014,10.0,NewYork_NY.csv,47.2,21,0.0,0.0,I
99727199999,2020-04-03,40.701,-74.014,10.0,NewYork_NY.csv,49.6,24,0.0,0.0,I
99727199999,2020-04-04,40.701,-74.014,10.0,NewYork_NY.csv,50.5,24,0.0,0.0,I
99727199999,2020-04-05,40.701,-74.014,10.0,NewYork_NY.csv,49.5,24,0.0,0.0,I
99727199999,2020-04-06,40.701,-74.014,10.0,NewYork_NY.csv,53.6,22,0.0,0.0,I
99727199999,2020-04-07,40.701,-74.014,10.0,NewYork_NY.csv,56.3,24,0.0,0.0,I
99727199999,2020-04-08,40.701,-74.014,10.0,NewYork_NY.csv,57.3,24,0.0,0.0,I
99727199999,2020-04-09,40.701,-74.014,10.0,NewYork_NY.csv,51.1,24,0.0,0.0,I
99727199999,2020-04-10,40.701,-74.014,10.0,NewYork_NY.csv,44.3,24,0.0,0.0,I
99727199999,2020-04-11,40.701,-74.014,10.0,NewYork_NY.csv,45.2,24,0.0,0.0,I
99727199999,2020-04-12,40.701,-74.014,10.0,NewYork_NY.csv,51.8,24,0.0,0.0,I
99727199999,2020-04-13,40.701,-74.014,10.0,NewYork_NY.csv,57.1,24,0.0,0.0,I
99727199999,2020-04-14,40.701,-74.014,10.0,NewYork_NY.csv,53.5,24,0.0,0.0,I
99727199999,2020-04-15,40.701,-74.014,10.0,NewYork_NY.csv,47.0,24,0.0,0.0,I
99727199999,2020-04-16,40.701,-74.014,10.0,NewYork_NY.csv,45.7,24,0.0,0.0,I
99727199999,2020-04-17,40.701,-74.014,10.0,NewYork_NY.csv,41.5,24,0.0,0.0,I
99727199999,2020-04-18,40.701,-74.014,10.0,NewYork_NY.csv,44.3,24,0.0,0.0,I
99727199999,2020-04-19,40.701,-74.014,10.0,NewYork_NY.csv,47.1,24,0.0,0.0,I
99727199999,2020-04-20,40.701,-74.014,10.0,NewYork_NY.csv,52.7,24,0.0,0.0,I
99727199999,2020-04-21,40.701,-74.014,10.0,NewYork_NY.csv,50.2,24,0.0,0.0,I
99727199999,2020-04-22,40.701,-74.014,10.0,NewYork_NY.csv,42.9,24,0.0,0.0,I
99727199999,2020-04-23,40.701,-74.014,10.0,NewYork_NY.csv,44.3,24,0.0,0.0,I
99727199999,2020-04-24,40.701,-74.014,10.0,NewYork_NY.csv,46.1,23,0.0,0.0,I
99727199999,2020-04-25,40.701,-74.014,10.0,NewYork_NY.csv,50.9,24,0.0,0.0,I
99727199999,2020-04-26,40.701,-74.014,10.0,NewYork_NY.csv,49.0,24,0.0,0.0,I
99727199999,2020-04-27,40.701,-74.014,10.0,NewYork_NY.csv,44.4,24,0.0,0.0,I
99727199999,2020-04-28,40.701,-74.014,10.0,NewYork_NY.csv,49.9,24,0.0,0.0,I
99727199999,2020-04-29,40.701,-74.014,10.0,NewYork_NY.csv,52.1,24,0.0,0.0,I
99727199999,2020-04-30,40.701,-74.014,10.0,NewYork_NY.csv,53.3,24,0.0,0.0,I
99727199999,2020-05-01,40.701,-74.014,10.0,NewYork_NY.csv,56.5,24,0.0,0.0,I
99727199999,2020-05-02,40.701,-74.014,10.0,NewYork_NY.csv,61.0,24,0.0,0.0,I
99727199999,2020-05-03,40.701,-74.014,10.0,NewYork_NY.csv,63.6,24,0.0,0.0,I
99727199999,2020-05-04,40.701,-74.014,10.0,NewYork_NY.csv,65.3,24,0.0,0.0,I
99727199999,2020-05-05,40.701,-74.014,10.0,NewYork_NY.csv,52.6,24,0.0,0.0,I
99727199999,2020-05-06,40.701,-74.014,10.0,NewYork_NY.csv,52.1,24,0.0,0.0,I
99727199999,2020-05-07,40.701,-74.014,10.0,NewYork_NY.csv,52.8,24,0.0,0.0,I
99727199999,2020-05-08,40.701,-74.014,10.0,NewYork_NY.csv,51.8,24,0.0,0.0,I
99727199999,2020-05-09,40.701,-74.014,10.0,NewYork_NY.csv,40.6,24,0.0,0.0,I
99727199999,2020-05-10,40.701,-74.014,10.0,NewYork_NY.csv,47.9,24,0.0,0.0,I
99727199999,2020-05-11,40.701,-74.014,10.0,NewYork_NY.csv,53.2,24,0.0,0.0,I
99727199999,2020-05-12,40.701,-74.014,10.0,NewYork_NY.csv,50.0,24,0.0,0.0,I
99727199999,2020-05-13,40.701,-74.014,10.0,NewYork_NY.csv,50.6,22,0.0,0.0,I
