Station ID,Date,Latitude,Longitude,Elevation,Ocean_NJ.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99800299999,2020-03-16,39.5333333,-74.45,12.0,Ocean_NJ.csv,38.9,23,6.8,0.0,G
99800299999,2020-03-17,39.5333333,-74.45,12.0,Ocean_NJ.csv,48.9,24,7.2,0.0,I
99800299999,2020-03-18,39.5333333,-74.45,12.0,Ocean_NJ.csv,48.2,24,5.4,0.01,G
99800299999,2020-03-19,39.5333333,-74.45,12.0,Ocean_NJ.csv,49.9,24,5.2,0.0,G
99800299999,2020-03-20,39.5333333,-74.45,12.0,Ocean_NJ.csv,60.0,24,7.8,0.0,I
99800299999,2020-03-21,39.5333333,-74.45,12.0,Ocean_NJ.csv,57.8,24,6.4,0.0,I
99800299999,2020-03-22,39.5333333,-74.45,12.0,Ocean_NJ.csv,38.6,24,7.3,0.0,I
99800299999,2020-03-23,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.0,24,14.2,0.02,G
99800299999,2020-03-24,39.5333333,-74.45,12.0,Ocean_NJ.csv,43.1,24,5.0,0.0,G
99800299999,2020-03-25,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.3,24,11.3,0.0,G
99800299999,2020-03-26,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.2,24,5.1,0.0,I
99800299999,2020-03-27,39.5333333,-74.45,12.0,Ocean_NJ.csv,53.1,24,4.6,0.0,G
99800299999,2020-03-28,39.5333333,-74.45,12.0,Ocean_NJ.csv,49.7,24,5.2,0.0,I
99800299999,2020-03-29,39.5333333,-74.45,12.0,Ocean_NJ.csv,50.2,24,4.2,0.76,G
99800299999,2020-03-30,39.5333333,-74.45,12.0,Ocean_NJ.csv,47.9,24,3.8,0.0,G
99800299999,2020-03-31,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.6,24,7.9,0.0,I
99800299999,2020-04-01,39.5333333,-74.45,12.0,Ocean_NJ.csv,43.5,24,9.6,0.05,G
99800299999,2020-04-02,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.5,19,6.2,0.0,G
99800299999,2020-04-03,39.5333333,-74.45,12.0,Ocean_NJ.csv,51.5,20,8.0,0.0,G
99800299999,2020-04-04,39.5333333,-74.45,12.0,Ocean_NJ.csv,49.2,24,6.2,0.0,I
99800299999,2020-04-05,39.5333333,-74.45,12.0,Ocean_NJ.csv,49.7,23,3.9,0.0,I
99800299999,2020-04-06,39.5333333,-74.45,12.0,Ocean_NJ.csv,53.6,23,5.7,0.0,G
99800299999,2020-04-07,39.5333333,-74.45,12.0,Ocean_NJ.csv,50.1,23,4.2,0.0,I
99800299999,2020-04-08,39.5333333,-74.45,12.0,Ocean_NJ.csv,57.1,23,5.2,0.0,G
99800299999,2020-04-09,39.5333333,-74.45,12.0,Ocean_NJ.csv,56.5,17,8.7,0.25,G
99800299999,2020-04-10,39.5333333,-74.45,12.0,Ocean_NJ.csv,46.7,24,10.3,0.0,G
99800299999,2020-04-11,39.5333333,-74.45,12.0,Ocean_NJ.csv,46.3,24,7.8,0.0,G
99800299999,2020-04-12,39.5333333,-74.45,12.0,Ocean_NJ.csv,49.1,24,6.3,0.0,G
99800299999,2020-04-13,39.5333333,-74.45,12.0,Ocean_NJ.csv,58.5,24,15.6,0.05,G
99800299999,2020-04-14,39.5333333,-74.45,12.0,Ocean_NJ.csv,53.2,24,6.0,0.0,G
99800299999,2020-04-15,39.5333333,-74.45,12.0,Ocean_NJ.csv,45.8,24,4.6,0.01,G
99800299999,2020-04-16,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.5,24,6.4,0.0,G
99800299999,2020-04-17,39.5333333,-74.45,12.0,Ocean_NJ.csv,41.0,23,5.2,0.0,G
99800299999,2020-04-18,39.5333333,-74.45,12.0,Ocean_NJ.csv,47.9,24,4.9,0.0,G
99800299999,2020-04-19,39.5333333,-74.45,12.0,Ocean_NJ.csv,45.0,24,7.4,0.08,G
99800299999,2020-04-20,39.5333333,-74.45,12.0,Ocean_NJ.csv,51.9,21,6.7,0.0,G
99800299999,2020-04-21,39.5333333,-74.45,12.0,Ocean_NJ.csv,48.2,18,7.0,0.0,G
99800299999,2020-04-22,39.5333333,-74.45,12.0,Ocean_NJ.csv,45.5,14,8.5,0.0,I
99800299999,2020-04-23,39.5333333,-74.45,12.0,Ocean_NJ.csv,43.4,23,5.3,0.0,I
99800299999,2020-04-24,39.5333333,-74.45,12.0,Ocean_NJ.csv,49.4,22,6.8,0.32,G
99800299999,2020-04-25,39.5333333,-74.45,12.0,Ocean_NJ.csv,50.6,23,4.4,1.01,G
99800299999,2020-04-26,39.5333333,-74.45,12.0,Ocean_NJ.csv,50.2,24,9.5,0.04,G
99800299999,2020-04-27,39.5333333,-74.45,12.0,Ocean_NJ.csv,46.1,23,4.4,0.0,G
99800299999,2020-04-28,39.5333333,-74.45,12.0,Ocean_NJ.csv,50.4,24,4.4,0.0,I
99800299999,2020-04-29,39.5333333,-74.45,12.0,Ocean_NJ.csv,52.0,24,7.7,0.0,I
99800299999,2020-04-30,39.5333333,-74.45,12.0,Ocean_NJ.csv,57.7,24,12.1,0.0,I
99800299999,2020-05-01,39.5333333,-74.45,12.0,Ocean_NJ.csv,59.8,24,5.4,0.39,G
99800299999,2020-05-02,39.5333333,-74.45,12.0,Ocean_NJ.csv,62.1,24,5.2,0.0,G
99800299999,2020-05-03,39.5333333,-74.45,12.0,Ocean_NJ.csv,63.3,24,6.3,0.0,I
99800299999,2020-05-04,39.5333333,-74.45,12.0,Ocean_NJ.csv,65.6,24,5.2,0.17,G
99800299999,2020-05-05,39.5333333,-74.45,12.0,Ocean_NJ.csv,54.1,24,3.9,0.29,G
99800299999,2020-05-06,39.5333333,-74.45,12.0,Ocean_NJ.csv,50.8,24,5.7,0.0,G
99800299999,2020-05-07,39.5333333,-74.45,12.0,Ocean_NJ.csv,52.2,24,5.0,0.0,I
99800299999,2020-05-08,39.5333333,-74.45,12.0,Ocean_NJ.csv,53.2,24,7.0,0.13,G
99800299999,2020-05-09,39.5333333,-74.45,12.0,Ocean_NJ.csv,43.5,24,8.5,0.0,G
99800299999,2020-05-10,39.5333333,-74.45,12.0,Ocean_NJ.csv,55.5,15,9.8,0.01,G
99800299999,2020-05-11,39.5333333,-74.45,12.0,Ocean_NJ.csv,55.1,24,7.4,0.0,G
99800299999,2020-05-12,39.5333333,-74.45,12.0,Ocean_NJ.csv,51.6,24,7.2,0.0,I
99800299999,2020-05-13,39.5333333,-74.45,12.0,Ocean_NJ.csv,49.7,22,4.1,0.0,I
