Station ID,Date,Latitude,Longitude,Elevation,SaltLake_UT.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72572024127,2020-01-25,40.7781,-111.9694,1287.8,SaltLake_UT.csv,38.5,24,3.5,0.1,G
72572024127,2020-01-26,40.7781,-111.9694,1287.8,SaltLake_UT.csv,37.1,24,3.4,0.0,G
72572024127,2020-01-27,40.7781,-111.9694,1287.8,SaltLake_UT.csv,37.8,24,4.8,0.53,G
72572024127,2020-01-28,40.7781,-111.9694,1287.8,SaltLake_UT.csv,38.6,24,6.7,0.02,G
72572024127,2020-01-29,40.7781,-111.9694,1287.8,SaltLake_UT.csv,37.6,24,7.9,0.09,G
72572024127,2020-01-30,40.7781,-111.9694,1287.8,SaltLake_UT.csv,35.8,24,4.0,0.09,G
72572024127,2020-01-31,40.7781,-111.9694,1287.8,SaltLake_UT.csv,33.4,24,5.3,0.04,G
72572024127,2020-02-01,40.7781,-111.9694,1287.8,SaltLake_UT.csv,40.2,24,5.6,0.0,G
72572024127,2020-02-02,40.7781,-111.9694,1287.8,SaltLake_UT.csv,41.2,24,5.6,0.0,G
72572024127,2020-02-03,40.7781,-111.9694,1287.8,SaltLake_UT.csv,28.7,24,16.0,0.2,G
72572024127,2020-02-04,40.7781,-111.9694,1287.8,SaltLake_UT.csv,19.6,24,6.3,0.23,G
72572024127,2020-02-05,40.7781,-111.9694,1287.8,SaltLake_UT.csv,20.3,24,5.7,0.0,G
72572024127,2020-02-06,40.7781,-111.9694,1287.8,SaltLake_UT.csv,28.2,24,8.0,0.14,G
72572024127,2020-02-07,40.7781,-111.9694,1287.8,SaltLake_UT.csv,37.7,24,6.7,0.24,G
72572024127,2020-02-08,40.7781,-111.9694,1287.8,SaltLake_UT.csv,39.9,24,9.1,0.06,G
72572024127,2020-02-09,40.7781,-111.9694,1287.8,SaltLake_UT.csv,33.4,24,6.2,0.0,G
72572024127,2020-02-10,40.7781,-111.9694,1287.8,SaltLake_UT.csv,29.9,24,5.0,0.0,G
72572024127,2020-02-11,40.7781,-111.9694,1287.8,SaltLake_UT.csv,29.0,24,3.8,0.0,G
72572024127,2020-02-12,40.7781,-111.9694,1287.8,SaltLake_UT.csv,34.7,24,5.1,0.0,G
72572024127,2020-02-13,40.7781,-111.9694,1287.8,SaltLake_UT.csv,35.7,24,5.1,0.0,G
72572024127,2020-02-14,40.7781,-111.9694,1287.8,SaltLake_UT.csv,41.3,24,7.6,0.0,G
72572024127,2020-02-15,40.7781,-111.9694,1287.8,SaltLake_UT.csv,36.2,24,4.8,0.0,G
72572024127,2020-02-16,40.7781,-111.9694,1287.8,SaltLake_UT.csv,37.9,24,3.7,0.0,G
72572024127,2020-02-17,40.7781,-111.9694,1287.8,SaltLake_UT.csv,36.7,24,6.0,0.43,G
72572024127,2020-02-18,40.7781,-111.9694,1287.8,SaltLake_UT.csv,30.8,24,5.9,0.0,G
72572024127,2020-02-19,40.7781,-111.9694,1287.8,SaltLake_UT.csv,29.5,24,4.5,0.0,G
72572024127,2020-02-20,40.7781,-111.9694,1287.8,SaltLake_UT.csv,28.8,24,4.7,0.0,G
72572024127,2020-02-21,40.7781,-111.9694,1287.8,SaltLake_UT.csv,30.4,24,3.3,0.0,G
72572024127,2020-02-22,40.7781,-111.9694,1287.8,SaltLake_UT.csv,34.3,24,3.5,0.0,G
72572024127,2020-02-23,40.7781,-111.9694,1287.8,SaltLake_UT.csv,37.3,24,2.4,0.0,G
72572024127,2020-02-24,40.7781,-111.9694,1287.8,SaltLake_UT.csv,39.3,24,8.3,0.0,G
72572024127,2020-02-25,40.7781,-111.9694,1287.8,SaltLake_UT.csv,32.1,24,6.5,0.0,G
72572024127,2020-02-26,40.7781,-111.9694,1287.8,SaltLake_UT.csv,33.1,24,5.7,0.0,G
72572024127,2020-02-27,40.7781,-111.9694,1287.8,SaltLake_UT.csv,38.4,24,3.2,0.0,G
72572024127,2020-02-28,40.7781,-111.9694,1287.8,SaltLake_UT.csv,41.9,24,5.7,0.0,G
72572024127,2020-02-29,40.7781,-111.9694,1287.8,SaltLake_UT.csv,50.0,24,9.7,0.0,G
72572024127,2020-03-01,40.7781,-111.9694,1287.8,SaltLake_UT.csv,39.5,24,8.7,0.0,G
72572024127,2020-03-02,40.7781,-111.9694,1287.8,SaltLake_UT.csv,33.9,24,3.7,0.23,G
72572024127,2020-03-03,40.7781,-111.9694,1287.8,SaltLake_UT.csv,37.2,24,5.3,0.0,G
72572024127,2020-03-04,40.7781,-111.9694,1287.8,SaltLake_UT.csv,41.4,24,6.5,0.0,G
72572024127,2020-03-05,40.7781,-111.9694,1287.8,SaltLake_UT.csv,49.8,24,7.8,0.0,G
72572024127,2020-03-06,40.7781,-111.9694,1287.8,SaltLake_UT.csv,56.7,24,12.1,0.0,G
72572024127,2020-03-07,40.7781,-111.9694,1287.8,SaltLake_UT.csv,56.9,24,10.8,0.0,G
72572024127,2020-03-08,40.7781,-111.9694,1287.8,SaltLake_UT.csv,51.2,24,9.7,0.03,G
72572024127,2020-03-09,40.7781,-111.9694,1287.8,SaltLake_UT.csv,48.0,24,8.3,0.02,G
72572024127,2020-03-10,40.7781,-111.9694,1287.8,SaltLake_UT.csv,47.1,24,4.5,0.0,G
72572024127,2020-03-11,40.7781,-111.9694,1287.8,SaltLake_UT.csv,48.3,24,5.1,0.0,G
72572024127,2020-03-12,40.7781,-111.9694,1287.8,SaltLake_UT.csv,49.4,24,5.3,0.0,G
72572024127,2020-03-13,40.7781,-111.9694,1287.8,SaltLake_UT.csv,41.9,24,5.2,0.0,G
72572024127,2020-03-14,40.7781,-111.9694,1287.8,SaltLake_UT.csv,49.0,24,19.2,0.0,G
72572024127,2020-03-15,40.7781,-111.9694,1287.8,SaltLake_UT.csv,55.6,24,16.7,0.0,G
72572024127,2020-03-16,40.7781,-111.9694,1287.8,SaltLake_UT.csv,54.9,24,12.4,0.0,G
72572024127,2020-03-17,40.7781,-111.9694,1287.8,SaltLake_UT.csv,52.7,24,7.9,0.0,G
72572024127,2020-03-18,40.7781,-111.9694,1287.8,SaltLake_UT.csv,49.5,24,10.2,0.07,G
72572024127,2020-03-19,40.7781,-111.9694,1287.8,SaltLake_UT.csv,43.8,24,5.5,0.04,G
72572024127,2020-03-20,40.7781,-111.9694,1287.8,SaltLake_UT.csv,40.5,24,6.8,0.07,G
72572024127,2020-03-21,40.7781,-111.9694,1287.8,SaltLake_UT.csv,42.1,24,5.5,0.02,G
72572024127,2020-03-22,40.7781,-111.9694,1287.8,SaltLake_UT.csv,46.0,24,4.4,0.0,G
72572024127,2020-03-23,40.7781,-111.9694,1287.8,SaltLake_UT.csv,47.5,24,7.0,0.0,G
72572024127,2020-03-24,40.7781,-111.9694,1287.8,SaltLake_UT.csv,49.6,24,12.6,0.08,G
72572024127,2020-03-25,40.7781,-111.9694,1287.8,SaltLake_UT.csv,42.1,24,8.9,0.28,G
72572024127,2020-03-26,40.7781,-111.9694,1287.8,SaltLake_UT.csv,35.8,24,8.2,0.47,G
72572024127,2020-03-27,40.7781,-111.9694,1287.8,SaltLake_UT.csv,36.3,24,4.7,0.04,G
72572024127,2020-03-28,40.7781,-111.9694,1287.8,SaltLake_UT.csv,39.3,24,5.9,0.12,G
72572024127,2020-03-29,40.7781,-111.9694,1287.8,SaltLake_UT.csv,43.5,24,7.8,0.11,G
72572024127,2020-03-30,40.7781,-111.9694,1287.8,SaltLake_UT.csv,47.4,24,4.8,0.02,G
72572024127,2020-03-31,40.7781,-111.9694,1287.8,SaltLake_UT.csv,56.0,24,9.3,0.06,G
72572024127,2020-04-01,40.7781,-111.9694,1287.8,SaltLake_UT.csv,51.6,24,8.3,0.0,G
72572024127,2020-04-02,40.7781,-111.9694,1287.8,SaltLake_UT.csv,37.7,24,9.6,0.03,G
72572024127,2020-04-03,40.7781,-111.9694,1287.8,SaltLake_UT.csv,38.6,24,5.9,0.0,G
72572024127,2020-04-04,40.7781,-111.9694,1287.8,SaltLake_UT.csv,44.5,24,5.3,0.0,G
72572024127,2020-04-05,40.7781,-111.9694,1287.8,SaltLake_UT.csv,55.4,24,8.8,0.0,G
72572024127,2020-04-06,40.7781,-111.9694,1287.8,SaltLake_UT.csv,59.6,24,14.1,0.0,G
72572024127,2020-04-07,40.7781,-111.9694,1287.8,SaltLake_UT.csv,56.0,24,7.7,0.0,G
72572024127,2020-04-08,40.7781,-111.9694,1287.8,SaltLake_UT.csv,55.4,24,5.8,0.0,G
72572024127,2020-04-09,40.7781,-111.9694,1287.8,SaltLake_UT.csv,56.1,24,6.7,0.0,G
72572024127,2020-04-10,40.7781,-111.9694,1287.8,SaltLake_UT.csv,52.0,24,6.3,0.0,G
72572024127,2020-04-11,40.7781,-111.9694,1287.8,SaltLake_UT.csv,55.6,24,7.1,0.0,G
72572024127,2020-04-12,40.7781,-111.9694,1287.8,SaltLake_UT.csv,48.7,24,11.0,0.0,G
72572024127,2020-04-13,40.7781,-111.9694,1287.8,SaltLake_UT.csv,40.9,24,9.3,0.0,G
72572024127,2020-04-14,40.7781,-111.9694,1287.8,SaltLake_UT.csv,39.3,24,7.7,0.0,G
72572024127,2020-04-15,40.7781,-111.9694,1287.8,SaltLake_UT.csv,48.9,24,6.2,0.0,G
72572024127,2020-04-16,40.7781,-111.9694,1287.8,SaltLake_UT.csv,43.3,24,7.9,0.23,G
72572024127,2020-04-17,40.7781,-111.9694,1287.8,SaltLake_UT.csv,42.9,24,4.6,0.17,G
72572024127,2020-04-18,40.7781,-111.9694,1287.8,SaltLake_UT.csv,50.4,24,4.2,0.0,G
72572024127,2020-04-19,40.7781,-111.9694,1287.8,SaltLake_UT.csv,54.4,24,7.9,0.0,G
72572024127,2020-04-20,40.7781,-111.9694,1287.8,SaltLake_UT.csv,53.4,24,5.3,0.0,G
72572024127,2020-04-21,40.7781,-111.9694,1287.8,SaltLake_UT.csv,57.2,24,6.0,0.0,G
72572024127,2020-04-22,40.7781,-111.9694,1287.8,SaltLake_UT.csv,58.5,24,6.3,0.0,G
72572024127,2020-04-23,40.7781,-111.9694,1287.8,SaltLake_UT.csv,58.9,24,7.2,0.0,G
72572024127,2020-04-24,40.7781,-111.9694,1287.8,SaltLake_UT.csv,53.7,24,6.7,0.0,G
72572024127,2020-04-25,40.7781,-111.9694,1287.8,SaltLake_UT.csv,58.3,24,5.7,0.0,G
72572024127,2020-04-26,40.7781,-111.9694,1287.8,SaltLake_UT.csv,66.1,24,7.2,0.0,G
72572024127,2020-04-27,40.7781,-111.9694,1287.8,SaltLake_UT.csv,65.5,24,8.0,0.0,G
72572024127,2020-04-28,40.7781,-111.9694,1287.8,SaltLake_UT.csv,63.4,24,6.8,0.0,G
72572024127,2020-04-29,40.7781,-111.9694,1287.8,SaltLake_UT.csv,65.8,24,5.6,0.0,G
72572024127,2020-04-30,40.7781,-111.9694,1287.8,SaltLake_UT.csv,73.1,24,7.1,0.0,G
72572024127,2020-05-01,40.7781,-111.9694,1287.8,SaltLake_UT.csv,62.4,24,7.5,0.0,G
72572024127,2020-05-02,40.7781,-111.9694,1287.8,SaltLake_UT.csv,60.7,24,6.2,0.0,G
72572024127,2020-05-03,40.7781,-111.9694,1287.8,SaltLake_UT.csv,65.5,24,7.6,0.0,G
72572024127,2020-05-04,40.7781,-111.9694,1287.8,SaltLake_UT.csv,57.2,24,8.0,0.0,G
72572024127,2020-05-05,40.7781,-111.9694,1287.8,SaltLake_UT.csv,58.8,24,5.1,0.0,G
72572024127,2020-05-06,40.7781,-111.9694,1287.8,SaltLake_UT.csv,67.5,24,9.2,0.0,G
72572024127,2020-05-07,40.7781,-111.9694,1287.8,SaltLake_UT.csv,55.5,24,10.7,0.0,G
72572024127,2020-05-08,40.7781,-111.9694,1287.8,SaltLake_UT.csv,56.2,24,5.9,0.0,G
72572024127,2020-05-09,40.7781,-111.9694,1287.8,SaltLake_UT.csv,61.3,24,4.3,0.0,G
72572024127,2020-05-10,40.7781,-111.9694,1287.8,SaltLake_UT.csv,65.2,24,5.2,0.0,G
72572024127,2020-05-11,40.7781,-111.9694,1287.8,SaltLake_UT.csv,74.4,24,10.1,0.0,G
72572024127,2020-05-12,40.7781,-111.9694,1287.8,SaltLake_UT.csv,72.0,24,11.7,0.0,G
72572024127,2020-05-13,40.7781,-111.9694,1287.8,SaltLake_UT.csv,61.3,24,9.5,0.0,G
72572024127,2020-05-14,40.7781,-111.9694,1287.8,SaltLake_UT.csv,58.7,24,6.5,0.0,G
72572024127,2020-05-15,40.7781,-111.9694,1287.8,SaltLake_UT.csv,60.7,24,7.2,0.0,G
72572024127,2020-05-16,40.7781,-111.9694,1287.8,SaltLake_UT.csv,59.8,24,5.1,0.0,G
72572024127,2020-05-17,40.7781,-111.9694,1287.8,SaltLake_UT.csv,68.7,24,10.3,0.0,G
72572024127,2020-05-18,40.7781,-111.9694,1287.8,SaltLake_UT.csv,79.0,24,17.0,0.0,G
72572024127,2020-05-19,40.7781,-111.9694,1287.8,SaltLake_UT.csv,73.9,24,12.1,0.0,G
72572024127,2020-05-20,40.7781,-111.9694,1287.8,SaltLake_UT.csv,57.9,24,10.2,0.0,G
72572024127,2020-05-21,40.7781,-111.9694,1287.8,SaltLake_UT.csv,56.7,24,4.8,0.07,G
72572024127,2020-05-22,40.7781,-111.9694,1287.8,SaltLake_UT.csv,63.7,24,8.7,0.02,G
72572024127,2020-05-23,40.7781,-111.9694,1287.8,SaltLake_UT.csv,47.2,24,9.5,0.32,G
72572024127,2020-05-24,40.7781,-111.9694,1287.8,SaltLake_UT.csv,52.7,24,5.5,0.01,G
72572024127,2020-05-25,40.7781,-111.9694,1287.8,SaltLake_UT.csv,59.0,24,5.7,0.0,G
72572024127,2020-05-26,40.7781,-111.9694,1287.8,SaltLake_UT.csv,65.3,24,5.5,0.0,G
72572024127,2020-05-27,40.7781,-111.9694,1287.8,SaltLake_UT.csv,74.0,24,4.6,0.0,G
72572024127,2020-05-28,40.7781,-111.9694,1287.8,SaltLake_UT.csv,74.7,24,4.7,0.0,G
72572024127,2020-05-29,40.7781,-111.9694,1287.8,SaltLake_UT.csv,79.7,24,6.1,0.0,G
72572024127,2020-05-30,40.7781,-111.9694,1287.8,SaltLake_UT.csv,87.2,24,9.5,0.0,G
