Station ID,Date,Latitude,Longitude,Elevation,King_WA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72793524234,2020-02-28,47.53028,-122.30083,6.1,King_WA.csv,44.4,24,4.1,0.0,G
72793524234,2020-02-29,47.53028,-122.30083,6.1,King_WA.csv,44.9,24,9.1,0.07,G
72793524234,2020-03-01,47.53028,-122.30083,6.1,King_WA.csv,39.2,24,3.9,0.09,G
72793524234,2020-03-02,47.53028,-122.30083,6.1,King_WA.csv,44.2,24,7.6,0.0,G
72793524234,2020-03-03,47.53028,-122.30083,6.1,King_WA.csv,49.0,24,8.5,0.0,G
72793524234,2020-03-04,47.53028,-122.30083,6.1,King_WA.csv,46.4,24,7.3,0.0,G
72793524234,2020-03-05,47.53028,-122.30083,6.1,King_WA.csv,45.8,24,5.1,0.0,G
72793524234,2020-03-06,47.53028,-122.30083,6.1,King_WA.csv,43.6,24,3.9,0.18,G
72793524234,2020-03-07,47.53028,-122.30083,6.1,King_WA.csv,41.8,24,4.2,0.11,G
72793524234,2020-03-08,47.53028,-122.30083,6.1,King_WA.csv,40.9,24,3.4,0.01,G
72793524234,2020-03-09,47.53028,-122.30083,6.1,King_WA.csv,39.3,24,2.0,0.0,G
72793524234,2020-03-10,47.53028,-122.30083,6.1,King_WA.csv,42.5,24,6.0,0.0,G
72793524234,2020-03-11,47.53028,-122.30083,6.1,King_WA.csv,47.3,24,6.2,0.0,G
72793524234,2020-03-12,47.53028,-122.30083,6.1,King_WA.csv,44.0,24,2.4,0.01,G
72793524234,2020-03-13,47.53028,-122.30083,6.1,King_WA.csv,41.3,24,3.3,0.0,G
72793524234,2020-03-14,47.53028,-122.30083,6.1,King_WA.csv,38.8,24,7.3,0.05,G
72793524234,2020-03-15,47.53028,-122.30083,6.1,King_WA.csv,38.2,24,6.4,0.0,G
72793524234,2020-03-16,47.53028,-122.30083,6.1,King_WA.csv,43.2,24,4.0,0.0,G
72793524234,2020-03-17,47.53028,-122.30083,6.1,King_WA.csv,42.5,24,3.0,0.0,G
72793524234,2020-03-18,47.53028,-122.30083,6.1,King_WA.csv,43.9,24,3.4,0.0,G
72793524234,2020-03-19,47.53028,-122.30083,6.1,King_WA.csv,46.3,24,1.6,0.0,G
72793524234,2020-03-20,47.53028,-122.30083,6.1,King_WA.csv,49.5,24,2.3,0.0,G
72793524234,2020-03-21,47.53028,-122.30083,6.1,King_WA.csv,48.4,24,3.1,0.0,G
72793524234,2020-03-22,47.53028,-122.30083,6.1,King_WA.csv,46.5,24,4.3,0.0,G
72793524234,2020-03-23,47.53028,-122.30083,6.1,King_WA.csv,46.6,24,8.9,0.0,G
72793524234,2020-03-24,47.53028,-122.30083,6.1,King_WA.csv,44.4,24,6.6,0.03,G
72793524234,2020-03-25,47.53028,-122.30083,6.1,King_WA.csv,43.0,24,4.1,0.01,G
72793524234,2020-03-26,47.53028,-122.30083,6.1,King_WA.csv,43.5,24,6.5,0.07,G
72793524234,2020-03-27,47.53028,-122.30083,6.1,King_WA.csv,45.9,24,7.1,0.0,G
72793524234,2020-03-28,47.53028,-122.30083,6.1,King_WA.csv,49.6,24,8.4,0.0,G
72793524234,2020-03-29,47.53028,-122.30083,6.1,King_WA.csv,50.0,24,8.2,0.34,G
72793524234,2020-03-30,47.53028,-122.30083,6.1,King_WA.csv,47.1,24,9.3,0.21,G
72793524234,2020-03-31,47.53028,-122.30083,6.1,King_WA.csv,43.4,24,6.9,0.19,G
72793524234,2020-04-01,47.53028,-122.30083,6.1,King_WA.csv,43.6,24,5.2,0.02,G
72793524234,2020-04-02,47.53028,-122.30083,6.1,King_WA.csv,43.7,24,5.4,0.0,G
72793524234,2020-04-03,47.53028,-122.30083,6.1,King_WA.csv,43.9,24,9.0,0.0,G
72793524234,2020-04-04,47.53028,-122.30083,6.1,King_WA.csv,42.4,24,3.7,0.0,G
72793524234,2020-04-05,47.53028,-122.30083,6.1,King_WA.csv,48.8,24,4.2,0.0,G
72793524234,2020-04-06,47.53028,-122.30083,6.1,King_WA.csv,48.9,24,2.2,0.0,G
72793524234,2020-04-07,47.53028,-122.30083,6.1,King_WA.csv,49.1,24,3.7,0.0,G
72793524234,2020-04-08,47.53028,-122.30083,6.1,King_WA.csv,50.2,24,3.6,0.0,G
72793524234,2020-04-09,47.53028,-122.30083,6.1,King_WA.csv,53.5,24,3.6,0.0,G
72793524234,2020-04-10,47.53028,-122.30083,6.1,King_WA.csv,55.5,24,2.7,0.0,G
72793524234,2020-04-11,47.53028,-122.30083,6.1,King_WA.csv,51.9,24,5.4,0.0,G
72793524234,2020-04-12,47.53028,-122.30083,6.1,King_WA.csv,49.1,24,4.0,0.0,G
72793524234,2020-04-13,47.53028,-122.30083,6.1,King_WA.csv,49.7,24,3.6,0.0,G
72793524234,2020-04-14,47.53028,-122.30083,6.1,King_WA.csv,54.0,24,4.0,0.0,G
72793524234,2020-04-15,47.53028,-122.30083,6.1,King_WA.csv,54.8,24,5.8,0.0,G
72793524234,2020-04-16,47.53028,-122.30083,6.1,King_WA.csv,56.5,24,3.3,0.0,G
72793524234,2020-04-17,47.53028,-122.30083,6.1,King_WA.csv,56.9,23,2.4,0.0,G
72793524234,2020-04-18,47.53028,-122.30083,6.1,King_WA.csv,54.5,24,4.3,0.0,G
72793524234,2020-04-19,47.53028,-122.30083,6.1,King_WA.csv,54.1,24,4.3,0.01,G
72793524234,2020-04-20,47.53028,-122.30083,6.1,King_WA.csv,55.0,24,2.8,0.0,G
72793524234,2020-04-21,47.53028,-122.30083,6.1,King_WA.csv,53.5,24,5.7,0.0,G
72793524234,2020-04-22,47.53028,-122.30083,6.1,King_WA.csv,52.4,24,3.3,0.0,G
72793524234,2020-04-23,47.53028,-122.30083,6.1,King_WA.csv,52.8,24,5.2,0.33,G
72793524234,2020-04-24,47.53028,-122.30083,6.1,King_WA.csv,53.9,24,1.7,0.04,G
72793524234,2020-04-25,47.53028,-122.30083,6.1,King_WA.csv,56.1,24,6.6,0.0,G
72793524234,2020-04-26,47.53028,-122.30083,6.1,King_WA.csv,53.5,24,5.9,0.39,G
72793524234,2020-04-27,47.53028,-122.30083,6.1,King_WA.csv,55.6,24,8.1,0.07,G
72793524234,2020-04-28,47.53028,-122.30083,6.1,King_WA.csv,53.8,24,2.5,0.04,G
72793524234,2020-04-29,47.53028,-122.30083,6.1,King_WA.csv,56.4,24,4.2,0.0,G
72793524234,2020-04-30,47.53028,-122.30083,6.1,King_WA.csv,55.3,24,9.7,0.0,G
72793524234,2020-05-01,47.53028,-122.30083,6.1,King_WA.csv,53.0,24,4.5,0.0,G
72793524234,2020-05-02,47.53028,-122.30083,6.1,King_WA.csv,56.4,24,4.5,0.04,G
72793524234,2020-05-03,47.53028,-122.30083,6.1,King_WA.csv,50.5,24,10.7,0.07,G
72793524234,2020-05-04,47.53028,-122.30083,6.1,King_WA.csv,51.6,24,2.8,0.03,G
72793524234,2020-05-05,47.53028,-122.30083,6.1,King_WA.csv,58.4,24,3.5,0.0,G
72793524234,2020-05-06,47.53028,-122.30083,6.1,King_WA.csv,56.8,24,7.7,0.0,G
72793524234,2020-05-07,47.53028,-122.30083,6.1,King_WA.csv,54.7,24,3.8,0.0,G
72793524234,2020-05-08,47.53028,-122.30083,6.1,King_WA.csv,61.6,24,5.2,0.0,G
72793524234,2020-05-09,47.53028,-122.30083,6.1,King_WA.csv,70.3,24,2.8,0.0,G
72793524234,2020-05-10,47.53028,-122.30083,6.1,King_WA.csv,72.2,24,3.4,0.0,G
72793524234,2020-05-11,47.53028,-122.30083,6.1,King_WA.csv,68.8,24,4.3,0.0,G
72793524234,2020-05-12,47.53028,-122.30083,6.1,King_WA.csv,57.8,24,4.2,0.0,G
72793524234,2020-05-13,47.53028,-122.30083,6.1,King_WA.csv,57.6,24,7.1,0.01,G
72793524234,2020-05-14,47.53028,-122.30083,6.1,King_WA.csv,57.3,24,4.0,0.0,G
72793524234,2020-05-15,47.53028,-122.30083,6.1,King_WA.csv,59.3,24,4.8,0.05,G
72793524234,2020-05-16,47.53028,-122.30083,6.1,King_WA.csv,59.3,24,3.2,0.0,G
72793524234,2020-05-17,47.53028,-122.30083,6.1,King_WA.csv,59.3,24,3.6,0.48,G
72793524234,2020-05-18,47.53028,-122.30083,6.1,King_WA.csv,58.7,24,3.4,0.09,G
72793524234,2020-05-19,47.53028,-122.30083,6.1,King_WA.csv,58.9,24,3.5,0.0,G
72793524234,2020-05-20,47.53028,-122.30083,6.1,King_WA.csv,56.4,24,6.4,0.0,G
72793524234,2020-05-21,47.53028,-122.30083,6.1,King_WA.csv,53.2,24,5.4,0.01,G
72793524234,2020-05-22,47.53028,-122.30083,6.1,King_WA.csv,52.6,24,6.8,0.16,G
72793524234,2020-05-23,47.53028,-122.30083,6.1,King_WA.csv,54.7,24,3.4,0.1,G
72793524234,2020-05-24,47.53028,-122.30083,6.1,King_WA.csv,58.9,24,1.4,0.0,G
72793524234,2020-05-25,47.53028,-122.30083,6.1,King_WA.csv,60.8,24,4.1,0.0,G
72793524234,2020-05-26,47.53028,-122.30083,6.1,King_WA.csv,57.5,24,3.1,0.01,G
72793524234,2020-05-27,47.53028,-122.30083,6.1,King_WA.csv,61.5,24,3.7,0.0,G
72793524234,2020-05-28,47.53028,-122.30083,6.1,King_WA.csv,67.6,24,3.8,0.0,G
72793524234,2020-05-29,47.53028,-122.30083,6.1,King_WA.csv,68.8,24,3.7,0.0,G
72793524234,2020-05-30,47.53028,-122.30083,6.1,King_WA.csv,59.3,23,2.7,0.0,G
