Station ID,Date,Latitude,Longitude,Elevation,Riverside_CA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72286903171,2020-01-30,33.95194,-117.43861,245.2,Riverside_CA.csv,64.9,24,6.6,0.0,G
72286903171,2020-01-31,33.95194,-117.43861,245.2,Riverside_CA.csv,64.0,24,5.4,0.0,G
72286903171,2020-02-01,33.95194,-117.43861,245.2,Riverside_CA.csv,65.0,24,4.3,0.0,G
72286903171,2020-02-02,33.95194,-117.43861,245.2,Riverside_CA.csv,62.8,24,4.4,0.0,G
72286903171,2020-02-03,33.95194,-117.43861,245.2,Riverside_CA.csv,53.8,24,10.2,0.0,G
72286903171,2020-02-04,33.95194,-117.43861,245.2,Riverside_CA.csv,49.5,24,11.7,0.0,G
72286903171,2020-02-05,33.95194,-117.43861,245.2,Riverside_CA.csv,49.0,24,5.8,0.0,G
72286903171,2020-02-06,33.95194,-117.43861,245.2,Riverside_CA.csv,49.9,24,2.9,0.0,G
72286903171,2020-02-07,33.95194,-117.43861,245.2,Riverside_CA.csv,52.4,24,3.4,0.0,G
72286903171,2020-02-08,33.95194,-117.43861,245.2,Riverside_CA.csv,55.1,24,3.0,0.0,G
72286903171,2020-02-09,33.95194,-117.43861,245.2,Riverside_CA.csv,53.3,24,4.5,0.0,G
72286903171,2020-02-10,33.95194,-117.43861,245.2,Riverside_CA.csv,57.0,24,11.5,0.03,G
72286903171,2020-02-11,33.95194,-117.43861,245.2,Riverside_CA.csv,64.0,24,12.4,0.0,G
72286903171,2020-02-12,33.95194,-117.43861,245.2,Riverside_CA.csv,53.7,24,4.2,0.0,G
72286903171,2020-02-13,33.95194,-117.43861,245.2,Riverside_CA.csv,54.0,24,3.2,0.0,G
72286903171,2020-02-14,33.95194,-117.43861,245.2,Riverside_CA.csv,55.2,24,2.9,0.0,G
72286903171,2020-02-15,33.95194,-117.43861,245.2,Riverside_CA.csv,55.2,24,3.5,0.0,G
72286903171,2020-02-16,33.95194,-117.43861,245.2,Riverside_CA.csv,56.6,24,2.9,0.0,G
72286903171,2020-02-17,33.95194,-117.43861,245.2,Riverside_CA.csv,57.2,24,3.8,0.0,G
72286903171,2020-02-18,33.95194,-117.43861,245.2,Riverside_CA.csv,58.4,24,2.4,0.0,G
72286903171,2020-02-19,33.95194,-117.43861,245.2,Riverside_CA.csv,58.8,24,3.4,0.0,G
72286903171,2020-02-20,33.95194,-117.43861,245.2,Riverside_CA.csv,60.6,24,2.4,0.0,G
72286903171,2020-02-21,33.95194,-117.43861,245.2,Riverside_CA.csv,65.1,24,4.4,0.0,G
72286903171,2020-02-22,33.95194,-117.43861,245.2,Riverside_CA.csv,59.2,24,3.7,0.0,G
72286903171,2020-02-23,33.95194,-117.43861,245.2,Riverside_CA.csv,55.0,24,3.0,0.03,G
72286903171,2020-02-24,33.95194,-117.43861,245.2,Riverside_CA.csv,56.4,24,4.0,0.0,G
72286903171,2020-02-25,33.95194,-117.43861,245.2,Riverside_CA.csv,65.2,24,8.4,0.0,G
72286903171,2020-02-26,33.95194,-117.43861,245.2,Riverside_CA.csv,64.8,24,4.6,0.0,G
72286903171,2020-02-27,33.95194,-117.43861,245.2,Riverside_CA.csv,65.1,24,5.7,0.0,G
72286903171,2020-02-28,33.95194,-117.43861,245.2,Riverside_CA.csv,69.4,24,4.2,0.0,G
72286903171,2020-02-29,33.95194,-117.43861,245.2,Riverside_CA.csv,63.0,24,3.7,0.0,G
72286903171,2020-03-01,33.95194,-117.43861,245.2,Riverside_CA.csv,54.9,24,5.9,0.0,G
72286903171,2020-03-02,33.95194,-117.43861,245.2,Riverside_CA.csv,53.7,24,8.7,0.0,G
72286903171,2020-03-03,33.95194,-117.43861,245.2,Riverside_CA.csv,67.1,24,8.8,0.0,G
72286903171,2020-03-04,33.95194,-117.43861,245.2,Riverside_CA.csv,61.5,24,3.4,0.0,G
72286903171,2020-03-05,33.95194,-117.43861,245.2,Riverside_CA.csv,62.0,24,2.9,0.0,G
72286903171,2020-03-06,33.95194,-117.43861,245.2,Riverside_CA.csv,64.2,24,4.2,0.0,G
72286903171,2020-03-07,33.95194,-117.43861,245.2,Riverside_CA.csv,58.2,24,5.1,0.0,G
72286903171,2020-03-08,33.95194,-117.43861,245.2,Riverside_CA.csv,56.1,24,5.2,0.0,G
72286903171,2020-03-09,33.95194,-117.43861,245.2,Riverside_CA.csv,56.5,24,2.8,0.0,G
72286903171,2020-03-10,33.95194,-117.43861,245.2,Riverside_CA.csv,59.9,24,4.9,0.4,G
72286903171,2020-03-11,33.95194,-117.43861,245.2,Riverside_CA.csv,60.5,24,3.3,0.22,G
72286903171,2020-03-12,33.95194,-117.43861,245.2,Riverside_CA.csv,56.9,24,5.1,0.0,G
72286903171,2020-03-13,33.95194,-117.43861,245.2,Riverside_CA.csv,52.6,24,1.8,1.54,G
72286903171,2020-03-14,33.95194,-117.43861,245.2,Riverside_CA.csv,55.2,24,1.9,0.07,G
72286903171,2020-03-15,33.95194,-117.43861,245.2,Riverside_CA.csv,55.4,24,3.6,0.0,G
72286903171,2020-03-16,33.95194,-117.43861,245.2,Riverside_CA.csv,54.6,24,4.9,0.0,G
72286903171,2020-03-17,33.95194,-117.43861,245.2,Riverside_CA.csv,52.1,24,4.1,0.19,G
72286903171,2020-03-18,33.95194,-117.43861,245.2,Riverside_CA.csv,47.7,24,4.0,0.02,G
72286903171,2020-03-19,33.95194,-117.43861,245.2,Riverside_CA.csv,50.7,24,4.6,0.0,G
72286903171,2020-03-20,33.95194,-117.43861,245.2,Riverside_CA.csv,52.6,24,1.7,0.26,G
72286903171,2020-03-21,33.95194,-117.43861,245.2,Riverside_CA.csv,55.3,24,2.8,0.01,G
72286903171,2020-03-22,33.95194,-117.43861,245.2,Riverside_CA.csv,56.6,24,3.8,0.0,G
72286903171,2020-03-23,33.95194,-117.43861,245.2,Riverside_CA.csv,57.1,24,6.4,0.61,G
72286903171,2020-03-24,33.95194,-117.43861,245.2,Riverside_CA.csv,55.6,24,4.3,0.33,G
72286903171,2020-03-25,33.95194,-117.43861,245.2,Riverside_CA.csv,55.2,24,6.1,0.0,G
72286903171,2020-03-26,33.95194,-117.43861,245.2,Riverside_CA.csv,52.2,24,6.5,0.0,G
72286903171,2020-03-27,33.95194,-117.43861,245.2,Riverside_CA.csv,51.1,24,5.9,0.0,G
72286903171,2020-03-28,33.95194,-117.43861,245.2,Riverside_CA.csv,52.6,24,3.6,0.0,G
72286903171,2020-03-29,33.95194,-117.43861,245.2,Riverside_CA.csv,54.6,24,4.8,0.0,G
72286903171,2020-03-30,33.95194,-117.43861,245.2,Riverside_CA.csv,56.9,24,3.4,0.0,G
72286903171,2020-03-31,33.95194,-117.43861,245.2,Riverside_CA.csv,61.9,24,3.3,0.0,G
72286903171,2020-04-01,33.95194,-117.43861,245.2,Riverside_CA.csv,64.3,24,3.1,0.0,G
72286903171,2020-04-02,33.95194,-117.43861,245.2,Riverside_CA.csv,60.8,24,3.3,0.0,G
72286903171,2020-04-03,33.95194,-117.43861,245.2,Riverside_CA.csv,59.1,24,4.4,0.0,G
72286903171,2020-04-04,33.95194,-117.43861,245.2,Riverside_CA.csv,58.5,24,4.1,0.0,G
72286903171,2020-04-05,33.95194,-117.43861,245.2,Riverside_CA.csv,57.5,24,4.0,0.0,G
72286903171,2020-04-06,33.95194,-117.43861,245.2,Riverside_CA.csv,54.0,24,4.3,0.02,G
72286903171,2020-04-07,33.95194,-117.43861,245.2,Riverside_CA.csv,53.5,24,1.5,0.97,G
72286903171,2020-04-08,33.95194,-117.43861,245.2,Riverside_CA.csv,52.8,24,6.9,0.35,G
72286903171,2020-04-09,33.95194,-117.43861,245.2,Riverside_CA.csv,51.0,24,4.0,0.09,G
72286903171,2020-04-10,33.95194,-117.43861,245.2,Riverside_CA.csv,50.7,24,5.7,0.98,G
72286903171,2020-04-11,33.95194,-117.43861,245.2,Riverside_CA.csv,55.4,24,2.8,0.22,G
72286903171,2020-04-12,33.95194,-117.43861,245.2,Riverside_CA.csv,57.3,24,3.4,0.0,G
72286903171,2020-04-13,33.95194,-117.43861,245.2,Riverside_CA.csv,56.2,24,4.0,0.02,G
72286903171,2020-04-14,33.95194,-117.43861,245.2,Riverside_CA.csv,61.6,24,4.4,0.0,G
72286903171,2020-04-15,33.95194,-117.43861,245.2,Riverside_CA.csv,65.5,24,4.1,0.0,G
72286903171,2020-04-16,33.95194,-117.43861,245.2,Riverside_CA.csv,63.8,24,4.0,0.0,G
72286903171,2020-04-17,33.95194,-117.43861,245.2,Riverside_CA.csv,58.6,24,3.9,0.0,G
72286903171,2020-04-18,33.95194,-117.43861,245.2,Riverside_CA.csv,58.1,24,5.3,0.0,G
72286903171,2020-04-19,33.95194,-117.43861,245.2,Riverside_CA.csv,58.3,24,4.7,0.0,G
72286903171,2020-04-20,33.95194,-117.43861,245.2,Riverside_CA.csv,58.9,24,4.8,0.0,G
72286903171,2020-04-21,33.95194,-117.43861,245.2,Riverside_CA.csv,61.2,24,6.4,0.0,G
72286903171,2020-04-22,33.95194,-117.43861,245.2,Riverside_CA.csv,65.4,24,4.5,0.0,G
72286903171,2020-04-23,33.95194,-117.43861,245.2,Riverside_CA.csv,72.4,24,3.6,0.0,G
72286903171,2020-04-24,33.95194,-117.43861,245.2,Riverside_CA.csv,77.3,24,3.6,0.0,G
72286903171,2020-04-25,33.95194,-117.43861,245.2,Riverside_CA.csv,78.8,24,4.1,0.0,G
72286903171,2020-04-26,33.95194,-117.43861,245.2,Riverside_CA.csv,76.2,24,4.7,0.0,G
72286903171,2020-04-27,33.95194,-117.43861,245.2,Riverside_CA.csv,72.9,24,3.7,0.0,G
72286903171,2020-04-28,33.95194,-117.43861,245.2,Riverside_CA.csv,73.0,24,3.5,0.0,G
72286903171,2020-04-29,33.95194,-117.43861,245.2,Riverside_CA.csv,70.5,24,4.7,0.0,G
72286903171,2020-04-30,33.95194,-117.43861,245.2,Riverside_CA.csv,69.0,24,4.6,0.0,G
72286903171,2020-05-01,33.95194,-117.43861,245.2,Riverside_CA.csv,67.1,24,4.0,0.0,G
72286903171,2020-05-02,33.95194,-117.43861,245.2,Riverside_CA.csv,68.1,24,4.2,0.0,G
72286903171,2020-05-03,33.95194,-117.43861,245.2,Riverside_CA.csv,67.2,24,4.3,0.0,G
72286903171,2020-05-04,33.95194,-117.43861,245.2,Riverside_CA.csv,69.5,24,4.5,0.0,G
72286903171,2020-05-05,33.95194,-117.43861,245.2,Riverside_CA.csv,76.2,24,4.1,0.0,G
72286903171,2020-05-06,33.95194,-117.43861,245.2,Riverside_CA.csv,78.3,24,3.9,0.0,G
72286903171,2020-05-07,33.95194,-117.43861,245.2,Riverside_CA.csv,79.6,24,3.8,0.0,G
72286903171,2020-05-08,33.95194,-117.43861,245.2,Riverside_CA.csv,76.6,24,5.0,0.0,G
72286903171,2020-05-09,33.95194,-117.43861,245.2,Riverside_CA.csv,71.7,24,4.8,0.0,G
72286903171,2020-05-10,33.95194,-117.43861,245.2,Riverside_CA.csv,68.5,24,5.1,0.0,G
72286903171,2020-05-11,33.95194,-117.43861,245.2,Riverside_CA.csv,67.2,24,6.2,0.0,G
72286903171,2020-05-12,33.95194,-117.43861,245.2,Riverside_CA.csv,64.2,24,6.0,0.0,G
72286903171,2020-05-13,33.95194,-117.43861,245.2,Riverside_CA.csv,63.9,24,5.1,0.0,G
72286903171,2020-05-14,33.95194,-117.43861,245.2,Riverside_CA.csv,64.7,24,4.7,0.0,G
72286903171,2020-05-15,33.95194,-117.43861,245.2,Riverside_CA.csv,67.2,24,3.3,0.0,G
72286903171,2020-05-16,33.95194,-117.43861,245.2,Riverside_CA.csv,71.2,24,4.8,0.0,G
72286903171,2020-05-17,33.95194,-117.43861,245.2,Riverside_CA.csv,70.5,24,5.0,0.0,G
72286903171,2020-05-18,33.95194,-117.43861,245.2,Riverside_CA.csv,66.0,24,6.2,0.0,G
72286903171,2020-05-19,33.95194,-117.43861,245.2,Riverside_CA.csv,62.4,24,6.3,0.0,G
72286903171,2020-05-20,33.95194,-117.43861,245.2,Riverside_CA.csv,63.2,24,4.5,0.0,G
72286903171,2020-05-21,33.95194,-117.43861,245.2,Riverside_CA.csv,69.0,24,4.7,0.0,G
72286903171,2020-05-22,33.95194,-117.43861,245.2,Riverside_CA.csv,69.9,24,4.0,0.0,G
72286903171,2020-05-23,33.95194,-117.43861,245.2,Riverside_CA.csv,65.6,24,4.3,0.0,G
72286903171,2020-05-24,33.95194,-117.43861,245.2,Riverside_CA.csv,68.1,24,5.0,0.0,G
72286903171,2020-05-25,33.95194,-117.43861,245.2,Riverside_CA.csv,72.9,24,4.7,0.0,G
72286903171,2020-05-26,33.95194,-117.43861,245.2,Riverside_CA.csv,77.7,24,4.1,0.0,G
72286903171,2020-05-27,33.95194,-117.43861,245.2,Riverside_CA.csv,77.4,24,4.2,0.0,G
72286903171,2020-05-28,33.95194,-117.43861,245.2,Riverside_CA.csv,73.4,24,5.5,0.0,G
72286903171,2020-05-29,33.95194,-117.43861,245.2,Riverside_CA.csv,68.5,24,6.1,0.0,G
72286903171,2020-05-30,33.95194,-117.43861,245.2,Riverside_CA.csv,67.1,23,4.9,0.0,G
