Station ID,Date,Latitude,Longitude,Elevation,NewOrleans_LA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72231612958,2020-01-18,29.81667,-90.01667,1.5,NewOrleans_LA.csv,71.1,22,8.5,0.0,I
72231612958,2020-01-19,29.81667,-90.01667,1.5,NewOrleans_LA.csv,58.7,19,10.2,0.0,I
72231612958,2020-01-20,29.81667,-90.01667,1.5,NewOrleans_LA.csv,45.6,11,11.8,0.0,I
72231612958,2020-01-21,29.81667,-90.01667,1.5,NewOrleans_LA.csv,42.7,19,7.3,0.0,I
72231612958,2020-01-22,29.81667,-90.01667,1.5,NewOrleans_LA.csv,44.8,17,7.4,0.0,I
72231612958,2020-01-23,29.81667,-90.01667,1.5,NewOrleans_LA.csv,54.8,20,7.8,0.53,D
72231612958,2020-01-24,29.81667,-90.01667,1.5,NewOrleans_LA.csv,59.1,20,6.7,0.0,I
72231612958,2020-01-25,29.81667,-90.01667,1.5,NewOrleans_LA.csv,49.3,24,2.9,0.0,I
72231612958,2020-01-26,29.81667,-90.01667,1.5,NewOrleans_LA.csv,52.2,24,5.6,0.02,G
72231612958,2020-01-27,29.81667,-90.01667,1.5,NewOrleans_LA.csv,55.4,24,5.1,0.58,G
72231612958,2020-01-28,29.81667,-90.01667,1.5,NewOrleans_LA.csv,51.8,23,5.0,0.0,G
72231612958,2020-01-29,29.81667,-90.01667,1.5,NewOrleans_LA.csv,59.6,24,8.5,0.0,H
72231612958,2020-01-30,29.81667,-90.01667,1.5,NewOrleans_LA.csv,53.2,24,6.8,0.0,A
72231612958,2020-01-31,29.81667,-90.01667,1.5,NewOrleans_LA.csv,55.8,24,6.5,0.01,G
72231612958,2020-02-01,29.81667,-90.01667,1.5,NewOrleans_LA.csv,52.3,23,7.1,0.09,G
72231612958,2020-02-02,29.81667,-90.01667,1.5,NewOrleans_LA.csv,52.5,22,4.6,0.0,G
72231612958,2020-02-03,29.81667,-90.01667,1.5,NewOrleans_LA.csv,58.9,23,6.9,0.0,I
72231612958,2020-02-04,29.81667,-90.01667,1.5,NewOrleans_LA.csv,66.3,24,8.2,0.11,A
72231612958,2020-02-05,29.81667,-90.01667,1.5,NewOrleans_LA.csv,69.4,24,8.8,0.26,D
72231612958,2020-02-06,29.81667,-90.01667,1.5,NewOrleans_LA.csv,60.9,24,14.0,0.08,B
72231612958,2020-02-07,29.81667,-90.01667,1.5,NewOrleans_LA.csv,47.3,22,6.4,0.0,I
72231612958,2020-02-08,29.81667,-90.01667,1.5,NewOrleans_LA.csv,58.6,24,8.0,0.0,I
72231612958,2020-02-09,29.81667,-90.01667,1.5,NewOrleans_LA.csv,60.2,23,8.8,0.0,I
72231612958,2020-02-10,29.81667,-90.01667,1.5,NewOrleans_LA.csv,69.2,24,12.2,0.01,G
72231612958,2020-02-11,29.81667,-90.01667,1.5,NewOrleans_LA.csv,72.5,23,7.2,0.0,G
72231612958,2020-02-12,29.81667,-90.01667,1.5,NewOrleans_LA.csv,72.4,24,9.0,0.02,G
72231612958,2020-02-13,29.81667,-90.01667,1.5,NewOrleans_LA.csv,63.6,24,11.4,0.32,G
72231612958,2020-02-14,29.81667,-90.01667,1.5,NewOrleans_LA.csv,51.2,24,8.8,0.0,G
72231612958,2020-02-15,29.81667,-90.01667,1.5,NewOrleans_LA.csv,54.3,24,9.1,0.0,I
72231612958,2020-02-16,29.81667,-90.01667,1.5,NewOrleans_LA.csv,59.9,23,6.6,0.19,G
72231612958,2020-02-17,29.81667,-90.01667,1.5,NewOrleans_LA.csv,59.7,23,4.9,1.44,G
72231612958,2020-02-18,29.81667,-90.01667,1.5,NewOrleans_LA.csv,69.0,24,5.7,0.0,G
72231612958,2020-02-19,29.81667,-90.01667,1.5,NewOrleans_LA.csv,69.5,24,6.2,0.01,A
72231612958,2020-02-20,29.81667,-90.01667,1.5,NewOrleans_LA.csv,60.4,24,8.9,0.9,C
72231612958,2020-02-21,29.81667,-90.01667,1.5,NewOrleans_LA.csv,47.3,22,11.9,0.0,I
72231612958,2020-02-22,29.81667,-90.01667,1.5,NewOrleans_LA.csv,48.5,24,6.4,0.0,I
72231612958,2020-02-23,29.81667,-90.01667,1.5,NewOrleans_LA.csv,52.2,24,3.4,0.0,I
72231612958,2020-02-24,29.81667,-90.01667,1.5,NewOrleans_LA.csv,62.0,23,5.9,0.0,A
72231612958,2020-02-25,29.81667,-90.01667,1.5,NewOrleans_LA.csv,64.8,24,4.3,0.04,G
72231612958,2020-02-26,29.81667,-90.01667,1.5,NewOrleans_LA.csv,55.5,21,5.9,0.0,G
72231612958,2020-02-27,29.81667,-90.01667,1.5,NewOrleans_LA.csv,47.8,23,7.1,0.0,I
72231612958,2020-02-28,29.81667,-90.01667,1.5,NewOrleans_LA.csv,47.6,24,4.4,0.0,I
72231612958,2020-02-29,29.81667,-90.01667,1.5,NewOrleans_LA.csv,54.2,19,3.8,0.0,I
72231612958,2020-03-01,29.81667,-90.01667,1.5,NewOrleans_LA.csv,57.2,18,6.8,0.0,I
72231612958,2020-03-02,29.81667,-90.01667,1.5,NewOrleans_LA.csv,67.5,23,11.3,0.0,B
72231612958,2020-03-03,29.81667,-90.01667,1.5,NewOrleans_LA.csv,70.7,23,5.5,0.0,H
72231612958,2020-03-04,29.81667,-90.01667,1.5,NewOrleans_LA.csv,73.8,23,11.2,0.0,H
72231612958,2020-03-05,29.81667,-90.01667,1.5,NewOrleans_LA.csv,61.2,24,9.9,0.02,B
72231612958,2020-03-06,29.81667,-90.01667,1.5,NewOrleans_LA.csv,59.4,23,7.6,0.0,I
72231612958,2020-03-07,29.81667,-90.01667,1.5,NewOrleans_LA.csv,55.1,24,7.9,0.0,I
72231612958,2020-03-08,29.81667,-90.01667,1.5,NewOrleans_LA.csv,56.0,24,5.8,0.0,I
72231612958,2020-03-09,29.81667,-90.01667,1.5,NewOrleans_LA.csv,66.2,20,9.6,0.0,I
72231612958,2020-03-10,29.81667,-90.01667,1.5,NewOrleans_LA.csv,67.8,24,6.2,0.01,G
72231612958,2020-03-11,29.81667,-90.01667,1.5,NewOrleans_LA.csv,68.1,24,4.6,0.0,G
72231612958,2020-03-12,29.81667,-90.01667,1.5,NewOrleans_LA.csv,67.4,23,5.1,0.0,I
72231612958,2020-03-13,29.81667,-90.01667,1.5,NewOrleans_LA.csv,70.5,22,5.1,0.0,I
72231612958,2020-03-14,29.81667,-90.01667,1.5,NewOrleans_LA.csv,72.4,23,8.4,0.0,I
72231612958,2020-03-15,29.81667,-90.01667,1.5,NewOrleans_LA.csv,71.3,24,4.1,0.0,I
72231612958,2020-03-16,29.81667,-90.01667,1.5,NewOrleans_LA.csv,68.3,24,4.4,0.0,I
72231612958,2020-03-17,29.81667,-90.01667,1.5,NewOrleans_LA.csv,72.6,24,4.4,0.0,I
72231612958,2020-03-18,29.81667,-90.01667,1.5,NewOrleans_LA.csv,72.4,23,6.9,0.0,I
72231612958,2020-03-19,29.81667,-90.01667,1.5,NewOrleans_LA.csv,75.7,21,9.7,0.0,A
72231612958,2020-03-20,29.81667,-90.01667,1.5,NewOrleans_LA.csv,75.5,23,8.3,0.0,I
72231612958,2020-03-21,29.81667,-90.01667,1.5,NewOrleans_LA.csv,71.4,16,6.4,0.19,G
72231612958,2020-03-22,29.81667,-90.01667,1.5,NewOrleans_LA.csv,70.0,12,6.9,0.0,G
72231612958,2020-03-23,29.81667,-90.01667,1.5,NewOrleans_LA.csv,73.8,21,5.9,0.0,I
72231612958,2020-03-24,29.81667,-90.01667,1.5,NewOrleans_LA.csv,75.5,22,9.7,0.0,I
72231612958,2020-03-25,29.81667,-90.01667,1.5,NewOrleans_LA.csv,76.2,24,4.5,0.0,I
72231612958,2020-03-26,29.81667,-90.01667,1.5,NewOrleans_LA.csv,73.8,24,4.9,0.0,I
72231612958,2020-03-27,29.81667,-90.01667,1.5,NewOrleans_LA.csv,76.0,24,9.0,0.0,I
72231612958,2020-03-28,29.81667,-90.01667,1.5,NewOrleans_LA.csv,78.3,19,10.3,0.0,I
72231612958,2020-03-29,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.2,15,5.1,0.0,I
72231612958,2020-03-30,29.81667,-90.01667,1.5,NewOrleans_LA.csv,75.6,16,7.4,0.01,A
72231612958,2020-03-31,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.2,15,12.1,0.0,I
72231612958,2020-04-01,29.81667,-90.01667,1.5,NewOrleans_LA.csv,62.0,21,6.4,0.0,I
72231612958,2020-04-02,29.81667,-90.01667,1.5,NewOrleans_LA.csv,63.9,21,4.8,0.0,I
72231612958,2020-04-03,29.81667,-90.01667,1.5,NewOrleans_LA.csv,68.0,21,5.6,0.0,H
72231612958,2020-04-04,29.81667,-90.01667,1.5,NewOrleans_LA.csv,65.7,17,3.7,0.01,A
72231612958,2020-04-05,29.81667,-90.01667,1.5,NewOrleans_LA.csv,68.0,22,5.8,0.11,G
72231612958,2020-04-06,29.81667,-90.01667,1.5,NewOrleans_LA.csv,68.3,24,4.8,0.0,G
72231612958,2020-04-07,29.81667,-90.01667,1.5,NewOrleans_LA.csv,75.3,23,8.0,0.0,H
72231612958,2020-04-08,29.81667,-90.01667,1.5,NewOrleans_LA.csv,78.3,23,6.9,0.0,I
72231612958,2020-04-09,29.81667,-90.01667,1.5,NewOrleans_LA.csv,78.6,23,6.2,0.0,I
72231612958,2020-04-10,29.81667,-90.01667,1.5,NewOrleans_LA.csv,71.4,22,8.2,0.16,G
72231612958,2020-04-11,29.81667,-90.01667,1.5,NewOrleans_LA.csv,66.1,17,7.1,0.0,G
72231612958,2020-04-12,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.0,20,15.7,0.0,I
72231612958,2020-04-13,29.81667,-90.01667,1.5,NewOrleans_LA.csv,74.0,22,6.3,0.0,H
72231612958,2020-04-14,29.81667,-90.01667,1.5,NewOrleans_LA.csv,63.7,19,8.0,0.0,I
72231612958,2020-04-15,29.81667,-90.01667,1.5,NewOrleans_LA.csv,62.3,20,10.1,0.0,I
72231612958,2020-04-16,29.81667,-90.01667,1.5,NewOrleans_LA.csv,64.3,19,10.0,0.0,B
72231612958,2020-04-17,29.81667,-90.01667,1.5,NewOrleans_LA.csv,66.5,22,5.1,0.0,I
72231612958,2020-04-18,29.81667,-90.01667,1.5,NewOrleans_LA.csv,73.2,20,4.3,0.15,G
72231612958,2020-04-19,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.9,17,12.6,0.22,G
72231612958,2020-04-20,29.81667,-90.01667,1.5,NewOrleans_LA.csv,74.0,22,8.5,0.56,G
72231612958,2020-04-21,29.81667,-90.01667,1.5,NewOrleans_LA.csv,70.7,23,2.8,0.0,G
72231612958,2020-04-22,29.81667,-90.01667,1.5,NewOrleans_LA.csv,71.7,23,8.4,0.01,A
72231612958,2020-04-23,29.81667,-90.01667,1.5,NewOrleans_LA.csv,76.5,24,11.3,0.18,C
72231612958,2020-04-24,29.81667,-90.01667,1.5,NewOrleans_LA.csv,70.7,24,3.8,0.0,I
72231612958,2020-04-25,29.81667,-90.01667,1.5,NewOrleans_LA.csv,75.0,21,6.8,0.0,H
72231612958,2020-04-26,29.81667,-90.01667,1.5,NewOrleans_LA.csv,72.8,21,6.5,0.0,B
72231612958,2020-04-27,29.81667,-90.01667,1.5,NewOrleans_LA.csv,67.2,23,6.8,0.0,I
72231612958,2020-04-28,29.81667,-90.01667,1.5,NewOrleans_LA.csv,68.6,22,7.2,0.0,I
72231612958,2020-04-29,29.81667,-90.01667,1.5,NewOrleans_LA.csv,68.3,19,9.2,0.99,G
72231612958,2020-04-30,29.81667,-90.01667,1.5,NewOrleans_LA.csv,66.5,21,4.4,1.09,G
72231612958,2020-05-01,29.81667,-90.01667,1.5,NewOrleans_LA.csv,65.7,20,2.4,0.0,G
72231612958,2020-05-02,29.81667,-90.01667,1.5,NewOrleans_LA.csv,66.7,22,3.4,0.0,I
72231612958,2020-05-03,29.81667,-90.01667,1.5,NewOrleans_LA.csv,70.3,20,4.9,0.0,I
72231612958,2020-05-04,29.81667,-90.01667,1.5,NewOrleans_LA.csv,72.9,21,4.1,0.0,I
72231612958,2020-05-05,29.81667,-90.01667,1.5,NewOrleans_LA.csv,74.9,21,4.2,0.0,I
72231612958,2020-05-06,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.2,22,7.9,0.0,A
72231612958,2020-05-07,29.81667,-90.01667,1.5,NewOrleans_LA.csv,68.9,20,7.3,0.0,I
72231612958,2020-05-08,29.81667,-90.01667,1.5,NewOrleans_LA.csv,69.0,21,6.0,99.99, 
72231612958,2020-05-09,29.81667,-90.01667,1.5,NewOrleans_LA.csv,64.0,21,10.1,0.93,G
72231612958,2020-05-10,29.81667,-90.01667,1.5,NewOrleans_LA.csv,68.5,23,5.3,0.0,G
72231612958,2020-05-11,29.81667,-90.01667,1.5,NewOrleans_LA.csv,67.7,22,4.0,0.0,I
72231612958,2020-05-12,29.81667,-90.01667,1.5,NewOrleans_LA.csv,69.6,22,7.8,0.0,I
72231612958,2020-05-13,29.81667,-90.01667,1.5,NewOrleans_LA.csv,76.5,22,9.5,0.0,I
72231612958,2020-05-14,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.0,22,11.1,0.04,B
72231612958,2020-05-15,29.81667,-90.01667,1.5,NewOrleans_LA.csv,76.4,24,10.2,0.91,G
72231612958,2020-05-16,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.6,21,9.9,0.09,G
72231612958,2020-05-17,29.81667,-90.01667,1.5,NewOrleans_LA.csv,79.5,18,11.4,0.07,G
72231612958,2020-05-18,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.2,22,7.0,0.15,G
72231612958,2020-05-19,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.4,20,6.1,0.0,G
72231612958,2020-05-20,29.81667,-90.01667,1.5,NewOrleans_LA.csv,80.3,19,6.3,0.0,I
72231612958,2020-05-21,29.81667,-90.01667,1.5,NewOrleans_LA.csv,80.1,18,5.9,0.0,I
72231612958,2020-05-22,29.81667,-90.01667,1.5,NewOrleans_LA.csv,81.4,22,9.0,0.0,H
72231612958,2020-05-23,29.81667,-90.01667,1.5,NewOrleans_LA.csv,82.4,23,7.9,0.0,H
72231612958,2020-05-24,29.81667,-90.01667,1.5,NewOrleans_LA.csv,79.0,24,7.4,1.21,G
72231612958,2020-05-25,29.81667,-90.01667,1.5,NewOrleans_LA.csv,79.6,24,9.0,0.0,G
72231612958,2020-05-26,29.81667,-90.01667,1.5,NewOrleans_LA.csv,78.3,24,5.7,0.33,G
72231612958,2020-05-27,29.81667,-90.01667,1.5,NewOrleans_LA.csv,78.9,23,2.7,0.92,G
72231612958,2020-05-28,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.2,23,3.8,0.0,G
72231612958,2020-05-29,29.81667,-90.01667,1.5,NewOrleans_LA.csv,77.8,24,3.7,0.01,G
72231612958,2020-05-30,29.81667,-90.01667,1.5,NewOrleans_LA.csv,78.8,21,2.4,0.03,G
