Station ID,Date,Latitude,Longitude,Elevation,Baltimore_MD.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99729699999,2020-04-06,39.27,-76.57,10.0,Baltimore_MD.csv,58.3,22,4.3,0.0,I
99729699999,2020-04-07,39.27,-76.57,10.0,Baltimore_MD.csv,58.4,24,2.0,0.0,I
99729699999,2020-04-08,39.27,-76.57,10.0,Baltimore_MD.csv,64.7,24,4.2,0.0,I
99729699999,2020-04-09,39.27,-76.57,10.0,Baltimore_MD.csv,59.2,24,7.0,0.0,I
99729699999,2020-04-10,39.27,-76.57,10.0,Baltimore_MD.csv,47.0,24,10.9,0.0,I
99729699999,2020-04-11,39.27,-76.57,10.0,Baltimore_MD.csv,48.5,24,7.2,0.0,I
99729699999,2020-04-12,39.27,-76.57,10.0,Baltimore_MD.csv,53.8,24,4.0,0.0,I
99729699999,2020-04-13,39.27,-76.57,10.0,Baltimore_MD.csv,63.4,24,6.8,0.0,I
99729699999,2020-04-14,39.27,-76.57,10.0,Baltimore_MD.csv,54.6,24,6.6,0.0,I
99729699999,2020-04-15,39.27,-76.57,10.0,Baltimore_MD.csv,45.4,24,7.6,0.0,I
99729699999,2020-04-16,39.27,-76.57,10.0,Baltimore_MD.csv,46.3,24,7.1,0.0,I
99729699999,2020-04-17,39.27,-76.57,10.0,Baltimore_MD.csv,46.1,24,4.8,0.0,I
99729699999,2020-04-18,39.27,-76.57,10.0,Baltimore_MD.csv,50.1,24,7.8,0.0,I
99729699999,2020-04-19,39.27,-76.57,10.0,Baltimore_MD.csv,50.5,24,4.0,0.0,I
99729699999,2020-04-20,39.27,-76.57,10.0,Baltimore_MD.csv,55.4,24,4.7,0.0,I
99729699999,2020-04-21,39.27,-76.57,10.0,Baltimore_MD.csv,54.6,24,5.1,0.0,I
99729699999,2020-04-22,39.27,-76.57,10.0,Baltimore_MD.csv,47.5,24,10.4,0.0,I
99729699999,2020-04-23,39.27,-76.57,10.0,Baltimore_MD.csv,52.1,24,4.0,0.0,I
99729699999,2020-04-24,39.27,-76.57,10.0,Baltimore_MD.csv,52.0,23,7.2,0.0,I
99729699999,2020-04-25,39.27,-76.57,10.0,Baltimore_MD.csv,53.1,23,3.7,0.0,I
99729699999,2020-04-26,39.27,-76.57,10.0,Baltimore_MD.csv,51.3,24,6.3,0.0,I
99729699999,2020-04-27,39.27,-76.57,10.0,Baltimore_MD.csv,49.1,24,11.1,0.0,I
99729699999,2020-04-28,39.27,-76.57,10.0,Baltimore_MD.csv,51.5,24,4.4,0.0,I
99729699999,2020-04-29,39.27,-76.57,10.0,Baltimore_MD.csv,57.7,24,7.3,0.0,I
99729699999,2020-04-30,39.27,-76.57,10.0,Baltimore_MD.csv,62.2,24,8.1,0.0,I
99729699999,2020-05-01,39.27,-76.57,10.0,Baltimore_MD.csv,58.7,24,5.2,0.0,I
99729699999,2020-05-02,39.27,-76.57,10.0,Baltimore_MD.csv,62.0,24,6.8,0.0,I
99729699999,2020-05-03,39.27,-76.57,10.0,Baltimore_MD.csv,66.4,24,2.8,0.0,I
99729699999,2020-05-04,39.27,-76.57,10.0,Baltimore_MD.csv,67.9,24,8.4,0.0,I
99729699999,2020-05-05,39.27,-76.57,10.0,Baltimore_MD.csv,55.7,24,6.1,0.0,I
99729699999,2020-05-06,39.27,-76.57,10.0,Baltimore_MD.csv,50.9,24,4.7,0.0,I
99729699999,2020-05-07,39.27,-76.57,10.0,Baltimore_MD.csv,53.4,24,7.3,0.0,I
99729699999,2020-05-08,39.27,-76.57,10.0,Baltimore_MD.csv,56.9,24,3.7,0.0,I
99729699999,2020-05-09,39.27,-76.57,10.0,Baltimore_MD.csv,43.6,24,10.0,0.0,I
99729699999,2020-05-10,39.27,-76.57,10.0,Baltimore_MD.csv,49.9,24,5.0,0.0,I
99729699999,2020-05-11,39.27,-76.57,10.0,Baltimore_MD.csv,54.7,24,6.1,0.0,I
99729699999,2020-05-12,39.27,-76.57,10.0,Baltimore_MD.csv,50.7,24,7.3,0.0,I
99729699999,2020-05-13,39.27,-76.57,10.0,Baltimore_MD.csv,55.3,22,3.9,0.0,I
