Station ID,Date,Latitude,Longitude,Elevation,Hudson_NJ.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99774399999,2020-03-23,40.65,-74.0666666,72.0,Hudson_NJ.csv,38.8,24,17.8,0.0,I
99774399999,2020-03-24,40.65,-74.0666666,72.0,Hudson_NJ.csv,42.3,24,10.3,0.0,I
99774399999,2020-03-25,40.65,-74.0666666,72.0,Hudson_NJ.csv,43.8,24,14.1,0.0,I
99774399999,2020-03-26,40.65,-74.0666666,72.0,Hudson_NJ.csv,43.3,24,9.9,0.0,I
99774399999,2020-03-27,40.65,-74.0666666,72.0,Hudson_NJ.csv,54.5,24,10.6,0.0,I
99774399999,2020-03-28,40.65,-74.0666666,72.0,Hudson_NJ.csv,51.1,24,10.2,0.0,I
99774399999,2020-03-29,40.65,-74.0666666,72.0,Hudson_NJ.csv,45.6,24,13.4,0.0,I
99774399999,2020-03-30,40.65,-74.0666666,72.0,Hudson_NJ.csv,45.2,24,9.7,0.0,I
99774399999,2020-03-31,40.65,-74.0666666,72.0,Hudson_NJ.csv,43.2,24,7.9,0.0,I
99774399999,2020-04-01,40.65,-74.0666666,72.0,Hudson_NJ.csv,44.1,24,12.0,0.0,I
99774399999,2020-04-02,40.65,-74.0666666,72.0,Hudson_NJ.csv,47.4,21,17.6,0.0,I
99774399999,2020-04-03,40.65,-74.0666666,72.0,Hudson_NJ.csv,49.9,24,18.9,0.0,I
99774399999,2020-04-04,40.65,-74.0666666,72.0,Hudson_NJ.csv,49.8,24,10.6,0.0,I
99774399999,2020-04-05,40.65,-74.0666666,72.0,Hudson_NJ.csv,48.7,24,8.4,0.0,I
99774399999,2020-04-06,40.65,-74.0666666,72.0,Hudson_NJ.csv,52.6,21,5.7,0.0,I
99774399999,2020-04-07,40.65,-74.0666666,72.0,Hudson_NJ.csv,56.1,24,9.6,0.0,I
99774399999,2020-04-08,40.65,-74.0666666,72.0,Hudson_NJ.csv,55.9,23,8.3,0.0,I
99774399999,2020-04-09,40.65,-74.0666666,72.0,Hudson_NJ.csv,50.8,22,13.5,0.0,I
99774399999,2020-04-10,40.65,-74.0666666,72.0,Hudson_NJ.csv,44.3,24,23.6,0.0,I
99774399999,2020-04-11,40.65,-74.0666666,72.0,Hudson_NJ.csv,45.0,24,18.7,0.0,I
99774399999,2020-04-12,40.65,-74.0666666,72.0,Hudson_NJ.csv,50.3,24,9.4,0.0,I
99774399999,2020-04-13,40.65,-74.0666666,72.0,Hudson_NJ.csv,57.1,24,21.1,0.0,I
99774399999,2020-04-14,40.65,-74.0666666,72.0,Hudson_NJ.csv,54.0,24,13.8,0.0,I
99774399999,2020-04-15,40.65,-74.0666666,72.0,Hudson_NJ.csv,46.6,24,14.0,0.0,I
99774399999,2020-04-16,40.65,-74.0666666,72.0,Hudson_NJ.csv,45.3,24,17.2,0.0,I
99774399999,2020-04-17,40.65,-74.0666666,72.0,Hudson_NJ.csv,41.5,24,12.5,0.0,I
99774399999,2020-04-18,40.65,-74.0666666,72.0,Hudson_NJ.csv,44.4,24,10.4,0.0,I
99774399999,2020-04-19,40.65,-74.0666666,72.0,Hudson_NJ.csv,47.9,24,13.7,0.0,I
99774399999,2020-04-20,40.65,-74.0666666,72.0,Hudson_NJ.csv,52.7,24,9.3,0.0,I
99774399999,2020-04-21,40.65,-74.0666666,72.0,Hudson_NJ.csv,50.4,23,12.1,0.0,I
99774399999,2020-04-22,40.65,-74.0666666,72.0,Hudson_NJ.csv,42.7,24,21.5,0.0,I
99774399999,2020-04-23,40.65,-74.0666666,72.0,Hudson_NJ.csv,44.1,24,7.7,0.0,I
99774399999,2020-04-24,40.65,-74.0666666,72.0,Hudson_NJ.csv,46.0,23,11.8,0.0,I
99774399999,2020-04-25,40.65,-74.0666666,72.0,Hudson_NJ.csv,49.7,24,7.7,0.0,I
99774399999,2020-04-26,40.65,-74.0666666,72.0,Hudson_NJ.csv,48.9,24,14.0,0.0,I
99774399999,2020-04-27,40.65,-74.0666666,72.0,Hudson_NJ.csv,44.2,24,16.1,0.0,I
99774399999,2020-04-28,40.65,-74.0666666,72.0,Hudson_NJ.csv,48.9,24,10.1,0.0,I
99774399999,2020-04-29,40.65,-74.0666666,72.0,Hudson_NJ.csv,51.5,24,10.3,0.0,I
99774399999,2020-04-30,40.65,-74.0666666,72.0,Hudson_NJ.csv,53.1,24,19.8,0.0,I
99774399999,2020-05-01,40.65,-74.0666666,72.0,Hudson_NJ.csv,55.5,24,11.4,0.0,I
99774399999,2020-05-02,40.65,-74.0666666,72.0,Hudson_NJ.csv,61.6,24,13.6,0.0,I
99774399999,2020-05-03,40.65,-74.0666666,72.0,Hudson_NJ.csv,65.5,24,10.9,0.0,I
99774399999,2020-05-04,40.65,-74.0666666,72.0,Hudson_NJ.csv,66.3,24,12.5,0.0,I
99774399999,2020-05-05,40.65,-74.0666666,72.0,Hudson_NJ.csv,52.4,24,14.6,0.0,I
99774399999,2020-05-06,40.65,-74.0666666,72.0,Hudson_NJ.csv,51.8,24,9.8,0.0,I
99774399999,2020-05-07,40.65,-74.0666666,72.0,Hudson_NJ.csv,52.9,24,9.7,0.0,I
99774399999,2020-05-08,40.65,-74.0666666,72.0,Hudson_NJ.csv,52.6,24,8.7,0.0,I
99774399999,2020-05-09,40.65,-74.0666666,72.0,Hudson_NJ.csv,40.3,24,22.0,0.0,I
99774399999,2020-05-10,40.65,-74.0666666,72.0,Hudson_NJ.csv,48.2,24,18.3,0.0,I
99774399999,2020-05-11,40.65,-74.0666666,72.0,Hudson_NJ.csv,54.1,24,11.0,0.0,I
99774399999,2020-05-12,40.65,-74.0666666,72.0,Hudson_NJ.csv,49.9,24,17.5,0.0,I
99774399999,2020-05-13,40.65,-74.0666666,72.0,Hudson_NJ.csv,50.6,22,10.6,0.0,I
