Station ID,Date,Latitude,Longitude,Elevation,Dutchess_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99999964756,2020-02-27,41.7857,-73.7422,125.9,Dutchess_NY.csv,41.1,24,999.9,0.04,G
99999964756,2020-02-28,41.7857,-73.7422,125.9,Dutchess_NY.csv,29.2,24,999.9,0.37,G
99999964756,2020-02-29,41.7857,-73.7422,125.9,Dutchess_NY.csv,26.4,24,999.9,0.0,G
99999964756,2020-03-01,41.7857,-73.7422,125.9,Dutchess_NY.csv,23.8,24,999.9,0.0,G
99999964756,2020-03-02,41.7857,-73.7422,125.9,Dutchess_NY.csv,38.2,24,999.9,0.0,G
99999964756,2020-03-03,41.7857,-73.7422,125.9,Dutchess_NY.csv,51.8,24,999.9,0.0,G
99999964756,2020-03-04,41.7857,-73.7422,125.9,Dutchess_NY.csv,46.4,24,999.9,0.24,G
99999964756,2020-03-05,41.7857,-73.7422,125.9,Dutchess_NY.csv,40.4,24,999.9,0.0,G
99999964756,2020-03-06,41.7857,-73.7422,125.9,Dutchess_NY.csv,34.7,24,999.9,0.0,G
99999964756,2020-03-07,41.7857,-73.7422,125.9,Dutchess_NY.csv,35.6,24,999.9,0.04,G
99999964756,2020-03-08,41.7857,-73.7422,125.9,Dutchess_NY.csv,35.1,24,999.9,0.0,G
99999964756,2020-03-09,41.7857,-73.7422,125.9,Dutchess_NY.csv,54.8,24,999.9,0.0,G
99999964756,2020-03-10,41.7857,-73.7422,125.9,Dutchess_NY.csv,59.2,24,999.9,0.0,G
99999964756,2020-03-11,41.7857,-73.7422,125.9,Dutchess_NY.csv,46.4,24,999.9,0.0,G
99999964756,2020-03-12,41.7857,-73.7422,125.9,Dutchess_NY.csv,39.8,24,999.9,0.0,G
99999964756,2020-03-13,41.7857,-73.7422,125.9,Dutchess_NY.csv,49.4,24,999.9,0.02,G
99999964756,2020-03-14,41.7857,-73.7422,125.9,Dutchess_NY.csv,43.6,24,999.9,0.26,G
99999964756,2020-03-15,41.7857,-73.7422,125.9,Dutchess_NY.csv,40.9,24,999.9,0.0,G
99999964756,2020-03-16,41.7857,-73.7422,125.9,Dutchess_NY.csv,33.2,24,999.9,0.0,G
99999964756,2020-03-17,41.7857,-73.7422,125.9,Dutchess_NY.csv,38.4,24,999.9,0.0,G
99999964756,2020-03-18,41.7857,-73.7422,125.9,Dutchess_NY.csv,41.9,24,999.9,0.05,G
99999964756,2020-03-19,41.7857,-73.7422,125.9,Dutchess_NY.csv,42.9,24,999.9,0.0,G
99999964756,2020-03-20,41.7857,-73.7422,125.9,Dutchess_NY.csv,49.7,24,999.9,0.62,G
99999964756,2020-03-21,41.7857,-73.7422,125.9,Dutchess_NY.csv,45.6,24,999.9,0.14,G
99999964756,2020-03-22,41.7857,-73.7422,125.9,Dutchess_NY.csv,32.9,24,999.9,0.0,G
99999964756,2020-03-23,41.7857,-73.7422,125.9,Dutchess_NY.csv,32.9,24,999.9,0.0,G
99999964756,2020-03-24,41.7857,-73.7422,125.9,Dutchess_NY.csv,36.1,24,999.9,0.72,G
99999964756,2020-03-25,41.7857,-73.7422,125.9,Dutchess_NY.csv,35.2,24,999.9,0.0,G
99999964756,2020-03-26,41.7857,-73.7422,125.9,Dutchess_NY.csv,38.9,24,999.9,0.0,G
99999964756,2020-03-27,41.7857,-73.7422,125.9,Dutchess_NY.csv,52.5,24,999.9,0.0,G
99999964756,2020-03-28,41.7857,-73.7422,125.9,Dutchess_NY.csv,41.3,24,999.9,0.0,G
99999964756,2020-03-29,41.7857,-73.7422,125.9,Dutchess_NY.csv,44.3,24,999.9,0.28,G
99999964756,2020-03-30,41.7857,-73.7422,125.9,Dutchess_NY.csv,43.2,24,999.9,0.24,G
99999964756,2020-03-31,41.7857,-73.7422,125.9,Dutchess_NY.csv,41.6,24,999.9,0.04,G
99999964756,2020-04-01,41.7857,-73.7422,125.9,Dutchess_NY.csv,40.4,24,999.9,0.02,G
99999964756,2020-04-02,41.7857,-73.7422,125.9,Dutchess_NY.csv,43.7,24,999.9,0.0,G
99999964756,2020-04-03,41.7857,-73.7422,125.9,Dutchess_NY.csv,44.5,24,999.9,0.0,G
99999964756,2020-04-04,41.7857,-73.7422,125.9,Dutchess_NY.csv,50.3,24,999.9,0.06,G
99999964756,2020-04-05,41.7857,-73.7422,125.9,Dutchess_NY.csv,54.2,24,999.9,0.0,G
99999964756,2020-04-06,41.7857,-73.7422,125.9,Dutchess_NY.csv,52.2,24,999.9,0.0,G
99999964756,2020-04-07,41.7857,-73.7422,125.9,Dutchess_NY.csv,52.4,24,999.9,0.0,G
99999964756,2020-04-08,41.7857,-73.7422,125.9,Dutchess_NY.csv,50.7,24,999.9,0.01,G
99999964756,2020-04-09,41.7857,-73.7422,125.9,Dutchess_NY.csv,44.9,24,999.9,0.14,G
99999964756,2020-04-10,41.7857,-73.7422,125.9,Dutchess_NY.csv,40.7,24,999.9,0.56,G
99999964756,2020-04-11,41.7857,-73.7422,125.9,Dutchess_NY.csv,42.8,24,999.9,0.0,G
99999964756,2020-04-12,41.7857,-73.7422,125.9,Dutchess_NY.csv,42.6,24,999.9,0.0,G
99999964756,2020-04-13,41.7857,-73.7422,125.9,Dutchess_NY.csv,57.8,24,999.9,0.0,G
99999964756,2020-04-14,41.7857,-73.7422,125.9,Dutchess_NY.csv,50.1,24,999.9,0.81,G
99999964756,2020-04-15,41.7857,-73.7422,125.9,Dutchess_NY.csv,43.4,24,999.9,0.0,G
99999964756,2020-04-16,41.7857,-73.7422,125.9,Dutchess_NY.csv,38.0,24,999.9,0.03,G
99999964756,2020-04-17,41.7857,-73.7422,125.9,Dutchess_NY.csv,36.5,24,999.9,0.0,G
99999964756,2020-04-18,41.7857,-73.7422,125.9,Dutchess_NY.csv,35.8,24,999.9,0.26,G
99999964756,2020-04-19,41.7857,-73.7422,125.9,Dutchess_NY.csv,41.9,24,999.9,0.26,G
99999964756,2020-04-20,41.7857,-73.7422,125.9,Dutchess_NY.csv,47.6,24,999.9,0.0,G
99999964756,2020-04-21,41.7857,-73.7422,125.9,Dutchess_NY.csv,40.9,24,999.9,0.0,G
99999964756,2020-04-22,41.7857,-73.7422,125.9,Dutchess_NY.csv,37.9,24,999.9,0.13,G
99999964756,2020-04-23,41.7857,-73.7422,125.9,Dutchess_NY.csv,35.5,24,999.9,0.0,G
99999964756,2020-04-24,41.7857,-73.7422,125.9,Dutchess_NY.csv,41.6,24,999.9,0.0,G
99999964756,2020-04-25,41.7857,-73.7422,125.9,Dutchess_NY.csv,46.4,24,999.9,0.3,G
99999964756,2020-04-26,41.7857,-73.7422,125.9,Dutchess_NY.csv,48.1,24,999.9,0.0,G
99999964756,2020-04-27,41.7857,-73.7422,125.9,Dutchess_NY.csv,38.9,24,999.9,0.59,G
99999964756,2020-04-28,41.7857,-73.7422,125.9,Dutchess_NY.csv,46.5,24,999.9,0.16,G
99999964756,2020-04-29,41.7857,-73.7422,125.9,Dutchess_NY.csv,47.6,24,999.9,0.0,G
99999964756,2020-04-30,41.7857,-73.7422,125.9,Dutchess_NY.csv,49.4,24,999.9,0.0,G
99999964756,2020-05-01,41.7857,-73.7422,125.9,Dutchess_NY.csv,56.1,24,999.9,0.37,G
99999964756,2020-05-02,41.7857,-73.7422,125.9,Dutchess_NY.csv,56.6,24,999.9,0.36,G
99999964756,2020-05-03,41.7857,-73.7422,125.9,Dutchess_NY.csv,64.0,24,999.9,0.0,G
99999964756,2020-05-04,41.7857,-73.7422,125.9,Dutchess_NY.csv,59.5,24,999.9,0.02,G
99999964756,2020-05-05,41.7857,-73.7422,125.9,Dutchess_NY.csv,47.6,24,999.9,0.0,G
99999964756,2020-05-06,41.7857,-73.7422,125.9,Dutchess_NY.csv,44.9,24,999.9,0.0,G
99999964756,2020-05-07,41.7857,-73.7422,125.9,Dutchess_NY.csv,49.6,24,999.9,0.0,G
99999964756,2020-05-08,41.7857,-73.7422,125.9,Dutchess_NY.csv,47.6,24,999.9,0.0,G
99999964756,2020-05-09,41.7857,-73.7422,125.9,Dutchess_NY.csv,37.1,24,999.9,0.42,G
99999964756,2020-05-10,41.7857,-73.7422,125.9,Dutchess_NY.csv,44.0,24,999.9,0.02,G
99999964756,2020-05-11,41.7857,-73.7422,125.9,Dutchess_NY.csv,47.9,24,999.9,0.0,G
99999964756,2020-05-12,41.7857,-73.7422,125.9,Dutchess_NY.csv,46.2,24,999.9,0.18,G
99999964756,2020-05-13,41.7857,-73.7422,125.9,Dutchess_NY.csv,44.6,24,999.9,0.0,G
99999964756,2020-05-14,41.7857,-73.7422,125.9,Dutchess_NY.csv,49.1,24,999.9,0.0,G
99999964756,2020-05-15,41.7857,-73.7422,125.9,Dutchess_NY.csv,65.6,24,999.9,0.01,G
99999964756,2020-05-16,41.7857,-73.7422,125.9,Dutchess_NY.csv,65.2,24,999.9,0.89,G
99999964756,2020-05-17,41.7857,-73.7422,125.9,Dutchess_NY.csv,59.8,24,999.9,0.04,G
99999964756,2020-05-18,41.7857,-73.7422,125.9,Dutchess_NY.csv,61.4,5,999.9,0.0,G
