Station ID,Date,Latitude,Longitude,Elevation,SanDiego_CA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99401899999,2020-01-26,32.867,-117.258,2.0,SanDiego_CA.csv,56.2,23,1.6,0.0,I
99401899999,2020-01-27,32.867,-117.258,2.0,SanDiego_CA.csv,56.7,23,1.5,0.0,I
99401899999,2020-01-28,32.867,-117.258,2.0,SanDiego_CA.csv,59.2,23,1.9,0.0,I
99401899999,2020-01-29,32.867,-117.258,2.0,SanDiego_CA.csv,57.4,23,2.3,0.0,I
99401899999,2020-01-30,32.867,-117.258,2.0,SanDiego_CA.csv,63.1,24,1.9,0.0,I
99401899999,2020-01-31,32.867,-117.258,2.0,SanDiego_CA.csv,60.3,23,1.3,0.0,I
99401899999,2020-02-01,32.867,-117.258,2.0,SanDiego_CA.csv,64.1,22,0.9,0.0,I
99401899999,2020-02-02,32.867,-117.258,2.0,SanDiego_CA.csv,61.9,24,2.5,0.0,I
99401899999,2020-02-03,32.867,-117.258,2.0,SanDiego_CA.csv,57.5,24,4.9,0.0,I
99401899999,2020-02-04,32.867,-117.258,2.0,SanDiego_CA.csv,53.9,23,3.9,0.0,I
99401899999,2020-02-05,32.867,-117.258,2.0,SanDiego_CA.csv,52.1,23,3.3,0.0,I
99401899999,2020-02-06,32.867,-117.258,2.0,SanDiego_CA.csv,53.5,24,3.7,0.0,I
99401899999,2020-02-07,32.867,-117.258,2.0,SanDiego_CA.csv,55.1,22,1.3,0.0,I
99401899999,2020-02-08,32.867,-117.258,2.0,SanDiego_CA.csv,56.8,23,2.0,0.0,I
99401899999,2020-02-09,32.867,-117.258,2.0,SanDiego_CA.csv,56.0,24,3.5,0.0,I
99401899999,2020-02-10,32.867,-117.258,2.0,SanDiego_CA.csv,53.4,24,4.1,0.0,I
99401899999,2020-02-11,32.867,-117.258,2.0,SanDiego_CA.csv,55.8,23,5.3,0.0,I
99401899999,2020-02-12,32.867,-117.258,2.0,SanDiego_CA.csv,56.5,22,4.3,0.0,I
99401899999,2020-02-13,32.867,-117.258,2.0,SanDiego_CA.csv,55.4,23,1.6,0.0,I
99401899999,2020-02-14,32.867,-117.258,2.0,SanDiego_CA.csv,56.1,24,1.3,0.0,I
99401899999,2020-02-15,32.867,-117.258,2.0,SanDiego_CA.csv,56.0,24,2.0,0.0,I
99401899999,2020-02-16,32.867,-117.258,2.0,SanDiego_CA.csv,56.8,23,2.3,0.0,I
99401899999,2020-02-17,32.867,-117.258,2.0,SanDiego_CA.csv,56.5,22,1.9,0.0,I
99401899999,2020-02-18,32.867,-117.258,2.0,SanDiego_CA.csv,57.3,21,1.8,0.0,I
99401899999,2020-02-19,32.867,-117.258,2.0,SanDiego_CA.csv,57.4,22,1.9,0.0,I
99401899999,2020-02-20,32.867,-117.258,2.0,SanDiego_CA.csv,56.9,23,1.7,0.0,I
99401899999,2020-02-21,32.867,-117.258,2.0,SanDiego_CA.csv,57.7,24,2.8,0.0,I
99401899999,2020-02-22,32.867,-117.258,2.0,SanDiego_CA.csv,58.5,23,6.0,0.0,I
99401899999,2020-02-23,32.867,-117.258,2.0,SanDiego_CA.csv,58.6,23,5.4,0.0,I
99401899999,2020-02-24,32.867,-117.258,2.0,SanDiego_CA.csv,56.9,24,4.8,0.0,I
99401899999,2020-02-25,32.867,-117.258,2.0,SanDiego_CA.csv,57.2,23,3.5,0.0,I
99401899999,2020-02-26,32.867,-117.258,2.0,SanDiego_CA.csv,66.3,24,5.9,0.0,I
99401899999,2020-02-27,32.867,-117.258,2.0,SanDiego_CA.csv,64.8,24,3.2,0.0,I
99401899999,2020-02-28,32.867,-117.258,2.0,SanDiego_CA.csv,68.1,23,3.7,0.0,I
99401899999,2020-02-29,32.867,-117.258,2.0,SanDiego_CA.csv,60.6,24,6.4,0.0,I
99401899999,2020-03-01,32.867,-117.258,2.0,SanDiego_CA.csv,57.2,24,8.9,0.0,I
99401899999,2020-03-02,32.867,-117.258,2.0,SanDiego_CA.csv,54.2,23,6.5,0.0,I
99401899999,2020-03-03,32.867,-117.258,2.0,SanDiego_CA.csv,58.9,22,3.7,0.0,I
99401899999,2020-03-04,32.867,-117.258,2.0,SanDiego_CA.csv,59.2,24,4.8,0.0,I
99401899999,2020-03-05,32.867,-117.258,2.0,SanDiego_CA.csv,57.1,22,4.4,0.0,I
99401899999,2020-03-06,32.867,-117.258,2.0,SanDiego_CA.csv,59.0,24,3.5,0.0,I
99401899999,2020-03-07,32.867,-117.258,2.0,SanDiego_CA.csv,57.6,22,5.3,0.0,I
99401899999,2020-03-08,32.867,-117.258,2.0,SanDiego_CA.csv,57.3,22,4.6,0.0,I
99401899999,2020-03-09,32.867,-117.258,2.0,SanDiego_CA.csv,58.0,24,2.7,0.0,I
99401899999,2020-03-10,32.867,-117.258,2.0,SanDiego_CA.csv,61.3,23,9.3,0.0,I
99401899999,2020-03-11,32.867,-117.258,2.0,SanDiego_CA.csv,61.9,19,5.4,0.0,I
99401899999,2020-03-12,32.867,-117.258,2.0,SanDiego_CA.csv,59.6,24,4.7,0.0,I
99401899999,2020-03-13,32.867,-117.258,2.0,SanDiego_CA.csv,57.7,20,7.4,0.0,I
99401899999,2020-03-14,32.867,-117.258,2.0,SanDiego_CA.csv,59.1,14,2.9,0.0,I
99401899999,2020-03-15,32.867,-117.258,2.0,SanDiego_CA.csv,58.8,24,4.0,0.0,I
99401899999,2020-03-16,32.867,-117.258,2.0,SanDiego_CA.csv,58.5,23,6.4,0.0,I
99401899999,2020-03-17,32.867,-117.258,2.0,SanDiego_CA.csv,57.2,23,8.9,0.0,I
99401899999,2020-03-18,32.867,-117.258,2.0,SanDiego_CA.csv,53.4,23,9.0,0.0,I
99401899999,2020-03-19,32.867,-117.258,2.0,SanDiego_CA.csv,57.2,24,10.3,0.0,I
99401899999,2020-03-20,32.867,-117.258,2.0,SanDiego_CA.csv,56.0,21,7.9,0.0,I
99401899999,2020-03-21,32.867,-117.258,2.0,SanDiego_CA.csv,57.5,23,4.5,0.0,I
99401899999,2020-03-22,32.867,-117.258,2.0,SanDiego_CA.csv,57.6,22,4.7,0.0,I
99401899999,2020-03-23,32.867,-117.258,2.0,SanDiego_CA.csv,60.2,22,7.8,0.0,I
99401899999,2020-03-24,32.867,-117.258,2.0,SanDiego_CA.csv,57.8,24,5.5,0.0,I
99401899999,2020-03-25,32.867,-117.258,2.0,SanDiego_CA.csv,58.5,24,7.1,0.0,I
99401899999,2020-03-26,32.867,-117.258,2.0,SanDiego_CA.csv,56.4,24,11.7,0.0,I
99401899999,2020-03-27,32.867,-117.258,2.0,SanDiego_CA.csv,54.2,23,9.4,0.0,I
99401899999,2020-03-28,32.867,-117.258,2.0,SanDiego_CA.csv,54.5,24,7.5,0.0,I
99401899999,2020-03-29,32.867,-117.258,2.0,SanDiego_CA.csv,56.9,23,3.7,0.0,I
99401899999,2020-03-30,32.867,-117.258,2.0,SanDiego_CA.csv,58.8,23,5.8,0.0,I
99401899999,2020-03-31,32.867,-117.258,2.0,SanDiego_CA.csv,58.8,23,3.6,0.0,I
99401899999,2020-04-01,32.867,-117.258,2.0,SanDiego_CA.csv,58.4,23,5.2,0.0,I
99401899999,2020-04-02,32.867,-117.258,2.0,SanDiego_CA.csv,59.2,21,8.1,0.0,I
99401899999,2020-04-03,32.867,-117.258,2.0,SanDiego_CA.csv,56.9,22,6.7,0.0,I
99401899999,2020-04-04,32.867,-117.258,2.0,SanDiego_CA.csv,58.1,22,7.5,0.0,I
99401899999,2020-04-05,32.867,-117.258,2.0,SanDiego_CA.csv,58.0,22,8.0,0.0,I
99401899999,2020-04-06,32.867,-117.258,2.0,SanDiego_CA.csv,58.2,23,13.6,0.0,I
99401899999,2020-04-07,32.867,-117.258,2.0,SanDiego_CA.csv,56.4,22,7.4,0.0,I
99401899999,2020-04-08,32.867,-117.258,2.0,SanDiego_CA.csv,54.6,21,9.7,0.0,I
99401899999,2020-04-09,32.867,-117.258,2.0,SanDiego_CA.csv,55.2,22,9.3,0.0,I
99401899999,2020-04-10,32.867,-117.258,2.0,SanDiego_CA.csv,54.9,24,7.9,0.0,I
99401899999,2020-04-11,32.867,-117.258,2.0,SanDiego_CA.csv,55.9,24,5.5,0.0,I
99401899999,2020-04-12,32.867,-117.258,2.0,SanDiego_CA.csv,58.6,22,6.5,0.0,I
99401899999,2020-04-13,32.867,-117.258,2.0,SanDiego_CA.csv,57.5,23,5.7,0.0,I
99401899999,2020-04-14,32.867,-117.258,2.0,SanDiego_CA.csv,59.1,22,8.1,0.0,I
99401899999,2020-04-15,32.867,-117.258,2.0,SanDiego_CA.csv,61.5,24,2.1,0.0,I
99401899999,2020-04-16,32.867,-117.258,2.0,SanDiego_CA.csv,62.2,20,4.2,0.0,I
99401899999,2020-04-17,32.867,-117.258,2.0,SanDiego_CA.csv,59.6,24,4.4,0.0,I
99401899999,2020-04-18,32.867,-117.258,2.0,SanDiego_CA.csv,59.6,24,6.6,0.0,I
99401899999,2020-04-19,32.867,-117.258,2.0,SanDiego_CA.csv,59.3,23,7.0,0.0,I
99401899999,2020-04-20,32.867,-117.258,2.0,SanDiego_CA.csv,59.9,23,7.9,0.0,I
99401899999,2020-04-21,32.867,-117.258,2.0,SanDiego_CA.csv,60.4,23,5.4,0.0,I
99401899999,2020-04-22,32.867,-117.258,2.0,SanDiego_CA.csv,60.6,21,3.4,0.0,I
99401899999,2020-04-23,32.867,-117.258,2.0,SanDiego_CA.csv,64.0,23,2.0,0.0,I
99401899999,2020-04-24,32.867,-117.258,2.0,SanDiego_CA.csv,66.4,21,2.5,0.0,I
99401899999,2020-04-25,32.867,-117.258,2.0,SanDiego_CA.csv,66.4,21,3.0,0.0,I
99401899999,2020-04-26,32.867,-117.258,2.0,SanDiego_CA.csv,64.9,24,2.4,0.0,I
99401899999,2020-04-27,32.867,-117.258,2.0,SanDiego_CA.csv,64.0,23,5.1,0.0,I
99401899999,2020-04-28,32.867,-117.258,2.0,SanDiego_CA.csv,63.6,23,4.4,0.0,I
99401899999,2020-04-29,32.867,-117.258,2.0,SanDiego_CA.csv,63.2,20,3.8,0.0,I
99401899999,2020-04-30,32.867,-117.258,2.0,SanDiego_CA.csv,63.5,23,3.7,0.0,I
99401899999,2020-05-01,32.867,-117.258,2.0,SanDiego_CA.csv,64.0,22,3.7,0.0,I
99401899999,2020-05-02,32.867,-117.258,2.0,SanDiego_CA.csv,64.3,21,3.9,0.0,I
99401899999,2020-05-03,32.867,-117.258,2.0,SanDiego_CA.csv,63.9,22,4.2,0.0,I
99401899999,2020-05-04,32.867,-117.258,2.0,SanDiego_CA.csv,63.1,23,3.7,0.0,I
99401899999,2020-05-05,32.867,-117.258,2.0,SanDiego_CA.csv,66.1,22,3.7,0.0,I
99401899999,2020-05-06,32.867,-117.258,2.0,SanDiego_CA.csv,66.4,23,2.8,0.0,I
99401899999,2020-05-07,32.867,-117.258,2.0,SanDiego_CA.csv,65.7,23,3.8,0.0,I
99401899999,2020-05-08,32.867,-117.258,2.0,SanDiego_CA.csv,65.4,24,5.9,0.0,I
99401899999,2020-05-09,32.867,-117.258,2.0,SanDiego_CA.csv,65.3,20,3.6,0.0,I
99401899999,2020-05-10,32.867,-117.258,2.0,SanDiego_CA.csv,64.8,23,3.9,0.0,I
99401899999,2020-05-11,32.867,-117.258,2.0,SanDiego_CA.csv,64.1,23,6.3,0.0,I
99401899999,2020-05-12,32.867,-117.258,2.0,SanDiego_CA.csv,63.1,20,4.5,0.0,I
99401899999,2020-05-13,32.867,-117.258,2.0,SanDiego_CA.csv,63.1,22,8.6,0.0,I
