,Latitude,Longitude,Elevation,Temperature,Windspeed,Rain,Growth %
46,42.2706,-71.8731,304.8,36.4,8.8,0.0,0.3157
47,42.2706,-71.8731,304.8,36.1,11.2,0.0,0.2696
48,42.2706,-71.8731,304.8,34.7,7.1,0.53,0.2723
49,42.2706,-71.8731,304.8,42.3,11.9,0.1,0.2729
50,42.2706,-71.8731,304.8,45.6,8.0,0.0,0.2669
51,42.2706,-71.8731,304.8,40.1,11.1,0.0,0.2422
52,42.2706,-71.8731,304.8,34.5,18.9,0.46,0.242
53,42.2706,-71.8731,304.8,38.5,13.1,0.0,0.2288
54,42.2706,-71.8731,304.8,40.3,6.6,0.07,0.219
55,42.2706,-71.8731,304.8,49.3,6.1,0.12,0.1947
56,42.2706,-71.8731,304.8,44.6,8.6,0.0,0.1879
57,42.2706,-71.8731,304.8,36.9,13.4,0.39,0.1723
58,42.2706,-71.8731,304.8,42.9,9.6,0.33,0.1711
59,42.2706,-71.8731,304.8,46.5,6.3,0.0,0.1516
60,42.2706,-71.8731,304.8,44.1,8.6,0.07,0.1587
61,42.2706,-71.8731,304.8,54.1,7.4,1.18,0.1566
62,42.2706,-71.8731,304.8,55.0,12.8,0.09,0.1606
63,42.2706,-71.8731,304.8,63.4,10.6,0.0,0.1631
64,42.2706,-71.8731,304.8,59.5,11.1,0.0,0.172
65,42.2706,-71.8731,304.8,47.2,11.4,0.0,0.1694
66,42.2706,-71.8731,304.8,46.6,5.9,0.0,0.1574
67,42.2706,-71.8731,304.8,49.5,7.9,0.02,0.1442
68,42.2706,-71.8731,304.8,46.6,11.7,0.0,0.1302
69,42.2706,-71.8731,304.8,36.5,15.2,0.24,0.1155
70,42.2706,-71.8731,304.8,41.5,15.0,0.06,0.113
71,42.2706,-71.8731,304.8,47.9,8.1,0.0,0.1012
0,40.47,-74.0,10.0,43.5,10.3,0.0,0.8571
1,40.47,-74.0,10.0,49.8,11.3,0.0,0.9091
2,40.47,-74.0,10.0,47.6,18.3,0.0,0.875
3,40.47,-74.0,10.0,44.4,10.0,0.0,0.8837
4,40.47,-74.0,10.0,41.7,9.1,0.0,0.8679
5,40.47,-74.0,10.0,39.9,13.1,0.0,0.913
6,40.47,-74.0,10.0,42.4,11.7,0.0,0.9304
7,40.47,-74.0,10.0,51.9,10.9,0.0,0.9412
8,40.47,-74.0,10.0,57.1,14.5,0.0,0.9236
9,40.47,-74.0,10.0,51.5,10.6,0.0,0.8978
10,40.47,-74.0,10.0,44.3,6.3,0.0,0.9142
11,40.47,-74.0,10.0,50.1,12.7,0.0,0.9164
12,40.47,-74.0,10.0,48.6,10.0,0.0,0.8822
13,40.47,-74.0,10.0,46.2,8.0,0.0,0.8184
14,40.47,-74.0,10.0,39.8,10.8,0.0,0.7689
15,40.47,-74.0,10.0,43.8,7.6,0.0,0.7474
16,40.47,-74.0,10.0,46.0,9.9,0.0,0.7594
17,40.47,-74.0,10.0,45.7,7.7,0.0,0.6564
18,40.47,-74.0,10.0,51.5,8.1,0.0,0.6363
19,40.47,-74.0,10.0,50.9,12.0,0.0,0.6218
20,40.47,-74.0,10.0,39.4,10.8,0.0,0.6304
21,40.47,-74.0,10.0,39.4,17.4,0.0,0.5953
22,40.47,-74.0,10.0,43.1,10.2,0.0,0.5884
23,40.47,-74.0,10.0,43.7,12.5,0.0,0.5718
24,40.47,-74.0,10.0,43.5,8.4,0.0,0.5511
25,40.47,-74.0,10.0,52.6,8.5,0.0,0.5014
26,40.47,-74.0,10.0,49.0,7.3,0.0,0.4344
27,40.47,-74.0,10.0,46.7,10.6,0.0,0.3781
28,40.47,-74.0,10.0,44.7,5.8,0.0,0.3432
29,40.47,-74.0,10.0,43.0,7.3,0.0,0.308
30,40.47,-74.0,10.0,43.7,9.7,0.0,0.263
31,40.47,-74.0,10.0,46.8,17.1,0.0,0.2445
32,40.47,-74.0,10.0,49.4,17.0,0.0,0.208
33,40.47,-74.0,10.0,49.3,9.2,0.0,0.1937
34,40.47,-74.0,10.0,48.9,5.9,0.0,0.1893
35,40.47,-74.0,10.0,53.3,5.4,0.0,0.1905
36,40.47,-74.0,10.0,53.4,6.9,0.0,0.1908
37,40.47,-74.0,10.0,55.3,7.9,0.0,0.1895
38,40.47,-74.0,10.0,51.6,14.8,0.0,0.1793
39,40.47,-74.0,10.0,45.0,24.9,0.0,0.1777
40,40.47,-74.0,10.0,45.2,20.0,0.0,0.1799
41,40.47,-74.0,10.0,50.4,8.9,0.0,0.1767
42,40.47,-74.0,10.0,57.5,22.3,0.0,0.1688
43,40.47,-74.0,10.0,52.4,14.3,0.0,0.1509
44,40.47,-74.0,10.0,46.5,13.4,0.0,0.139
45,40.47,-74.0,10.0,45.5,16.2,0.0,0.1318
46,40.47,-74.0,10.0,42.4,14.0,0.0,0.1246
47,40.47,-74.0,10.0,44.8,9.3,0.0,0.1092
48,40.47,-74.0,10.0,48.2,14.0,0.0,0.0984
49,40.47,-74.0,10.0,52.0,7.4,0.0,0.0971
50,40.47,-74.0,10.0,50.5,15.0,0.0,0.1023
51,40.47,-74.0,10.0,43.2,21.7,0.0,0.0984
52,40.47,-74.0,10.0,44.2,6.8,0.0,0.0926
53,40.47,-74.0,10.0,46.0,9.3,0.0,0.0918
54,40.47,-74.0,10.0,49.7,6.7,0.0,0.0905
55,40.47,-74.0,10.0,48.2,11.5,0.0,0.0876
56,40.47,-74.0,10.0,44.5,10.9,0.0,0.0873
57,40.47,-74.0,10.0,48.0,8.8,0.0,0.0783
58,40.47,-74.0,10.0,50.3,7.7,0.0,0.0759
59,40.47,-74.0,10.0,51.9,15.0,0.0,0.0719
60,40.47,-74.0,10.0,54.5,7.5,0.0,0.0653
61,40.47,-74.0,10.0,58.1,11.0,0.0,0.0661
62,40.47,-74.0,10.0,61.4,8.9,0.0,0.0606
63,40.47,-74.0,10.0,63.1,11.0,0.0,0.0567
64,40.47,-74.0,10.0,52.0,15.1,0.0,0.0574
65,40.47,-74.0,10.0,50.5,9.0,0.0,0.0598
0,26.61,-80.03,0.0,77.8,15.7,0.0,0.9286
1,26.61,-80.03,0.0,76.2,10.1,0.0,0.878
2,26.61,-80.03,0.0,65.7,16.2,0.0,0.9107
3,26.61,-80.03,0.0,68.4,21.4,0.0,0.9286
4,26.61,-80.03,0.0,70.8,22.1,0.0,0.9205
5,26.61,-80.03,0.0,72.2,17.6,0.0,0.8922
6,26.61,-80.03,0.0,74.0,12.7,0.0,0.8561
7,26.61,-80.03,0.0,74.3,6.2,0.0,0.8372
8,26.61,-80.03,0.0,75.0,9.2,0.0,0.8299
9,26.61,-80.03,0.0,76.8,9.7,0.0,0.8239
10,26.61,-80.03,0.0,76.3,8.8,0.0,0.8168
11,26.61,-80.03,0.0,75.6,9.1,0.0,0.8095
12,26.61,-80.03,0.0,75.9,10.8,0.0,0.8149
13,26.61,-80.03,0.0,75.6,10.3,0.0,0.7744
14,26.61,-80.03,0.0,76.0,13.1,0.0,0.766
15,26.61,-80.03,0.0,76.2,13.5,0.0,0.7185
16,26.61,-80.03,0.0,76.3,10.0,0.0,0.666
17,26.61,-80.03,0.0,76.1,8.2,0.0,0.6172
18,26.61,-80.03,0.0,75.9,9.9,0.0,0.5722
19,26.61,-80.03,0.0,75.8,9.6,0.0,0.5238
20,26.61,-80.03,0.0,76.5,8.3,0.0,0.4959
21,26.61,-80.03,0.0,75.5,8.6,0.0,0.4478
22,26.61,-80.03,0.0,76.6,6.3,0.0,0.401
23,26.61,-80.03,0.0,75.9,9.5,0.0,0.3649
24,26.61,-80.03,0.0,77.1,10.5,0.0,0.3929
25,26.61,-80.03,0.0,77.0,8.8,0.0,0.3655
26,26.61,-80.03,0.0,79.1,9.0,0.0,0.3343
27,26.61,-80.03,0.0,75.1,10.9,0.0,0.3271
28,26.61,-80.03,0.0,71.3,10.5,0.0,0.2863
29,26.61,-80.03,0.0,72.5,6.3,0.0,0.315
30,26.61,-80.03,0.0,74.8,6.3,0.0,0.2982
31,26.61,-80.03,0.0,76.3,6.1,0.0,0.2417
32,26.61,-80.03,0.0,73.6,15.4,0.0,0.2462
33,26.61,-80.03,0.0,76.2,11.0,0.0,0.2502
34,26.61,-80.03,0.0,78.6,8.2,0.0,0.2436
35,26.61,-80.03,0.0,79.8,9.0,0.0,0.2692
36,26.61,-80.03,0.0,79.3,9.8,0.0,0.1971
37,26.61,-80.03,0.0,76.5,11.8,0.0,0.1822
38,26.61,-80.03,0.0,78.8,16.1,0.0,0.1955
39,26.61,-80.03,0.0,79.8,19.0,0.0,0.1822
40,26.61,-80.03,0.0,79.8,11.4,0.0,0.1937
41,26.61,-80.03,0.0,80.0,12.7,0.0,0.1746
42,26.61,-80.03,0.0,79.5,9.4,0.0,0.1381
43,26.61,-80.03,0.0,77.5,15.8,0.0,0.1451
44,26.61,-80.03,0.0,78.9,8.3,0.0,0.1514
45,26.61,-80.03,0.0,78.9,7.8,0.0,0.1384
46,26.61,-80.03,0.0,83.7,14.6,0.0,0.1656
47,26.61,-80.03,0.0,80.1,7.1,0.0,0.1514
48,26.61,-80.03,0.0,76.4,8.6,0.0,0.1636
49,26.61,-80.03,0.0,80.0,15.5,0.0,0.1741
50,26.61,-80.03,0.0,81.9,16.0,0.0,0.1589
51,26.61,-80.03,0.0,78.7,11.4,0.0,0.1891
52,26.61,-80.03,0.0,78.0,7.0,0.0,0.1913
53,26.61,-80.03,0.0,72.7,10.3,0.0,0.1487
54,26.61,-80.03,0.0,75.1,12.5,0.0,0.1718
55,26.61,-80.03,0.0,77.5,14.0,0.0,0.1667
56,26.61,-80.03,0.0,77.6,12.2,0.0,0.1616
57,26.61,-80.03,0.0,71.5,8.8,0.0,0.1768
58,26.61,-80.03,0.0,75.1,7.4,0.0,0.1447
59,26.61,-80.03,0.0,76.4,7.5,0.0,0.1446
60,26.61,-80.03,0.0,76.7,6.4,0.0,0.1652
61,26.61,-80.03,0.0,78.0,9.0,0.0,0.129
62,26.61,-80.03,0.0,78.8,8.5,0.0,0.1257
0,41.28,-72.88,10.0,38.5,8.0,0.0,0.9583
1,41.28,-72.88,10.0,39.6,6.1,0.0,0.8966
2,41.28,-72.88,10.0,47.0,6.8,0.0,0.9024
3,41.28,-72.88,10.0,48.5,6.4,0.0,0.9101
4,41.28,-72.88,10.0,49.5,6.4,0.0,0.9213
5,41.28,-72.88,10.0,43.5,4.2,0.0,0.8462
6,41.28,-72.88,10.0,47.2,8.2,0.0,0.8919
7,41.28,-72.88,10.0,47.8,10.0,0.0,0.8983
8,41.28,-72.88,10.0,44.6,4.9,0.0,0.8964
9,41.28,-72.88,10.0,36.5,5.3,0.0,0.8901
10,41.28,-72.88,10.0,40.6,5.5,0.0,0.8279
11,41.28,-72.88,10.0,43.3,3.8,0.0,0.7921
12,41.28,-72.88,10.0,43.3,4.8,0.0,0.7589
13,41.28,-72.88,10.0,46.4,3.9,0.0,0.7508
14,41.28,-72.88,10.0,49.1,7.0,0.0,0.7695
15,41.28,-72.88,10.0,36.6,4.8,0.0,0.759
16,41.28,-72.88,10.0,36.4,7.9,0.0,0.7459
17,41.28,-72.88,10.0,41.4,5.5,0.0,0.6893
18,41.28,-72.88,10.0,40.7,3.5,0.0,0.6859
19,41.28,-72.88,10.0,41.5,4.5,0.0,0.7036
20,41.28,-72.88,10.0,51.4,5.8,0.0,0.6261
21,41.28,-72.88,10.0,47.9,3.5,0.0,0.6228
22,41.28,-72.88,10.0,46.3,6.1,0.0,0.6056
23,41.28,-72.88,10.0,44.2,3.3,0.0,0.5628
24,41.28,-72.88,10.0,42.0,3.9,0.0,0.5303
25,41.28,-72.88,10.0,42.9,3.8,0.0,0.4824
26,41.28,-72.88,10.0,46.6,9.0,0.0,0.4756
27,41.28,-72.88,10.0,47.1,7.6,0.0,0.4728
28,41.28,-72.88,10.0,48.6,4.7,0.0,0.4276
29,41.28,-72.88,10.0,47.2,5.4,0.0,0.3952
30,41.28,-72.88,10.0,50.0,3.4,0.0,0.3631
31,41.28,-72.88,10.0,52.5,5.3,0.0,0.355
32,41.28,-72.88,10.0,49.8,3.3,0.0,0.3533
33,41.28,-72.88,10.0,48.1,6.7,0.0,0.3135
34,41.28,-72.88,10.0,44.6,16.6,0.0,0.2809
35,41.28,-72.88,10.0,45.0,11.7,0.0,0.2713
36,41.28,-72.88,10.0,46.9,4.5,0.0,0.2746
37,41.28,-72.88,10.0,54.3,14.1,0.0,0.2461
38,41.28,-72.88,10.0,52.0,8.6,0.0,0.2251
39,41.28,-72.88,10.0,46.9,8.2,0.0,0.1935
40,41.28,-72.88,10.0,44.6,10.4,0.0,0.1953
41,41.28,-72.88,10.0,41.3,10.6,0.0,0.2043
42,41.28,-72.88,10.0,40.3,4.4,0.0,0.1888
43,41.28,-72.88,10.0,44.5,8.6,0.0,0.1631
44,41.28,-72.88,10.0,50.5,4.2,0.0,0.1377
45,41.28,-72.88,10.0,46.5,8.5,0.0,0.1497
46,41.28,-72.88,10.0,40.9,12.9,0.0,0.1442
47,41.28,-72.88,10.0,40.9,5.5,0.0,0.1316
48,41.28,-72.88,10.0,43.5,3.9,0.0,0.1111
49,41.28,-72.88,10.0,47.7,3.7,0.0,0.1174
50,41.28,-72.88,10.0,47.9,5.7,0.0,0.1287
51,41.28,-72.88,10.0,43.3,5.2,0.0,0.1242
52,41.28,-72.88,10.0,48.2,7.5,0.0,0.1159
53,41.28,-72.88,10.0,48.1,4.7,0.0,0.1203
54,41.28,-72.88,10.0,48.7,9.1,0.0,0.1065
55,41.28,-72.88,10.0,54.2,7.6,0.0,0.1006
56,41.28,-72.88,10.0,58.7,9.5,0.0,0.0977
57,41.28,-72.88,10.0,57.3,6.3,0.0,0.0935
58,41.28,-72.88,10.0,61.8,7.9,0.0,0.1043
59,41.28,-72.88,10.0,51.5,10.0,0.0,0.0956
60,41.28,-72.88,10.0,49.1,4.0,0.0,0.0961
0,40.8,-73.77,10.0,41.4,16.0,0.0,0.9756
1,40.8,-73.77,10.0,33.5,19.5,0.0,0.9216
2,40.8,-73.77,10.0,32.6,14.6,0.0,0.9494
3,40.8,-73.77,10.0,30.9,14.2,0.0,0.949
4,40.8,-73.77,10.0,41.9,9.5,0.0,0.844
5,40.8,-73.77,10.0,49.1,9.3,0.0,0.855
6,40.8,-73.77,10.0,48.4,16.4,0.0,0.847
7,40.8,-73.77,10.0,44.0,10.3,0.0,0.8927
8,40.8,-73.77,10.0,40.5,7.3,0.0,0.9324
9,40.8,-73.77,10.0,38.8,15.9,0.0,0.936
10,40.8,-73.77,10.0,42.7,9.2,0.0,0.9484
11,40.8,-73.77,10.0,53.3,11.2,0.0,0.9554
12,40.8,-73.77,10.0,56.0,11.5,0.0,0.9543
13,40.8,-73.77,10.0,51.2,8.0,0.0,0.9443
14,40.8,-73.77,10.0,44.2,3.3,0.0,0.9024
15,40.8,-73.77,10.0,50.1,9.2,0.0,0.8381
16,40.8,-73.77,10.0,46.6,11.8,0.0,0.7771
17,40.8,-73.77,10.0,45.1,8.3,0.0,0.7052
18,40.8,-73.77,10.0,38.4,8.4,0.0,0.6675
19,40.8,-73.77,10.0,43.0,4.9,0.0,0.6642
20,40.8,-73.77,10.0,46.3,8.1,0.0,0.6562
21,40.8,-73.77,10.0,44.3,5.3,0.0,0.6303
22,40.8,-73.77,10.0,51.6,6.3,0.0,0.6127
23,40.8,-73.77,10.0,51.1,13.4,0.0,0.5851
24,40.8,-73.77,10.0,38.5,8.6,0.0,0.5524
25,40.8,-73.77,10.0,37.2,5.9,0.0,0.5297
26,40.8,-73.77,10.0,41.4,10.3,0.0,0.4856
27,40.8,-73.77,10.0,42.2,6.3,0.0,0.4849
28,40.8,-73.77,10.0,43.4,9.0,0.0,0.4743
29,40.8,-73.77,10.0,52.0,7.1,0.0,0.4411
30,40.8,-73.77,10.0,48.4,4.3,0.0,0.4091
31,40.8,-73.77,10.0,44.7,6.1,0.0,0.3887
32,40.8,-73.77,10.0,44.3,4.4,0.0,0.3589
33,40.8,-73.77,10.0,43.1,4.7,0.0,0.3422
34,40.8,-73.77,10.0,43.3,7.3,0.0,0.3057
35,40.8,-73.77,10.0,46.3,15.8,0.0,0.2748
36,40.8,-73.77,10.0,47.9,19.3,0.0,0.2462
37,40.8,-73.77,10.0,49.2,8.0,0.0,0.226
38,40.8,-73.77,10.0,48.2,6.3,0.0,0.2152
39,40.8,-73.77,10.0,51.0,3.7,0.0,0.206
40,40.8,-73.77,10.0,54.3,7.8,0.0,0.1876
41,40.8,-73.77,10.0,52.8,5.9,0.0,0.1534
42,40.8,-73.77,10.0,50.0,12.1,0.0,0.1355
43,40.8,-73.77,10.0,44.1,19.1,0.0,0.129
44,40.8,-73.77,10.0,44.7,16.1,0.0,0.1366
45,40.8,-73.77,10.0,49.5,8.0,0.0,0.1306
46,40.8,-73.77,10.0,55.0,23.2,0.0,0.1201
47,40.8,-73.77,10.0,53.4,11.6,0.0,0.1142
48,40.8,-73.77,10.0,46.6,10.7,0.0,0.1113
49,40.8,-73.77,10.0,45.4,13.7,0.0,0.104
50,40.8,-73.77,10.0,41.9,11.1,0.0,0.0939
51,40.8,-73.77,10.0,42.8,7.1,0.0,0.0745
52,40.8,-73.77,10.0,48.2,12.0,0.0,0.0614
53,40.8,-73.77,10.0,52.0,8.1,0.0,0.0568
54,40.8,-73.77,10.0,49.0,11.8,0.0,0.0556
55,40.8,-73.77,10.0,42.0,18.2,0.0,0.0494
56,40.8,-73.77,10.0,43.9,7.1,0.0,0.0463
57,40.8,-73.77,10.0,45.1,6.0,0.0,0.0437
58,40.8,-73.77,10.0,49.2,3.8,0.0,0.0397
59,40.8,-73.77,10.0,47.7,6.5,0.0,0.0376
60,40.8,-73.77,10.0,43.6,14.6,0.0,0.0358
61,40.8,-73.77,10.0,48.4,9.6,0.0,0.0334
62,40.8,-73.77,10.0,49.2,4.5,0.0,0.0321
63,40.8,-73.77,10.0,54.0,10.7,0.0,0.0297
64,40.8,-73.77,10.0,55.7,8.0,0.0,0.0271
65,40.8,-73.77,10.0,58.5,9.5,0.0,0.0257
66,40.8,-73.77,10.0,63.1,7.7,0.0,0.0235
67,40.8,-73.77,10.0,62.7,10.3,0.0,0.0226
68,40.8,-73.77,10.0,51.9,11.0,0.0,0.0219
69,40.8,-73.77,10.0,49.9,4.2,0.0,0.0198
0,39.533333299999995,-74.45,12.0,40.9,4.2,0.0,0.9796
1,39.533333299999995,-74.45,12.0,39.3,6.3,0.46,0.9839
2,39.533333299999995,-74.45,12.0,41.9,4.6,0.0,0.9804
3,39.533333299999995,-74.45,12.0,52.9,6.5,0.0,0.9792
4,39.533333299999995,-74.45,12.0,56.2,10.6,0.0,0.9778
5,39.533333299999995,-74.45,12.0,54.8,6.9,0.0,0.9279
6,39.533333299999995,-74.45,12.0,44.1,4.6,0.0,0.9152
7,39.533333299999995,-74.45,12.0,56.6,8.0,0.0,0.8988
8,39.533333299999995,-74.45,12.0,53.4,4.7,0.0,0.9006
9,39.533333299999995,-74.45,12.0,45.4,5.2,0.01,0.8656
10,39.533333299999995,-74.45,12.0,38.9,6.8,0.0,0.8352
11,39.533333299999995,-74.45,12.0,48.9,7.2,0.0,0.8239
12,39.533333299999995,-74.45,12.0,48.2,5.4,0.01,0.8164
13,39.533333299999995,-74.45,12.0,49.9,5.2,0.0,0.7163
14,39.533333299999995,-74.45,12.0,60.0,7.8,0.0,0.7128
15,39.533333299999995,-74.45,12.0,57.8,6.4,0.0,0.6885
16,39.533333299999995,-74.45,12.0,38.6,7.3,0.0,0.6514
17,39.533333299999995,-74.45,12.0,44.0,14.2,0.02,0.6318
18,39.533333299999995,-74.45,12.0,43.1,5.0,0.0,0.613
19,39.533333299999995,-74.45,12.0,44.3,11.3,0.0,0.5767
20,39.533333299999995,-74.45,12.0,44.2,5.1,0.0,0.5567
21,39.533333299999995,-74.45,12.0,53.1,4.6,0.0,0.4846
22,39.533333299999995,-74.45,12.0,49.7,5.2,0.0,0.4114
23,39.533333299999995,-74.45,12.0,50.2,4.2,0.76,0.3875
24,39.533333299999995,-74.45,12.0,47.9,3.8,0.0,0.3393
25,39.533333299999995,-74.45,12.0,44.6,7.9,0.0,0.311
26,39.533333299999995,-74.45,12.0,43.5,9.6,0.05,0.2888
27,39.533333299999995,-74.45,12.0,44.5,6.2,0.0,0.276
28,39.533333299999995,-74.45,12.0,51.5,8.0,0.0,0.2611
29,39.533333299999995,-74.45,12.0,49.2,6.2,0.0,0.2518
30,39.533333299999995,-74.45,12.0,49.7,3.9,0.0,0.2354
31,39.533333299999995,-74.45,12.0,53.6,5.7,0.0,0.2619
32,39.533333299999995,-74.45,12.0,50.1,4.2,0.0,0.2389
33,39.533333299999995,-74.45,12.0,57.1,5.2,0.0,0.2327
