,Latitude,Longitude,Elevation,Temperature,Windspeed,Rain,Growth %
40,42.2706,-71.8731,304.8,38.4,17.1,0.66,34.5872
41,42.2706,-71.8731,304.8,38.2,13.9,0.07,33.8117
42,42.2706,-71.8731,304.8,43.6,9.3,0.0,32.874
43,42.2706,-71.8731,304.8,53.6,15.9,0.17,32.989
44,42.2706,-71.8731,304.8,49.0,12.6,1.42,33.1666
45,42.2706,-71.8731,304.8,42.7,9.4,0.0,34.7925
46,42.2706,-71.8731,304.8,36.4,8.8,0.0,31.5676
47,42.2706,-71.8731,304.8,36.1,11.2,0.0,26.957
48,42.2706,-71.8731,304.8,34.7,7.1,0.53,27.2312
49,42.2706,-71.8731,304.8,42.3,11.9,0.1,27.2901
50,42.2706,-71.8731,304.8,45.6,8.0,0.0,26.6883
51,42.2706,-71.8731,304.8,40.1,11.1,0.0,24.2231
52,42.2706,-71.8731,304.8,34.5,18.9,0.46,24.1991
53,42.2706,-71.8731,304.8,38.5,13.1,0.0,22.8845
54,42.2706,-71.8731,304.8,40.3,6.6,0.07,21.9028
55,42.2706,-71.8731,304.8,49.3,6.1,0.12,19.4718
56,42.2706,-71.8731,304.8,44.6,8.6,0.0,18.7912
57,42.2706,-71.8731,304.8,36.9,13.4,0.39,17.2295
58,42.2706,-71.8731,304.8,42.9,9.6,0.33,17.1127
59,42.2706,-71.8731,304.8,46.5,6.3,0.0,15.1559
60,42.2706,-71.8731,304.8,44.1,8.6,0.07,15.8738
61,42.2706,-71.8731,304.8,54.1,7.4,1.18,15.6613
62,42.2706,-71.8731,304.8,55.0,12.8,0.09,16.0582
63,42.2706,-71.8731,304.8,63.4,10.6,0.0,16.31
64,42.2706,-71.8731,304.8,59.5,11.1,0.0,17.1997
65,42.2706,-71.8731,304.8,47.2,11.4,0.0,16.938
66,42.2706,-71.8731,304.8,46.6,5.9,0.0,15.7362
67,42.2706,-71.8731,304.8,49.5,7.9,0.02,14.4243
68,42.2706,-71.8731,304.8,46.6,11.7,0.0,13.0185
69,42.2706,-71.8731,304.8,36.5,15.2,0.24,11.5501
70,42.2706,-71.8731,304.8,41.5,15.0,0.06,11.3028
71,42.2706,-71.8731,304.8,47.9,8.1,0.0,10.119
0,40.47,-74.0,10.0,43.5,10.3,0.0,85.7143
1,40.47,-74.0,10.0,49.8,11.3,0.0,90.9091
2,40.47,-74.0,10.0,47.6,18.3,0.0,87.5
3,40.47,-74.0,10.0,44.4,10.0,0.0,88.3721
4,40.47,-74.0,10.0,41.7,9.1,0.0,86.7925
5,40.47,-74.0,10.0,39.9,13.1,0.0,91.3043
6,40.47,-74.0,10.0,42.4,11.7,0.0,93.038
7,40.47,-74.0,10.0,51.9,10.9,0.0,94.1176
8,40.47,-74.0,10.0,57.1,14.5,0.0,92.3611
9,40.47,-74.0,10.0,51.5,10.6,0.0,89.7764
10,40.47,-74.0,10.0,44.3,6.3,0.0,91.4172
11,40.47,-74.0,10.0,50.1,12.7,0.0,91.6404
12,40.47,-74.0,10.0,48.6,10.0,0.0,88.2202
13,40.47,-74.0,10.0,46.2,8.0,0.0,81.8391
14,40.47,-74.0,10.0,39.8,10.8,0.0,76.8932
15,40.47,-74.0,10.0,43.8,7.6,0.0,74.7368
16,40.47,-74.0,10.0,46.0,9.9,0.0,75.9416
17,40.47,-74.0,10.0,45.7,7.7,0.0,65.6379
18,40.47,-74.0,10.0,51.5,8.1,0.0,63.6259
19,40.47,-74.0,10.0,50.9,12.0,0.0,62.1792
20,40.47,-74.0,10.0,39.4,10.8,0.0,63.0416
21,40.47,-74.0,10.0,39.4,17.4,0.0,59.5285
22,40.47,-74.0,10.0,43.1,10.2,0.0,58.8448
23,40.47,-74.0,10.0,43.7,12.5,0.0,57.1758
24,40.47,-74.0,10.0,43.5,8.4,0.0,55.1108
25,40.47,-74.0,10.0,52.6,8.5,0.0,50.143
26,40.47,-74.0,10.0,49.0,7.3,0.0,43.4402
27,40.47,-74.0,10.0,46.7,10.6,0.0,37.8071
28,40.47,-74.0,10.0,44.7,5.8,0.0,34.3226
29,40.47,-74.0,10.0,43.0,7.3,0.0,30.8019
30,40.47,-74.0,10.0,43.7,9.7,0.0,26.2979
31,40.47,-74.0,10.0,46.8,17.1,0.0,24.4475
32,40.47,-74.0,10.0,49.4,17.0,0.0,20.7975
33,40.47,-74.0,10.0,49.3,9.2,0.0,19.3684
34,40.47,-74.0,10.0,48.9,5.9,0.0,18.9334
35,40.47,-74.0,10.0,53.3,5.4,0.0,19.0516
36,40.47,-74.0,10.0,53.4,6.9,0.0,19.0823
37,40.47,-74.0,10.0,55.3,7.9,0.0,18.954
38,40.47,-74.0,10.0,51.6,14.8,0.0,17.9267
39,40.47,-74.0,10.0,45.0,24.9,0.0,17.772
40,40.47,-74.0,10.0,45.2,20.0,0.0,17.9859
41,40.47,-74.0,10.0,50.4,8.9,0.0,17.6688
42,40.47,-74.0,10.0,57.5,22.3,0.0,16.8779
43,40.47,-74.0,10.0,52.4,14.3,0.0,15.0875
44,40.47,-74.0,10.0,46.5,13.4,0.0,13.8988
45,40.47,-74.0,10.0,45.5,16.2,0.0,13.1775
46,40.47,-74.0,10.0,42.4,14.0,0.0,12.4592
47,40.47,-74.0,10.0,44.8,9.3,0.0,10.9229
48,40.47,-74.0,10.0,48.2,14.0,0.0,9.841
49,40.47,-74.0,10.0,52.0,7.4,0.0,9.7052
50,40.47,-74.0,10.0,50.5,15.0,0.0,10.2311
51,40.47,-74.0,10.0,43.2,21.7,0.0,9.8443
52,40.47,-74.0,10.0,44.2,6.8,0.0,9.2646
53,40.47,-74.0,10.0,46.0,9.3,0.0,9.1825
54,40.47,-74.0,10.0,49.7,6.7,0.0,9.0536
55,40.47,-74.0,10.0,48.2,11.5,0.0,8.7612
56,40.47,-74.0,10.0,44.5,10.9,0.0,8.7293
57,40.47,-74.0,10.0,48.0,8.8,0.0,7.8256
58,40.47,-74.0,10.0,50.3,7.7,0.0,7.5882
59,40.47,-74.0,10.0,51.9,15.0,0.0,7.1887
60,40.47,-74.0,10.0,54.5,7.5,0.0,6.5338
61,40.47,-74.0,10.0,58.1,11.0,0.0,6.6055
62,40.47,-74.0,10.0,61.4,8.9,0.0,6.0635
63,40.47,-74.0,10.0,63.1,11.0,0.0,5.6695
64,40.47,-74.0,10.0,52.0,15.1,0.0,5.743
65,40.47,-74.0,10.0,50.5,9.0,0.0,5.9806
0,26.61,-80.03,0.0,77.8,15.7,0.0,92.8571
1,26.61,-80.03,0.0,76.2,10.1,0.0,87.8049
2,26.61,-80.03,0.0,65.7,16.2,0.0,91.0714
3,26.61,-80.03,0.0,68.4,21.4,0.0,92.8571
4,26.61,-80.03,0.0,70.8,22.1,0.0,92.0455
5,26.61,-80.03,0.0,72.2,17.6,0.0,89.2157
6,26.61,-80.03,0.0,74.0,12.7,0.0,85.6115
7,26.61,-80.03,0.0,74.3,6.2,0.0,83.7209
8,26.61,-80.03,0.0,75.0,9.2,0.0,82.9876
9,26.61,-80.03,0.0,76.8,9.7,0.0,82.3899
10,26.61,-80.03,0.0,76.3,8.8,0.0,81.6754
11,26.61,-80.03,0.0,75.6,9.1,0.0,80.9524
12,26.61,-80.03,0.0,75.9,10.8,0.0,81.4882
13,26.61,-80.03,0.0,75.6,10.3,0.0,77.4351
14,26.61,-80.03,0.0,76.0,13.1,0.0,76.5986
15,26.61,-80.03,0.0,76.2,13.5,0.0,71.8458
16,26.61,-80.03,0.0,76.3,10.0,0.0,66.5966
17,26.61,-80.03,0.0,76.1,8.2,0.0,61.7234
18,26.61,-80.03,0.0,75.9,9.9,0.0,57.2222
19,26.61,-80.03,0.0,75.8,9.6,0.0,52.3768
20,26.61,-80.03,0.0,76.5,8.3,0.0,49.5908
21,26.61,-80.03,0.0,75.5,8.6,0.0,44.7784
22,26.61,-80.03,0.0,76.6,6.3,0.0,40.098
23,26.61,-80.03,0.0,75.9,9.5,0.0,36.491
24,26.61,-80.03,0.0,77.1,10.5,0.0,39.2944
25,26.61,-80.03,0.0,77.0,8.8,0.0,36.5452
26,26.61,-80.03,0.0,79.1,9.0,0.0,33.4292
27,26.61,-80.03,0.0,75.1,10.9,0.0,32.7093
28,26.61,-80.03,0.0,71.3,10.5,0.0,28.6327
29,26.61,-80.03,0.0,72.5,6.3,0.0,31.4957
30,26.61,-80.03,0.0,74.8,6.3,0.0,29.8221
31,26.61,-80.03,0.0,76.3,6.1,0.0,24.1697
32,26.61,-80.03,0.0,73.6,15.4,0.0,24.6236
33,26.61,-80.03,0.0,76.2,11.0,0.0,25.0216
34,26.61,-80.03,0.0,78.6,8.2,0.0,24.3648
35,26.61,-80.03,0.0,79.8,9.0,0.0,26.9201
36,26.61,-80.03,0.0,79.3,9.8,0.0,19.7075
37,26.61,-80.03,0.0,76.5,11.8,0.0,18.2236
38,26.61,-80.03,0.0,78.8,16.1,0.0,19.5547
39,26.61,-80.03,0.0,79.8,19.0,0.0,18.218
40,26.61,-80.03,0.0,79.8,11.4,0.0,19.3739
41,26.61,-80.03,0.0,80.0,12.7,0.0,17.463
42,26.61,-80.03,0.0,79.5,9.4,0.0,13.8129
43,26.61,-80.03,0.0,77.5,15.8,0.0,14.5114
44,26.61,-80.03,0.0,78.9,8.3,0.0,15.1397
45,26.61,-80.03,0.0,78.9,7.8,0.0,13.8427
46,26.61,-80.03,0.0,83.7,14.6,0.0,16.5609
47,26.61,-80.03,0.0,80.1,7.1,0.0,15.1417
48,26.61,-80.03,0.0,76.4,8.6,0.0,16.36
49,26.61,-80.03,0.0,80.0,15.5,0.0,17.4059
50,26.61,-80.03,0.0,81.9,16.0,0.0,15.8871
51,26.61,-80.03,0.0,78.7,11.4,0.0,18.9146
52,26.61,-80.03,0.0,78.0,7.0,0.0,19.1313
53,26.61,-80.03,0.0,72.7,10.3,0.0,14.8701
54,26.61,-80.03,0.0,75.1,12.5,0.0,17.1841
55,26.61,-80.03,0.0,77.5,14.0,0.0,16.6747
56,26.61,-80.03,0.0,77.6,12.2,0.0,16.16
57,26.61,-80.03,0.0,71.5,8.8,0.0,17.6806
58,26.61,-80.03,0.0,75.1,7.4,0.0,14.466
59,26.61,-80.03,0.0,76.4,7.5,0.0,14.4626
60,26.61,-80.03,0.0,76.7,6.4,0.0,16.5163
61,26.61,-80.03,0.0,78.0,9.0,0.0,12.9019
62,26.61,-80.03,0.0,78.8,8.5,0.0,12.5681
0,41.28,-72.88,10.0,38.5,8.0,0.0,95.8333
1,41.28,-72.88,10.0,39.6,6.1,0.0,89.6552
2,41.28,-72.88,10.0,47.0,6.8,0.0,90.2439
3,41.28,-72.88,10.0,48.5,6.4,0.0,91.0112
4,41.28,-72.88,10.0,49.5,6.4,0.0,92.126
5,41.28,-72.88,10.0,43.5,4.2,0.0,84.6154
6,41.28,-72.88,10.0,47.2,8.2,0.0,89.1892
7,41.28,-72.88,10.0,47.8,10.0,0.0,89.8305
8,41.28,-72.88,10.0,44.6,4.9,0.0,89.6429
9,41.28,-72.88,10.0,36.5,5.3,0.0,89.008
10,41.28,-72.88,10.0,40.6,5.5,0.0,82.7853
11,41.28,-72.88,10.0,43.3,3.8,0.0,79.2144
12,41.28,-72.88,10.0,43.3,4.8,0.0,75.8887
13,41.28,-72.88,10.0,46.4,3.9,0.0,75.0842
14,41.28,-72.88,10.0,49.1,7.0,0.0,76.9531
15,41.28,-72.88,10.0,36.6,4.8,0.0,75.9036
16,41.28,-72.88,10.0,36.4,7.9,0.0,74.5913
17,41.28,-72.88,10.0,41.4,5.5,0.0,68.9303
18,41.28,-72.88,10.0,40.7,3.5,0.0,68.5861
19,41.28,-72.88,10.0,41.5,4.5,0.0,70.3619
20,41.28,-72.88,10.0,51.4,5.8,0.0,62.6102
21,41.28,-72.88,10.0,47.9,3.5,0.0,62.2836
22,41.28,-72.88,10.0,46.3,6.1,0.0,60.5567
23,41.28,-72.88,10.0,44.2,3.3,0.0,56.2835
24,41.28,-72.88,10.0,42.0,3.9,0.0,53.0342
25,41.28,-72.88,10.0,42.9,3.8,0.0,48.2437
26,41.28,-72.88,10.0,46.6,9.0,0.0,47.5619
27,41.28,-72.88,10.0,47.1,7.6,0.0,47.2788
28,41.28,-72.88,10.0,48.6,4.7,0.0,42.7577
29,41.28,-72.88,10.0,47.2,5.4,0.0,39.5196
30,41.28,-72.88,10.0,50.0,3.4,0.0,36.305
31,41.28,-72.88,10.0,52.5,5.3,0.0,35.4997
32,41.28,-72.88,10.0,49.8,3.3,0.0,35.3295
33,41.28,-72.88,10.0,48.1,6.7,0.0,31.3489
34,41.28,-72.88,10.0,44.6,16.6,0.0,28.0942
35,41.28,-72.88,10.0,45.0,11.7,0.0,27.1317
36,41.28,-72.88,10.0,46.9,4.5,0.0,27.4609
37,41.28,-72.88,10.0,54.3,14.1,0.0,24.6103
38,41.28,-72.88,10.0,52.0,8.6,0.0,22.5138
39,41.28,-72.88,10.0,46.9,8.2,0.0,19.3477
40,41.28,-72.88,10.0,44.6,10.4,0.0,19.5329
41,41.28,-72.88,10.0,41.3,10.6,0.0,20.4304
42,41.28,-72.88,10.0,40.3,4.4,0.0,18.8809
43,41.28,-72.88,10.0,44.5,8.6,0.0,16.3136
44,41.28,-72.88,10.0,50.5,4.2,0.0,13.7731
45,41.28,-72.88,10.0,46.5,8.5,0.0,14.9694
46,41.28,-72.88,10.0,40.9,12.9,0.0,14.4198
47,41.28,-72.88,10.0,40.9,5.5,0.0,13.1597
48,41.28,-72.88,10.0,43.5,3.9,0.0,11.1061
49,41.28,-72.88,10.0,47.7,3.7,0.0,11.7369
50,41.28,-72.88,10.0,47.9,5.7,0.0,12.8678
51,41.28,-72.88,10.0,43.3,5.2,0.0,12.419
52,41.28,-72.88,10.0,48.2,7.5,0.0,11.5907
53,41.28,-72.88,10.0,48.1,4.7,0.0,12.0272
54,41.28,-72.88,10.0,48.7,9.1,0.0,10.6466
55,41.28,-72.88,10.0,54.2,7.6,0.0,10.0597
56,41.28,-72.88,10.0,58.7,9.5,0.0,9.7667
57,41.28,-72.88,10.0,57.3,6.3,0.0,9.3513
58,41.28,-72.88,10.0,61.8,7.9,0.0,10.4275
59,41.28,-72.88,10.0,51.5,10.0,0.0,9.5617
60,41.28,-72.88,10.0,49.1,4.0,0.0,9.6061
0,40.8,-73.77,10.0,41.4,16.0,0.0,97.561
1,40.8,-73.77,10.0,33.5,19.5,0.0,92.1569
2,40.8,-73.77,10.0,32.6,14.6,0.0,94.9367
3,40.8,-73.77,10.0,30.9,14.2,0.0,94.898
4,40.8,-73.77,10.0,41.9,9.5,0.0,84.4037
5,40.8,-73.77,10.0,49.1,9.3,0.0,85.4962
6,40.8,-73.77,10.0,48.4,16.4,0.0,84.6995
7,40.8,-73.77,10.0,44.0,10.3,0.0,89.267
8,40.8,-73.77,10.0,40.5,7.3,0.0,93.2361
9,40.8,-73.77,10.0,38.8,15.9,0.0,93.5981
10,40.8,-73.77,10.0,42.7,9.2,0.0,94.8421
11,40.8,-73.77,10.0,53.3,11.2,0.0,95.5364
12,40.8,-73.77,10.0,56.0,11.5,0.0,95.4339
13,40.8,-73.77,10.0,51.2,8.0,0.0,94.4292
14,40.8,-73.77,10.0,44.2,3.3,0.0,90.2402
15,40.8,-73.77,10.0,50.1,9.2,0.0,83.8093
16,40.8,-73.77,10.0,46.6,11.8,0.0,77.7136
17,40.8,-73.77,10.0,45.1,8.3,0.0,70.5198
18,40.8,-73.77,10.0,38.4,8.4,0.0,66.7484
19,40.8,-73.77,10.0,43.0,4.9,0.0,66.4209
20,40.8,-73.77,10.0,46.3,8.1,0.0,65.6201
21,40.8,-73.77,10.0,44.3,5.3,0.0,63.0301
22,40.8,-73.77,10.0,51.6,6.3,0.0,61.2691
23,40.8,-73.77,10.0,51.1,13.4,0.0,58.5119
24,40.8,-73.77,10.0,38.5,8.6,0.0,55.2368
25,40.8,-73.77,10.0,37.2,5.9,0.0,52.9713
26,40.8,-73.77,10.0,41.4,10.3,0.0,48.5611
27,40.8,-73.77,10.0,42.2,6.3,0.0,48.485
28,40.8,-73.77,10.0,43.4,9.0,0.0,47.433
29,40.8,-73.77,10.0,52.0,7.1,0.0,44.1056
30,40.8,-73.77,10.0,48.4,4.3,0.0,40.9051
31,40.8,-73.77,10.0,44.7,6.1,0.0,38.8698
32,40.8,-73.77,10.0,44.3,4.4,0.0,35.8896
33,40.8,-73.77,10.0,43.1,4.7,0.0,34.2178
34,40.8,-73.77,10.0,43.3,7.3,0.0,30.5708
35,40.8,-73.77,10.0,46.3,15.8,0.0,27.4809
36,40.8,-73.77,10.0,47.9,19.3,0.0,24.6224
37,40.8,-73.77,10.0,49.2,8.0,0.0,22.6045
38,40.8,-73.77,10.0,48.2,6.3,0.0,21.524
39,40.8,-73.77,10.0,51.0,3.7,0.0,20.5985
40,40.8,-73.77,10.0,54.3,7.8,0.0,18.7554
41,40.8,-73.77,10.0,52.8,5.9,0.0,15.3383
42,40.8,-73.77,10.0,50.0,12.1,0.0,13.5475
43,40.8,-73.77,10.0,44.1,19.1,0.0,12.8979
44,40.8,-73.77,10.0,44.7,16.1,0.0,13.6635
45,40.8,-73.77,10.0,49.5,8.0,0.0,13.0612
46,40.8,-73.77,10.0,55.0,23.2,0.0,12.012
47,40.8,-73.77,10.0,53.4,11.6,0.0,11.418
48,40.8,-73.77,10.0,46.6,10.7,0.0,11.1252
49,40.8,-73.77,10.0,45.4,13.7,0.0,10.4033
50,40.8,-73.77,10.0,41.9,11.1,0.0,9.3913
51,40.8,-73.77,10.0,42.8,7.1,0.0,7.4509
52,40.8,-73.77,10.0,48.2,12.0,0.0,6.1392
53,40.8,-73.77,10.0,52.0,8.1,0.0,5.681
54,40.8,-73.77,10.0,49.0,11.8,0.0,5.5636
55,40.8,-73.77,10.0,42.0,18.2,0.0,4.9398
56,40.8,-73.77,10.0,43.9,7.1,0.0,4.6259
57,40.8,-73.77,10.0,45.1,6.0,0.0,4.3663
58,40.8,-73.77,10.0,49.2,3.8,0.0,3.9681
59,40.8,-73.77,10.0,47.7,6.5,0.0,3.7601
60,40.8,-73.77,10.0,43.6,14.6,0.0,3.5788
61,40.8,-73.77,10.0,48.4,9.6,0.0,3.3356
62,40.8,-73.77,10.0,49.2,4.5,0.0,3.2057
63,40.8,-73.77,10.0,54.0,10.7,0.0,2.9683
64,40.8,-73.77,10.0,55.7,8.0,0.0,2.7069
65,40.8,-73.77,10.0,58.5,9.5,0.0,2.5747
66,40.8,-73.77,10.0,63.1,7.7,0.0,2.3482
67,40.8,-73.77,10.0,62.7,10.3,0.0,2.2639
68,40.8,-73.77,10.0,51.9,11.0,0.0,2.1911
69,40.8,-73.77,10.0,49.9,4.2,0.0,1.9838
0,39.533333299999995,-74.45,12.0,40.9,4.2,0.0,97.9592
1,39.533333299999995,-74.45,12.0,39.3,6.3,0.46,98.3871
2,39.533333299999995,-74.45,12.0,41.9,4.6,0.0,98.0392
3,39.533333299999995,-74.45,12.0,52.9,6.5,0.0,97.9167
4,39.533333299999995,-74.45,12.0,56.2,10.6,0.0,97.7778
5,39.533333299999995,-74.45,12.0,54.8,6.9,0.0,92.7928
6,39.533333299999995,-74.45,12.0,44.1,4.6,0.0,91.5167
7,39.533333299999995,-74.45,12.0,56.6,8.0,0.0,89.876
8,39.533333299999995,-74.45,12.0,53.4,4.7,0.0,90.0641
9,39.533333299999995,-74.45,12.0,45.4,5.2,0.01,86.5613
10,39.533333299999995,-74.45,12.0,38.9,6.8,0.0,83.524
11,39.533333299999995,-74.45,12.0,48.9,7.2,0.0,82.3875
12,39.533333299999995,-74.45,12.0,48.2,5.4,0.01,81.6377
13,39.533333299999995,-74.45,12.0,49.9,5.2,0.0,71.6265
14,39.533333299999995,-74.45,12.0,60.0,7.8,0.0,71.276
15,39.533333299999995,-74.45,12.0,57.8,6.4,0.0,68.8467
16,39.533333299999995,-74.45,12.0,38.6,7.3,0.0,65.1355
17,39.533333299999995,-74.45,12.0,44.0,14.2,0.02,63.1845
18,39.533333299999995,-74.45,12.0,43.1,5.0,0.0,61.3025
19,39.533333299999995,-74.45,12.0,44.3,11.3,0.0,57.6681
20,39.533333299999995,-74.45,12.0,44.2,5.1,0.0,55.6741
21,39.533333299999995,-74.45,12.0,53.1,4.6,0.0,48.4552
22,39.533333299999995,-74.45,12.0,49.7,5.2,0.0,41.1402
23,39.533333299999995,-74.45,12.0,50.2,4.2,0.76,38.7451
24,39.533333299999995,-74.45,12.0,47.9,3.8,0.0,33.9271
25,39.533333299999995,-74.45,12.0,44.6,7.9,0.0,31.0984
26,39.533333299999995,-74.45,12.0,43.5,9.6,0.05,28.8845
27,39.533333299999995,-74.45,12.0,44.5,6.2,0.0,27.5983
28,39.533333299999995,-74.45,12.0,51.5,8.0,0.0,26.1076
29,39.533333299999995,-74.45,12.0,49.2,6.2,0.0,25.1759
30,39.533333299999995,-74.45,12.0,49.7,3.9,0.0,23.537
31,39.533333299999995,-74.45,12.0,53.6,5.7,0.0,26.1915
32,39.533333299999995,-74.45,12.0,50.1,4.2,0.0,23.888
33,39.533333299999995,-74.45,12.0,57.1,5.2,0.0,23.2709
