Station ID,Date,Latitude,Longitude,Elevation,Burlington_NJ.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99768799999,2020-04-16,40.08,-74.88,9.0,Burlington_NJ.csv,45.0,24,7.6,0.0,I
99768799999,2020-04-17,40.08,-74.88,9.0,Burlington_NJ.csv,42.4,24,5.5,0.0,I
99768799999,2020-04-18,40.08,-74.88,9.0,Burlington_NJ.csv,45.4,24,4.1,0.0,I
99768799999,2020-04-19,40.08,-74.88,9.0,Burlington_NJ.csv,46.3,24,7.7,0.0,I
99768799999,2020-04-20,40.08,-74.88,9.0,Burlington_NJ.csv,53.9,24,4.1,0.0,I
99768799999,2020-04-21,40.08,-74.88,9.0,Burlington_NJ.csv,51.2,23,7.0,0.0,I
99768799999,2020-04-22,40.08,-74.88,9.0,Burlington_NJ.csv,43.3,24,10.6,0.0,I
99768799999,2020-04-23,40.08,-74.88,9.0,Burlington_NJ.csv,46.2,24,3.7,0.0,I
99768799999,2020-04-24,40.08,-74.88,9.0,Burlington_NJ.csv,46.0,24,5.6,0.0,I
99768799999,2020-04-25,40.08,-74.88,9.0,Burlington_NJ.csv,52.2,24,2.4,0.0,I
99768799999,2020-04-26,40.08,-74.88,9.0,Burlington_NJ.csv,49.2,24,7.4,0.0,I
99768799999,2020-04-27,40.08,-74.88,9.0,Burlington_NJ.csv,45.6,24,4.8,0.0,I
99768799999,2020-04-28,40.08,-74.88,9.0,Burlington_NJ.csv,50.0,24,5.0,0.0,I
99768799999,2020-04-29,40.08,-74.88,9.0,Burlington_NJ.csv,54.4,24,7.2,0.0,I
99768799999,2020-04-30,40.08,-74.88,9.0,Burlington_NJ.csv,59.8,24,11.3,0.0,I
99768799999,2020-05-01,40.08,-74.88,9.0,Burlington_NJ.csv,60.2,24,4.7,0.0,I
99768799999,2020-05-02,40.08,-74.88,9.0,Burlington_NJ.csv,60.9,24,5.7,0.0,I
99768799999,2020-05-03,40.08,-74.88,9.0,Burlington_NJ.csv,64.0,24,6.9,0.0,I
99768799999,2020-05-04,40.08,-74.88,9.0,Burlington_NJ.csv,65.8,24,5.6,0.0,I
99768799999,2020-05-05,40.08,-74.88,9.0,Burlington_NJ.csv,52.5,24,5.0,0.0,I
99768799999,2020-05-06,40.08,-74.88,9.0,Burlington_NJ.csv,51.4,24,4.0,0.0,I
99768799999,2020-05-07,40.08,-74.88,9.0,Burlington_NJ.csv,52.0,24,6.8,0.0,I
99768799999,2020-05-08,40.08,-74.88,9.0,Burlington_NJ.csv,53.0,24,4.4,0.0,I
99768799999,2020-05-09,40.08,-74.88,9.0,Burlington_NJ.csv,40.7,24,9.7,0.0,I
99768799999,2020-05-10,40.08,-74.88,9.0,Burlington_NJ.csv,48.7,24,12.8,0.0,I
99768799999,2020-05-11,40.08,-74.88,9.0,Burlington_NJ.csv,52.1,24,7.1,0.0,I
99768799999,2020-05-12,40.08,-74.88,9.0,Burlington_NJ.csv,50.0,24,8.8,0.0,I
99768799999,2020-05-13,40.08,-74.88,9.0,Burlington_NJ.csv,50.8,21,4.3,0.0,I
