Station ID,Date,Latitude,Longitude,Elevation,SanBernardino_CA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99999923122,2020-02-02,34.09528,-117.23472,353.3,SanBernardino_CA.csv,61.7,21,3.1,0.0,I
99999923122,2020-02-03,34.09528,-117.23472,353.3,SanBernardino_CA.csv,55.3,23,9.4,99.99, 
99999923122,2020-02-04,34.09528,-117.23472,353.3,SanBernardino_CA.csv,50.4,23,16.7,0.0,I
99999923122,2020-02-05,34.09528,-117.23472,353.3,SanBernardino_CA.csv,48.6,23,4.9,0.0,I
99999923122,2020-02-06,34.09528,-117.23472,353.3,SanBernardino_CA.csv,50.7,22,1.9,0.0,I
99999923122,2020-02-07,34.09528,-117.23472,353.3,SanBernardino_CA.csv,52.2,23,1.7,0.0,I
99999923122,2020-02-08,34.09528,-117.23472,353.3,SanBernardino_CA.csv,56.3,23,1.3,0.0,I
99999923122,2020-02-09,34.09528,-117.23472,353.3,SanBernardino_CA.csv,54.0,22,3.6,99.99, 
99999923122,2020-02-10,34.09528,-117.23472,353.3,SanBernardino_CA.csv,55.1,23,13.8,99.99, 
99999923122,2020-02-11,34.09528,-117.23472,353.3,SanBernardino_CA.csv,64.0,23,9.6,0.0,I
99999923122,2020-02-12,34.09528,-117.23472,353.3,SanBernardino_CA.csv,53.8,24,2.9,0.0,I
99999923122,2020-02-13,34.09528,-117.23472,353.3,SanBernardino_CA.csv,55.5,22,1.5,0.0,I
99999923122,2020-02-14,34.09528,-117.23472,353.3,SanBernardino_CA.csv,56.6,23,2.2,0.0,I
99999923122,2020-02-15,34.09528,-117.23472,353.3,SanBernardino_CA.csv,55.5,21,2.4,0.0,I
99999923122,2020-02-16,34.09528,-117.23472,353.3,SanBernardino_CA.csv,57.7,22,1.5,0.0,I
99999923122,2020-02-17,34.09528,-117.23472,353.3,SanBernardino_CA.csv,60.3,22,2.5,0.0,I
99999923122,2020-02-18,34.09528,-117.23472,353.3,SanBernardino_CA.csv,58.2,20,2.0,0.0,I
99999923122,2020-02-19,34.09528,-117.23472,353.3,SanBernardino_CA.csv,59.2,20,2.6,0.0,I
99999923122,2020-02-20,34.09528,-117.23472,353.3,SanBernardino_CA.csv,61.2,20,2.0,0.0,I
99999923122,2020-02-21,34.09528,-117.23472,353.3,SanBernardino_CA.csv,65.2,23,3.3,0.0,I
99999923122,2020-02-22,34.09528,-117.23472,353.3,SanBernardino_CA.csv,61.2,24,5.2,99.99, 
99999923122,2020-02-23,34.09528,-117.23472,353.3,SanBernardino_CA.csv,54.0,24,2.0,99.99, 
99999923122,2020-02-24,34.09528,-117.23472,353.3,SanBernardino_CA.csv,55.8,20,1.6,0.0,I
99999923122,2020-02-25,34.09528,-117.23472,353.3,SanBernardino_CA.csv,63.0,23,5.2,0.0,I
99999923122,2020-02-26,34.09528,-117.23472,353.3,SanBernardino_CA.csv,62.0,23,2.5,0.0,I
99999923122,2020-02-27,34.09528,-117.23472,353.3,SanBernardino_CA.csv,63.6,23,2.0,0.0,I
99999923122,2020-02-28,34.09528,-117.23472,353.3,SanBernardino_CA.csv,67.5,22,2.4,0.0,I
99999923122,2020-02-29,34.09528,-117.23472,353.3,SanBernardino_CA.csv,61.7,20,1.6,0.0,I
99999923122,2020-03-01,34.09528,-117.23472,353.3,SanBernardino_CA.csv,55.0,15,6.6,99.99, 
99999923122,2020-03-02,34.09528,-117.23472,353.3,SanBernardino_CA.csv,52.5,23,7.7,99.99, 
99999923122,2020-03-03,34.09528,-117.23472,353.3,SanBernardino_CA.csv,67.0,21,11.1,0.0,I
99999923122,2020-03-04,34.09528,-117.23472,353.3,SanBernardino_CA.csv,63.5,22,3.6,0.0,I
99999923122,2020-03-05,34.09528,-117.23472,353.3,SanBernardino_CA.csv,63.3,22,1.8,0.0,I
99999923122,2020-03-06,34.09528,-117.23472,353.3,SanBernardino_CA.csv,66.8,21,2.1,0.0,I
99999923122,2020-03-07,34.09528,-117.23472,353.3,SanBernardino_CA.csv,59.1,22,3.9,0.0,I
99999923122,2020-03-08,34.09528,-117.23472,353.3,SanBernardino_CA.csv,57.7,23,4.3,0.0,I
99999923122,2020-03-09,34.09528,-117.23472,353.3,SanBernardino_CA.csv,57.9,23,2.8,0.0,I
99999923122,2020-03-10,34.09528,-117.23472,353.3,SanBernardino_CA.csv,60.9,23,3.0,99.99, 
99999923122,2020-03-11,34.09528,-117.23472,353.3,SanBernardino_CA.csv,61.1,23,3.7,99.99, 
99999923122,2020-03-12,34.09528,-117.23472,353.3,SanBernardino_CA.csv,58.5,24,4.9,99.99, 
99999923122,2020-03-13,34.09528,-117.23472,353.3,SanBernardino_CA.csv,53.7,22,2.2,99.99, 
99999923122,2020-03-14,34.09528,-117.23472,353.3,SanBernardino_CA.csv,56.0,23,2.1,99.99, 
99999923122,2020-03-15,34.09528,-117.23472,353.3,SanBernardino_CA.csv,56.9,23,3.3,99.99, 
99999923122,2020-03-16,34.09528,-117.23472,353.3,SanBernardino_CA.csv,57.0,21,3.8,0.0,I
99999923122,2020-03-17,34.09528,-117.23472,353.3,SanBernardino_CA.csv,53.6,23,4.0,99.99, 
99999923122,2020-03-18,34.09528,-117.23472,353.3,SanBernardino_CA.csv,49.2,22,3.0,0.0,I
99999923122,2020-03-19,34.09528,-117.23472,353.3,SanBernardino_CA.csv,52.0,23,4.2,99.99, 
99999923122,2020-03-20,34.09528,-117.23472,353.3,SanBernardino_CA.csv,53.5,22,0.9,99.99, 
99999923122,2020-03-21,34.09528,-117.23472,353.3,SanBernardino_CA.csv,56.3,23,1.7,0.0,I
99999923122,2020-03-22,34.09528,-117.23472,353.3,SanBernardino_CA.csv,58.6,22,3.2,0.0,I
99999923122,2020-03-23,34.09528,-117.23472,353.3,SanBernardino_CA.csv,57.8,22,3.1,99.99, 
99999923122,2020-03-24,34.09528,-117.23472,353.3,SanBernardino_CA.csv,56.5,22,2.6,99.99, 
99999923122,2020-03-25,34.09528,-117.23472,353.3,SanBernardino_CA.csv,56.4,22,4.3,0.0,I
99999923122,2020-03-26,34.09528,-117.23472,353.3,SanBernardino_CA.csv,52.9,22,4.7,0.0,I
99999923122,2020-03-27,34.09528,-117.23472,353.3,SanBernardino_CA.csv,52.8,21,5.5,99.99, 
99999923122,2020-03-28,34.09528,-117.23472,353.3,SanBernardino_CA.csv,53.8,23,2.9,0.0,I
99999923122,2020-03-29,34.09528,-117.23472,353.3,SanBernardino_CA.csv,55.1,20,2.8,0.0,I
99999923122,2020-03-30,34.09528,-117.23472,353.3,SanBernardino_CA.csv,58.0,22,2.8,0.0,I
99999923122,2020-03-31,34.09528,-117.23472,353.3,SanBernardino_CA.csv,63.0,21,1.3,0.0,I
99999923122,2020-04-01,34.09528,-117.23472,353.3,SanBernardino_CA.csv,65.4,14,1.8,0.0,I
99999923122,2020-04-02,34.09528,-117.23472,353.3,SanBernardino_CA.csv,62.3,23,3.0,0.0,I
99999923122,2020-04-03,34.09528,-117.23472,353.3,SanBernardino_CA.csv,61.4,21,5.9,0.0,I
99999923122,2020-04-04,34.09528,-117.23472,353.3,SanBernardino_CA.csv,60.3,23,3.2,0.0,I
99999923122,2020-04-05,34.09528,-117.23472,353.3,SanBernardino_CA.csv,59.0,23,4.5,99.99, 
99999923122,2020-04-06,34.09528,-117.23472,353.3,SanBernardino_CA.csv,55.2,23,6.5,99.99, 
99999923122,2020-04-07,34.09528,-117.23472,353.3,SanBernardino_CA.csv,54.9,23,0.5,99.99, 
99999923122,2020-04-08,34.09528,-117.23472,353.3,SanBernardino_CA.csv,52.7,20,3.8,99.99, 
99999923122,2020-04-09,34.09528,-117.23472,353.3,SanBernardino_CA.csv,49.9,19,3.2,99.99, 
99999923122,2020-04-10,34.09528,-117.23472,353.3,SanBernardino_CA.csv,51.2,21,1.3,99.99, 
99999923122,2020-04-11,34.09528,-117.23472,353.3,SanBernardino_CA.csv,56.1,24,0.8,0.0,I
99999923122,2020-04-12,34.09528,-117.23472,353.3,SanBernardino_CA.csv,58.3,23,3.4,99.99, 
99999923122,2020-04-13,34.09528,-117.23472,353.3,SanBernardino_CA.csv,56.4,22,2.7,99.99, 
99999923122,2020-04-14,34.09528,-117.23472,353.3,SanBernardino_CA.csv,61.1,22,3.6,0.0,I
99999923122,2020-04-15,34.09528,-117.23472,353.3,SanBernardino_CA.csv,66.1,22,4.2,0.0,I
99999923122,2020-04-16,34.09528,-117.23472,353.3,SanBernardino_CA.csv,64.1,23,3.2,0.0,I
99999923122,2020-04-17,34.09528,-117.23472,353.3,SanBernardino_CA.csv,61.1,23,1.9,0.0,I
99999923122,2020-04-18,34.09528,-117.23472,353.3,SanBernardino_CA.csv,58.8,24,3.6,99.99, 
99999923122,2020-04-19,34.09528,-117.23472,353.3,SanBernardino_CA.csv,59.0,22,3.4,0.0,I
99999923122,2020-04-20,34.09528,-117.23472,353.3,SanBernardino_CA.csv,59.8,23,3.5,0.0,I
99999923122,2020-04-21,34.09528,-117.23472,353.3,SanBernardino_CA.csv,63.0,23,5.7,0.0,I
99999923122,2020-04-22,34.09528,-117.23472,353.3,SanBernardino_CA.csv,67.7,22,4.2,0.0,I
99999923122,2020-04-23,34.09528,-117.23472,353.3,SanBernardino_CA.csv,73.4,23,3.5,0.0,I
99999923122,2020-04-24,34.09528,-117.23472,353.3,SanBernardino_CA.csv,79.5,22,3.5,0.0,I
99999923122,2020-04-25,34.09528,-117.23472,353.3,SanBernardino_CA.csv,81.3,24,2.6,0.0,I
99999923122,2020-04-26,34.09528,-117.23472,353.3,SanBernardino_CA.csv,79.8,23,3.3,0.0,I
99999923122,2020-04-27,34.09528,-117.23472,353.3,SanBernardino_CA.csv,76.3,21,3.2,0.0,I
99999923122,2020-04-28,34.09528,-117.23472,353.3,SanBernardino_CA.csv,74.6,20,2.7,0.0,I
99999923122,2020-04-29,34.09528,-117.23472,353.3,SanBernardino_CA.csv,73.8,20,2.5,0.0,I
99999923122,2020-04-30,34.09528,-117.23472,353.3,SanBernardino_CA.csv,71.4,22,3.9,0.0,I
99999923122,2020-05-01,34.09528,-117.23472,353.3,SanBernardino_CA.csv,69.4,14,1.7,0.0,I
99999923122,2020-05-02,34.09528,-117.23472,353.3,SanBernardino_CA.csv,70.9,24,2.7,0.0,I
99999923122,2020-05-03,34.09528,-117.23472,353.3,SanBernardino_CA.csv,70.4,23,3.5,0.0,I
99999923122,2020-05-04,34.09528,-117.23472,353.3,SanBernardino_CA.csv,71.1,19,4.3,0.0,I
99999923122,2020-05-05,34.09528,-117.23472,353.3,SanBernardino_CA.csv,79.9,22,3.4,0.0,I
99999923122,2020-05-06,34.09528,-117.23472,353.3,SanBernardino_CA.csv,81.5,21,2.3,0.0,I
99999923122,2020-05-07,34.09528,-117.23472,353.3,SanBernardino_CA.csv,82.4,23,2.9,0.0,I
99999923122,2020-05-08,34.09528,-117.23472,353.3,SanBernardino_CA.csv,80.5,21,2.6,0.0,I
99999923122,2020-05-09,34.09528,-117.23472,353.3,SanBernardino_CA.csv,75.3,22,3.6,0.0,I
99999923122,2020-05-10,34.09528,-117.23472,353.3,SanBernardino_CA.csv,71.5,21,3.8,0.0,I
99999923122,2020-05-11,34.09528,-117.23472,353.3,SanBernardino_CA.csv,70.8,23,5.7,0.0,I
99999923122,2020-05-12,34.09528,-117.23472,353.3,SanBernardino_CA.csv,66.1,22,5.4,0.0,I
99999923122,2020-05-13,34.09528,-117.23472,353.3,SanBernardino_CA.csv,64.7,20,5.4,0.0,I
99999923122,2020-05-14,34.09528,-117.23472,353.3,SanBernardino_CA.csv,66.1,24,4.4,0.0,I
99999923122,2020-05-15,34.09528,-117.23472,353.3,SanBernardino_CA.csv,69.0,22,2.4,0.0,I
99999923122,2020-05-16,34.09528,-117.23472,353.3,SanBernardino_CA.csv,73.6,24,3.7,0.0,I
99999923122,2020-05-17,34.09528,-117.23472,353.3,SanBernardino_CA.csv,74.4,23,4.3,0.0,I
99999923122,2020-05-18,34.09528,-117.23472,353.3,SanBernardino_CA.csv,72.6,6,8.3,0.0,I
