Station ID,Date,Latitude,Longitude,Elevation,Fairfax_VA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99778299999,2020-02-12,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,50.7,24,3.5,0.0,I
99778299999,2020-02-13,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,53.5,24,7.2,0.0,I
99778299999,2020-02-14,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,47.3,24,4.6,0.0,I
99778299999,2020-02-15,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,34.5,24,4.5,0.0,I
99778299999,2020-02-16,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,40.5,24,7.9,0.0,I
99778299999,2020-02-17,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,48.4,24,2.6,0.0,I
99778299999,2020-02-18,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,47.2,24,2.8,0.0,I
99778299999,2020-02-19,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,51.3,24,4.0,0.0,I
99778299999,2020-02-20,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,42.0,24,2.5,0.0,I
99778299999,2020-02-21,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,32.8,24,9.4,0.0,I
99778299999,2020-02-22,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,36.9,24,5.4,0.0,I
99778299999,2020-02-23,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,44.6,24,5.6,0.0,I
99778299999,2020-02-24,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,48.0,24,5.9,0.0,I
99778299999,2020-02-25,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,50.8,24,5.5,0.0,I
99778299999,2020-02-26,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,52.1,24,6.1,0.0,I
99778299999,2020-02-27,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,48.1,23,18.2,0.0,I
99778299999,2020-02-28,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,42.5,24,15.5,0.0,I
99778299999,2020-02-29,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,41.8,24,13.5,0.0,I
99778299999,2020-03-01,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,39.8,24,6.5,0.0,I
99778299999,2020-03-02,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,49.1,24,11.3,0.0,I
99778299999,2020-03-03,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,56.0,24,9.7,0.0,I
99778299999,2020-03-04,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,54.9,24,9.9,0.0,I
99778299999,2020-03-05,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,50.1,24,5.2,0.0,I
99778299999,2020-03-06,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,46.9,24,5.3,0.0,I
99778299999,2020-03-07,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,46.1,24,9.8,0.0,I
99778299999,2020-03-08,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,46.5,23,3.0,0.0,I
99778299999,2020-03-09,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,52.9,24,9.2,0.0,I
99778299999,2020-03-10,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,58.2,23,12.4,0.0,I
99778299999,2020-03-11,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,55.5,19,9.6,0.0,I
99778299999,2020-03-12,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,53.2,23,2.7,0.0,I
99778299999,2020-03-13,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,59.9,19,9.5,0.0,I
99778299999,2020-03-14,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,54.7,13,6.3,0.0,I
99778299999,2020-03-15,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,50.0,24,9.6,0.0,I
99778299999,2020-03-16,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,47.3,24,8.4,0.0,I
99778299999,2020-03-17,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,50.4,23,5.7,0.0,I
99778299999,2020-03-18,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,53.6,24,7.3,0.0,I
99778299999,2020-03-19,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,58.9,24,5.1,0.0,I
99778299999,2020-03-20,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,68.6,22,13.2,0.0,I
99778299999,2020-03-21,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,59.0,23,8.5,0.0,I
99778299999,2020-03-22,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,49.3,23,9.4,0.0,I
99778299999,2020-03-23,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,48.8,19,14.2,0.0,I
99778299999,2020-03-24,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,50.9,23,7.4,0.0,I
99778299999,2020-03-25,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,49.9,19,12.1,0.0,I
99778299999,2020-03-26,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,48.6,23,6.7,0.0,I
99778299999,2020-03-27,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,59.1,22,8.7,0.0,I
99778299999,2020-03-28,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,60.0,22,2.8,0.0,I
99778299999,2020-03-29,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,59.2,23,6.7,0.0,I
99778299999,2020-03-30,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,65.0,22,8.4,0.0,I
99778299999,2020-03-31,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,53.7,22,8.6,0.0,I
99778299999,2020-04-01,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,47.3,24,7.6,0.0,I
99778299999,2020-04-02,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,52.2,20,13.2,0.0,I
99778299999,2020-04-03,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,56.9,20,14.6,0.0,I
99778299999,2020-04-04,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,53.4,21,6.0,0.0,I
99778299999,2020-04-05,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,52.6,22,3.2,0.0,I
99778299999,2020-04-06,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,57.7,19,5.3,0.0,I
99778299999,2020-04-07,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,60.8,22,4.4,0.0,I
99778299999,2020-04-08,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,64.3,20,8.3,0.0,I
99778299999,2020-04-09,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,66.4,21,11.3,0.0,I
99778299999,2020-04-10,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,54.2,23,16.6,0.0,I
99778299999,2020-04-11,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,51.8,24,7.4,0.0,I
99778299999,2020-04-12,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,60.2,22,11.0,0.0,I
99778299999,2020-04-13,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,68.0,23,21.4,0.0,I
99778299999,2020-04-14,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,58.7,22,10.0,0.0,I
99778299999,2020-04-15,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,47.7,23,10.7,0.0,I
99778299999,2020-04-16,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,50.7,20,10.2,0.0,I
99778299999,2020-04-17,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,55.2,22,8.4,0.0,I
99778299999,2020-04-18,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,60.8,23,16.2,0.0,I
99778299999,2020-04-19,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,55.4,22,5.7,0.0,I
99778299999,2020-04-20,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,58.1,22,6.5,0.0,I
99778299999,2020-04-21,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,58.0,23,12.7,0.0,I
99778299999,2020-04-22,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,55.4,22,5.4,0.0,I
99778299999,2020-04-23,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,59.4,22,9.3,0.0,I
99778299999,2020-04-24,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,64.0,19,11.2,0.0,I
99778299999,2020-04-25,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,54.9,20,3.2,0.0,I
99778299999,2020-04-26,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,59.0,24,4.8,0.0,I
99778299999,2020-04-27,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,57.0,24,9.5,0.0,I
99778299999,2020-04-28,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,57.2,22,3.1,0.0,I
99778299999,2020-04-29,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,64.1,22,7.8,0.0,I
99778299999,2020-04-30,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,65.8,23,17.1,0.0,I
99778299999,2020-05-01,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,59.7,20,9.7,0.0,I
99778299999,2020-05-02,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,60.0,20,9.8,0.0,I
99778299999,2020-05-03,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,66.4,23,8.5,0.0,I
99778299999,2020-05-04,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,70.4,23,11.1,0.0,I
99778299999,2020-05-05,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,60.3,21,7.7,0.0,I
99778299999,2020-05-06,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,56.0,23,5.7,0.0,I
99778299999,2020-05-07,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,54.8,23,9.6,0.0,I
99778299999,2020-05-08,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,61.2,23,13.8,0.0,I
99778299999,2020-05-09,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,50.0,20,15.9,0.0,I
99778299999,2020-05-10,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,53.6,23,6.8,0.0,I
99778299999,2020-05-11,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,61.0,20,13.2,0.0,I
99778299999,2020-05-12,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,53.7,22,11.3,0.0,I
99778299999,2020-05-13,36.9666666,-76.4166666,2.0,Fairfax_VA.csv,58.9,21,3.0,0.0,I
