Station ID,Date,Latitude,Longitude,Elevation,Providence_RI.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99727899999,2020-04-24,41.8,-71.4,10.0,Providence_RI.csv,43.8,21,7.8,0.0,I
99727899999,2020-04-25,41.8,-71.4,10.0,Providence_RI.csv,47.4,21,6.0,0.0,I
99727899999,2020-04-26,41.8,-71.4,10.0,Providence_RI.csv,46.9,24,7.0,0.0,I
99727899999,2020-04-27,41.8,-71.4,10.0,Providence_RI.csv,42.4,24,15.5,0.0,I
99727899999,2020-04-28,41.8,-71.4,10.0,Providence_RI.csv,44.3,23,8.8,0.0,I
99727899999,2020-04-29,41.8,-71.4,10.0,Providence_RI.csv,47.9,22,6.0,0.0,I
99727899999,2020-04-30,41.8,-71.4,10.0,Providence_RI.csv,47.7,23,9.6,0.0,I
99727899999,2020-05-01,41.8,-71.4,10.0,Providence_RI.csv,55.0,22,10.7,0.0,I
99727899999,2020-05-02,41.8,-71.4,10.0,Providence_RI.csv,60.2,22,10.9,0.0,I
99727899999,2020-05-03,41.8,-71.4,10.0,Providence_RI.csv,61.0,24,7.3,0.0,I
99727899999,2020-05-04,41.8,-71.4,10.0,Providence_RI.csv,63.1,23,8.2,0.0,I
99727899999,2020-05-05,41.8,-71.4,10.0,Providence_RI.csv,53.0,22,11.7,0.0,I
99727899999,2020-05-06,41.8,-71.4,10.0,Providence_RI.csv,50.5,24,6.6,0.0,I
99727899999,2020-05-07,41.8,-71.4,10.0,Providence_RI.csv,51.3,24,7.3,0.0,I
99727899999,2020-05-08,41.8,-71.4,10.0,Providence_RI.csv,52.5,23,7.0,0.0,I
99727899999,2020-05-09,41.8,-71.4,10.0,Providence_RI.csv,41.9,21,13.9,0.0,I
99727899999,2020-05-10,41.8,-71.4,10.0,Providence_RI.csv,46.0,24,9.9,0.0,I
99727899999,2020-05-11,41.8,-71.4,10.0,Providence_RI.csv,51.3,21,8.9,0.0,I
99727899999,2020-05-12,41.8,-71.4,10.0,Providence_RI.csv,49.1,22,10.7,0.0,I
99727899999,2020-05-13,41.8,-71.4,10.0,Providence_RI.csv,49.1,23,10.3,0.0,I
99727899999,2020-05-14,41.8,-71.4,10.0,Providence_RI.csv,58.2,23,6.3,0.0,I
99727899999,2020-05-15,41.8,-71.4,10.0,Providence_RI.csv,58.9,24,7.9,0.0,I
99727899999,2020-05-16,41.8,-71.4,10.0,Providence_RI.csv,66.1,23,8.5,0.0,I
99727899999,2020-05-17,41.8,-71.4,10.0,Providence_RI.csv,55.0,23,7.0,0.0,I
99727899999,2020-05-18,41.8,-71.4,10.0,Providence_RI.csv,56.9,23,5.2,0.0,I
99727899999,2020-05-19,41.8,-71.4,10.0,Providence_RI.csv,55.5,23,12.1,0.0,I
99727899999,2020-05-20,41.8,-71.4,10.0,Providence_RI.csv,54.5,22,7.2,0.0,I
99727899999,2020-05-21,41.8,-71.4,10.0,Providence_RI.csv,54.9,24,7.7,0.0,I
99727899999,2020-05-22,41.8,-71.4,10.0,Providence_RI.csv,64.9,23,8.5,0.0,I
99727899999,2020-05-23,41.8,-71.4,10.0,Providence_RI.csv,63.2,22,9.1,0.0,I
99727899999,2020-05-24,41.8,-71.4,10.0,Providence_RI.csv,54.6,23,9.8,0.0,I
99727899999,2020-05-25,41.8,-71.4,10.0,Providence_RI.csv,56.8,23,5.1,0.0,I
99727899999,2020-05-26,41.8,-71.4,10.0,Providence_RI.csv,64.2,22,5.4,0.0,I
99727899999,2020-05-27,41.8,-71.4,10.0,Providence_RI.csv,64.5,24,9.8,0.0,I
99727899999,2020-05-28,41.8,-71.4,10.0,Providence_RI.csv,67.1,20,9.4,0.0,I
99727899999,2020-05-29,41.8,-71.4,10.0,Providence_RI.csv,69.4,21,9.6,0.0,I
99727899999,2020-05-30,41.8,-71.4,10.0,Providence_RI.csv,71.9,20,8.4,0.0,I
