Station ID,Date,Latitude,Longitude,Elevation,Milwaukee_WI.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99734299999,2020-03-09,43.05,-87.88,188.0,Milwaukee_WI.csv,54.4,18,13.0,0.0,I
99734299999,2020-03-10,43.05,-87.88,188.0,Milwaukee_WI.csv,33.1,11,10.3,0.0,I
99734299999,2020-03-11,43.05,-87.88,188.0,Milwaukee_WI.csv,37.4,15,5.6,0.0,I
99734299999,2020-03-12,43.05,-87.88,188.0,Milwaukee_WI.csv,42.0,12,10.9,0.0,I
99734299999,2020-03-13,43.05,-87.88,188.0,Milwaukee_WI.csv,42.8,15,13.6,0.0,I
99734299999,2020-03-14,43.05,-87.88,188.0,Milwaukee_WI.csv,33.9,12,11.9,0.0,I
99734299999,2020-03-15,43.05,-87.88,188.0,Milwaukee_WI.csv,32.5,11,13.1,0.0,I
99734299999,2020-03-16,43.05,-87.88,188.0,Milwaukee_WI.csv,36.9,17,8.6,0.0,I
99734299999,2020-03-17,43.05,-87.88,188.0,Milwaukee_WI.csv,36.9,14,9.8,0.0,I
99734299999,2020-03-18,43.05,-87.88,188.0,Milwaukee_WI.csv,37.3,15,7.3,0.0,I
99734299999,2020-03-19,43.05,-87.88,188.0,Milwaukee_WI.csv,38.9,10,11.3,0.0,I
99734299999,2020-03-20,43.05,-87.88,188.0,Milwaukee_WI.csv,34.8,11,15.4,0.0,I
99734299999,2020-03-21,43.05,-87.88,188.0,Milwaukee_WI.csv,28.0,13,8.8,0.0,I
99734299999,2020-03-22,43.05,-87.88,188.0,Milwaukee_WI.csv,31.1,21,10.7,0.0,I
99734299999,2020-03-23,43.05,-87.88,188.0,Milwaukee_WI.csv,34.0,15,8.8,0.0,I
99734299999,2020-03-24,43.05,-87.88,188.0,Milwaukee_WI.csv,38.6,22,5.4,0.0,I
99734299999,2020-03-25,43.05,-87.88,188.0,Milwaukee_WI.csv,38.2,23,6.5,0.0,I
99734299999,2020-03-26,43.05,-87.88,188.0,Milwaukee_WI.csv,42.5,20,8.3,0.0,I
99734299999,2020-03-27,43.05,-87.88,188.0,Milwaukee_WI.csv,37.8,11,7.8,0.0,I
99734299999,2020-03-28,43.05,-87.88,188.0,Milwaukee_WI.csv,38.9,10,10.3,0.0,I
99734299999,2020-03-29,43.05,-87.88,188.0,Milwaukee_WI.csv,44.2,10,16.0,0.0,I
99734299999,2020-03-30,43.05,-87.88,188.0,Milwaukee_WI.csv,41.8,13,10.8,0.0,I
99734299999,2020-03-31,43.05,-87.88,188.0,Milwaukee_WI.csv,36.5,11,15.6,0.0,I
99734299999,2020-04-01,43.05,-87.88,188.0,Milwaukee_WI.csv,37.9,12,9.6,0.0,I
99734299999,2020-04-02,43.05,-87.88,188.0,Milwaukee_WI.csv,37.9,15,3.2,0.0,I
99734299999,2020-04-03,43.05,-87.88,188.0,Milwaukee_WI.csv,40.0,21,3.5,0.0,I
99734299999,2020-04-04,43.05,-87.88,188.0,Milwaukee_WI.csv,40.0,18,7.0,0.0,I
99734299999,2020-04-05,43.05,-87.88,188.0,Milwaukee_WI.csv,36.8,16,6.3,0.0,I
99734299999,2020-04-06,43.05,-87.88,188.0,Milwaukee_WI.csv,38.8,18,6.5,0.0,I
99734299999,2020-04-07,43.05,-87.88,188.0,Milwaukee_WI.csv,48.6,15,6.0,0.0,I
99734299999,2020-04-08,43.05,-87.88,188.0,Milwaukee_WI.csv,50.7,13,5.1,0.0,I
99734299999,2020-04-09,43.05,-87.88,188.0,Milwaukee_WI.csv,41.4,14,13.7,0.0,I
99734299999,2020-04-10,43.05,-87.88,188.0,Milwaukee_WI.csv,38.3,17,10.4,0.0,I
99734299999,2020-04-11,43.05,-87.88,188.0,Milwaukee_WI.csv,43.9,16,10.9,0.0,I
99734299999,2020-04-12,43.05,-87.88,188.0,Milwaukee_WI.csv,43.1,19,7.0,0.0,I
99734299999,2020-04-13,43.05,-87.88,188.0,Milwaukee_WI.csv,37.3,14,15.5,0.0,I
99734299999,2020-04-14,43.05,-87.88,188.0,Milwaukee_WI.csv,33.3,17,10.9,0.0,I
99734299999,2020-04-15,43.05,-87.88,188.0,Milwaukee_WI.csv,30.8,19,7.4,0.0,I
99734299999,2020-04-16,43.05,-87.88,188.0,Milwaukee_WI.csv,35.4,20,8.2,0.0,I
99734299999,2020-04-17,43.05,-87.88,188.0,Milwaukee_WI.csv,38.8,20,5.9,0.0,I
99734299999,2020-04-18,43.05,-87.88,188.0,Milwaukee_WI.csv,45.9,18,12.6,0.0,I
99734299999,2020-04-19,43.05,-87.88,188.0,Milwaukee_WI.csv,48.0,17,11.2,0.0,I
99734299999,2020-04-20,43.05,-87.88,188.0,Milwaukee_WI.csv,48.2,19,8.8,0.0,I
99734299999,2020-04-21,43.05,-87.88,188.0,Milwaukee_WI.csv,42.3,19,14.5,0.0,I
99734299999,2020-04-22,43.05,-87.88,188.0,Milwaukee_WI.csv,40.2,17,11.2,0.0,I
99734299999,2020-04-23,43.05,-87.88,188.0,Milwaukee_WI.csv,39.2,19,11.1,0.0,I
99734299999,2020-04-24,43.05,-87.88,188.0,Milwaukee_WI.csv,39.1,10,11.0,0.0,I
99734299999,2020-04-25,43.05,-87.88,188.0,Milwaukee_WI.csv,41.4,18,11.7,0.0,I
99734299999,2020-04-26,43.05,-87.88,188.0,Milwaukee_WI.csv,43.8,14,12.3,0.0,I
99734299999,2020-04-27,43.05,-87.88,188.0,Milwaukee_WI.csv,50.8,18,6.7,0.0,I
99734299999,2020-04-28,43.05,-87.88,188.0,Milwaukee_WI.csv,41.8,13,6.6,0.0,I
99734299999,2020-04-29,43.05,-87.88,188.0,Milwaukee_WI.csv,45.6,13,17.1,0.0,I
99734299999,2020-04-30,43.05,-87.88,188.0,Milwaukee_WI.csv,44.9,12,13.5,0.0,I
99734299999,2020-05-01,43.05,-87.88,188.0,Milwaukee_WI.csv,48.5,14,9.0,0.0,I
99734299999,2020-05-02,43.05,-87.88,188.0,Milwaukee_WI.csv,62.8,17,9.3,0.0,I
99734299999,2020-05-03,43.05,-87.88,188.0,Milwaukee_WI.csv,67.6,10,9.0,0.0,I
99734299999,2020-05-04,43.05,-87.88,188.0,Milwaukee_WI.csv,38.5,13,17.4,0.0,I
99734299999,2020-05-05,43.05,-87.88,188.0,Milwaukee_WI.csv,41.4,15,12.7,0.0,I
99734299999,2020-05-06,43.05,-87.88,188.0,Milwaukee_WI.csv,45.4,16,10.2,0.0,I
99734299999,2020-05-07,43.05,-87.88,188.0,Milwaukee_WI.csv,47.6,15,8.8,0.0,I
99734299999,2020-05-08,43.05,-87.88,188.0,Milwaukee_WI.csv,36.8,15,15.4,0.0,I
99734299999,2020-05-09,43.05,-87.88,188.0,Milwaukee_WI.csv,45.5,15,9.5,0.0,I
99734299999,2020-05-10,43.05,-87.88,188.0,Milwaukee_WI.csv,42.4,15,18.1,0.0,I
99734299999,2020-05-11,43.05,-87.88,188.0,Milwaukee_WI.csv,39.4,13,10.1,0.0,I
99734299999,2020-05-12,43.05,-87.88,188.0,Milwaukee_WI.csv,42.2,18,7.3,0.0,I
99734299999,2020-05-13,43.05,-87.88,188.0,Milwaukee_WI.csv,44.7,17,8.5,0.0,I
99734299999,2020-05-14,43.05,-87.88,188.0,Milwaukee_WI.csv,57.3,15,7.9,0.0,I
99734299999,2020-05-15,43.05,-87.88,188.0,Milwaukee_WI.csv,63.0,14,5.9,0.0,I
99734299999,2020-05-16,43.05,-87.88,188.0,Milwaukee_WI.csv,45.5,14,13.6,0.0,I
99734299999,2020-05-17,43.05,-87.88,188.0,Milwaukee_WI.csv,47.5,14,10.7,0.0,I
99734299999,2020-05-18,43.05,-87.88,188.0,Milwaukee_WI.csv,46.9,12,16.1,0.0,I
99734299999,2020-05-19,43.05,-87.88,188.0,Milwaukee_WI.csv,48.1,12,18.0,0.0,I
99734299999,2020-05-20,43.05,-87.88,188.0,Milwaukee_WI.csv,48.8,14,9.2,0.0,I
99734299999,2020-05-21,43.05,-87.88,188.0,Milwaukee_WI.csv,51.1,16,5.6,0.0,I
99734299999,2020-05-22,43.05,-87.88,188.0,Milwaukee_WI.csv,50.9,24,3.7,0.0,I
99734299999,2020-05-23,43.05,-87.88,188.0,Milwaukee_WI.csv,50.6,24,4.1,0.0,I
99734299999,2020-05-24,43.05,-87.88,188.0,Milwaukee_WI.csv,59.3,23,6.5,0.0,I
99734299999,2020-05-25,43.05,-87.88,188.0,Milwaukee_WI.csv,65.0,24,5.9,0.0,I
99734299999,2020-05-26,43.05,-87.88,188.0,Milwaukee_WI.csv,63.5,24,8.0,0.0,I
99734299999,2020-05-27,43.05,-87.88,188.0,Milwaukee_WI.csv,65.6,23,8.7,0.0,I
99734299999,2020-05-28,43.05,-87.88,188.0,Milwaukee_WI.csv,65.6,24,5.3,0.0,I
99734299999,2020-05-29,43.05,-87.88,188.0,Milwaukee_WI.csv,63.5,24,6.5,0.0,I
99734299999,2020-05-30,43.05,-87.88,188.0,Milwaukee_WI.csv,59.6,23,7.6,0.0,I
