Station ID,Date,Latitude,Longitude,Elevation,Mercer_NJ.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72409514792,2020-02-12,40.27679,-74.81594,57.9,Mercer_NJ.csv,42.0,24,6.0,0.11,G
72409514792,2020-02-13,40.27679,-74.81594,57.9,Mercer_NJ.csv,38.9,24,4.1,0.16,G
72409514792,2020-02-14,40.27679,-74.81594,57.9,Mercer_NJ.csv,33.3,24,8.9,0.19,G
72409514792,2020-02-15,40.27679,-74.81594,57.9,Mercer_NJ.csv,20.1,24,5.7,0.0,G
72409514792,2020-02-16,40.27679,-74.81594,57.9,Mercer_NJ.csv,32.8,24,4.7,0.0,G
72409514792,2020-02-17,40.27679,-74.81594,57.9,Mercer_NJ.csv,41.7,24,2.5,0.0,G
72409514792,2020-02-18,40.27679,-74.81594,57.9,Mercer_NJ.csv,43.0,24,5.3,0.0,G
72409514792,2020-02-19,40.27679,-74.81594,57.9,Mercer_NJ.csv,45.6,24,8.3,0.0,G
72409514792,2020-02-20,40.27679,-74.81594,57.9,Mercer_NJ.csv,31.6,24,3.9,0.0,G
72409514792,2020-02-21,40.27679,-74.81594,57.9,Mercer_NJ.csv,26.7,24,6.6,0.0,G
72409514792,2020-02-22,40.27679,-74.81594,57.9,Mercer_NJ.csv,34.5,24,6.0,0.0,G
72409514792,2020-02-23,40.27679,-74.81594,57.9,Mercer_NJ.csv,39.9,24,4.2,0.0,G
72409514792,2020-02-24,40.27679,-74.81594,57.9,Mercer_NJ.csv,43.9,24,2.8,0.0,G
72409514792,2020-02-25,40.27679,-74.81594,57.9,Mercer_NJ.csv,47.2,24,4.5,0.0,G
72409514792,2020-02-26,40.27679,-74.81594,57.9,Mercer_NJ.csv,46.1,24,4.9,0.21,G
72409514792,2020-02-27,40.27679,-74.81594,57.9,Mercer_NJ.csv,41.1,24,13.2,0.34,G
72409514792,2020-02-28,40.27679,-74.81594,57.9,Mercer_NJ.csv,33.2,24,10.0,0.26,G
72409514792,2020-02-29,40.27679,-74.81594,57.9,Mercer_NJ.csv,30.8,24,8.0,0.0,G
72409514792,2020-03-01,40.27679,-74.81594,57.9,Mercer_NJ.csv,32.2,24,6.6,0.0,G
72409514792,2020-03-02,40.27679,-74.81594,57.9,Mercer_NJ.csv,43.2,24,7.3,0.0,G
72409514792,2020-03-03,40.27679,-74.81594,57.9,Mercer_NJ.csv,51.9,24,6.8,0.0,G
72409514792,2020-03-04,40.27679,-74.81594,57.9,Mercer_NJ.csv,49.3,24,9.5,0.43,G
72409514792,2020-03-05,40.27679,-74.81594,57.9,Mercer_NJ.csv,46.0,24,5.6,0.0,G
72409514792,2020-03-06,40.27679,-74.81594,57.9,Mercer_NJ.csv,37.8,24,5.7,0.0,G
72409514792,2020-03-07,40.27679,-74.81594,57.9,Mercer_NJ.csv,39.2,24,9.8,0.17,G
72409514792,2020-03-08,40.27679,-74.81594,57.9,Mercer_NJ.csv,41.2,24,5.2,0.01,G
72409514792,2020-03-09,40.27679,-74.81594,57.9,Mercer_NJ.csv,52.3,24,5.9,0.0,G
72409514792,2020-03-10,40.27679,-74.81594,57.9,Mercer_NJ.csv,56.4,24,8.4,0.0,G
72409514792,2020-03-11,40.27679,-74.81594,57.9,Mercer_NJ.csv,51.9,24,5.8,0.0,G
72409514792,2020-03-12,40.27679,-74.81594,57.9,Mercer_NJ.csv,44.0,24,4.3,0.0,G
72409514792,2020-03-13,40.27679,-74.81594,57.9,Mercer_NJ.csv,55.4,24,8.6,0.31,G
72409514792,2020-03-14,40.27679,-74.81594,57.9,Mercer_NJ.csv,50.1,24,8.2,0.04,G
72409514792,2020-03-15,40.27679,-74.81594,57.9,Mercer_NJ.csv,46.0,24,5.8,0.0,G
72409514792,2020-03-16,40.27679,-74.81594,57.9,Mercer_NJ.csv,39.6,24,8.2,0.0,G
72409514792,2020-03-17,40.27679,-74.81594,57.9,Mercer_NJ.csv,43.5,24,4.3,0.1,G
72409514792,2020-03-18,40.27679,-74.81594,57.9,Mercer_NJ.csv,46.7,24,4.7,0.06,G
72409514792,2020-03-19,40.27679,-74.81594,57.9,Mercer_NJ.csv,45.4,24,6.3,0.88,G
72409514792,2020-03-20,40.27679,-74.81594,57.9,Mercer_NJ.csv,57.0,24,5.8,0.01,G
72409514792,2020-03-21,40.27679,-74.81594,57.9,Mercer_NJ.csv,52.7,24,9.2,0.0,I
72409514792,2020-03-22,40.27679,-74.81594,57.9,Mercer_NJ.csv,38.9,24,8.7,0.0,G
72409514792,2020-03-23,40.27679,-74.81594,57.9,Mercer_NJ.csv,38.2,24,9.7,0.04,G
72409514792,2020-03-24,40.27679,-74.81594,57.9,Mercer_NJ.csv,43.7,24,4.6,0.83,G
72409514792,2020-03-25,40.27679,-74.81594,57.9,Mercer_NJ.csv,43.0,24,9.1,0.0,G
72409514792,2020-03-26,40.27679,-74.81594,57.9,Mercer_NJ.csv,44.5,24,4.7,0.01,G
72409514792,2020-03-27,40.27679,-74.81594,57.9,Mercer_NJ.csv,55.8,24,5.8,0.0,G
72409514792,2020-03-28,40.27679,-74.81594,57.9,Mercer_NJ.csv,48.3,24,6.4,0.0,G
72409514792,2020-03-29,40.27679,-74.81594,57.9,Mercer_NJ.csv,47.1,24,7.5,0.7,G
72409514792,2020-03-30,40.27679,-74.81594,57.9,Mercer_NJ.csv,48.3,24,4.2,0.08,G
72409514792,2020-03-31,40.27679,-74.81594,57.9,Mercer_NJ.csv,44.0,24,5.3,0.02,G
72409514792,2020-04-01,40.27679,-74.81594,57.9,Mercer_NJ.csv,44.5,24,7.4,0.01,G
72409514792,2020-04-02,40.27679,-74.81594,57.9,Mercer_NJ.csv,46.6,24,12.9,0.0,G
72409514792,2020-04-03,40.27679,-74.81594,57.9,Mercer_NJ.csv,50.2,24,12.7,0.0,G
72409514792,2020-04-04,40.27679,-74.81594,57.9,Mercer_NJ.csv,51.0,24,5.7,0.0,G
72409514792,2020-04-05,40.27679,-74.81594,57.9,Mercer_NJ.csv,52.7,24,3.7,0.0,G
72409514792,2020-04-06,40.27679,-74.81594,57.9,Mercer_NJ.csv,56.4,24,6.2,0.1,G
72409514792,2020-04-07,40.27679,-74.81594,57.9,Mercer_NJ.csv,54.0,24,3.7,0.06,G
72409514792,2020-04-08,40.27679,-74.81594,57.9,Mercer_NJ.csv,59.1,24,5.5,0.33,G
72409514792,2020-04-09,40.27679,-74.81594,57.9,Mercer_NJ.csv,51.2,24,7.6,0.01,G
72409514792,2020-04-10,40.27679,-74.81594,57.9,Mercer_NJ.csv,43.9,24,13.6,0.16,G
72409514792,2020-04-11,40.27679,-74.81594,57.9,Mercer_NJ.csv,44.5,24,10.7,0.0,G
72409514792,2020-04-12,40.27679,-74.81594,57.9,Mercer_NJ.csv,50.6,24,5.2,0.0,G
72409514792,2020-04-13,40.27679,-74.81594,57.9,Mercer_NJ.csv,61.0,24,13.9,0.96,G
72409514792,2020-04-14,40.27679,-74.81594,57.9,Mercer_NJ.csv,51.9,24,8.0,0.67,G
72409514792,2020-04-15,40.27679,-74.81594,57.9,Mercer_NJ.csv,45.3,24,7.5,0.01,G
72409514792,2020-04-16,40.27679,-74.81594,57.9,Mercer_NJ.csv,43.5,24,8.7,0.0,I
72409514792,2020-04-17,40.27679,-74.81594,57.9,Mercer_NJ.csv,40.2,24,5.4,0.0,G
72409514792,2020-04-18,40.27679,-74.81594,57.9,Mercer_NJ.csv,43.9,24,6.6,0.05,G
72409514792,2020-04-19,40.27679,-74.81594,57.9,Mercer_NJ.csv,44.9,24,5.7,0.04,G
72409514792,2020-04-20,40.27679,-74.81594,57.9,Mercer_NJ.csv,52.3,24,4.3,0.0,G
72409514792,2020-04-21,40.27679,-74.81594,57.9,Mercer_NJ.csv,49.0,24,8.9,0.0,G
72409514792,2020-04-22,40.27679,-74.81594,57.9,Mercer_NJ.csv,42.4,24,12.0,0.28,G
72409514792,2020-04-23,40.27679,-74.81594,57.9,Mercer_NJ.csv,44.2,24,3.3,0.0,G
72409514792,2020-04-24,40.27679,-74.81594,57.9,Mercer_NJ.csv,45.1,24,7.2,0.68,G
72409514792,2020-04-25,40.27679,-74.81594,57.9,Mercer_NJ.csv,50.6,24,3.9,0.22,G
72409514792,2020-04-26,40.27679,-74.81594,57.9,Mercer_NJ.csv,47.4,24,8.6,0.01,G
72409514792,2020-04-27,40.27679,-74.81594,57.9,Mercer_NJ.csv,44.6,24,7.8,0.28,G
72409514792,2020-04-28,40.27679,-74.81594,57.9,Mercer_NJ.csv,49.3,24,5.6,0.01,G
72409514792,2020-04-29,40.27679,-74.81594,57.9,Mercer_NJ.csv,52.8,24,7.6,0.0,G
72409514792,2020-04-30,40.27679,-74.81594,57.9,Mercer_NJ.csv,58.5,24,14.3,0.0,G
72409514792,2020-05-01,40.27679,-74.81594,57.9,Mercer_NJ.csv,60.4,24,6.7,1.05,G
72409514792,2020-05-02,40.27679,-74.81594,57.9,Mercer_NJ.csv,60.8,24,7.8,0.21,G
72409514792,2020-05-03,40.27679,-74.81594,57.9,Mercer_NJ.csv,64.7,24,6.4,0.05,G
72409514792,2020-05-04,40.27679,-74.81594,57.9,Mercer_NJ.csv,64.3,24,7.5,0.0,A
72409514792,2020-05-05,40.27679,-74.81594,57.9,Mercer_NJ.csv,51.1,24,6.7,0.0,G
72409514792,2020-05-06,40.27679,-74.81594,57.9,Mercer_NJ.csv,49.1,24,5.5,0.0,G
72409514792,2020-05-07,40.27679,-74.81594,57.9,Mercer_NJ.csv,52.2,24,7.2,0.02,G
72409514792,2020-05-08,40.27679,-74.81594,57.9,Mercer_NJ.csv,49.8,24,3.8,0.0,G
72409514792,2020-05-09,40.27679,-74.81594,57.9,Mercer_NJ.csv,39.5,24,11.1,0.47,G
72409514792,2020-05-10,40.27679,-74.81594,57.9,Mercer_NJ.csv,47.3,24,9.3,0.0,G
72409514792,2020-05-11,40.27679,-74.81594,57.9,Mercer_NJ.csv,50.2,24,7.3,0.0,G
72409514792,2020-05-12,40.27679,-74.81594,57.9,Mercer_NJ.csv,49.9,24,9.8,0.08,G
72409514792,2020-05-13,40.27679,-74.81594,57.9,Mercer_NJ.csv,51.1,24,5.9,0.0,G
72409514792,2020-05-14,40.27679,-74.81594,57.9,Mercer_NJ.csv,56.4,24,5.7,0.0,G
72409514792,2020-05-15,40.27679,-74.81594,57.9,Mercer_NJ.csv,70.0,24,7.2,0.0,G
72409514792,2020-05-16,40.27679,-74.81594,57.9,Mercer_NJ.csv,71.4,24,6.9,0.0,G
72409514792,2020-05-17,40.27679,-74.81594,57.9,Mercer_NJ.csv,60.5,24,7.2,0.0,G
72409514792,2020-05-18,40.27679,-74.81594,57.9,Mercer_NJ.csv,58.6,24,8.9,0.0,G
72409514792,2020-05-19,40.27679,-74.81594,57.9,Mercer_NJ.csv,58.3,24,12.4,0.0,G
72409514792,2020-05-20,40.27679,-74.81594,57.9,Mercer_NJ.csv,53.4,24,10.6,0.0,G
72409514792,2020-05-21,40.27679,-74.81594,57.9,Mercer_NJ.csv,54.7,24,4.7,0.0,G
72409514792,2020-05-22,40.27679,-74.81594,57.9,Mercer_NJ.csv,61.1,24,4.5,0.0,G
72409514792,2020-05-23,40.27679,-74.81594,57.9,Mercer_NJ.csv,65.9,24,4.5,0.38,G
72409514792,2020-05-24,40.27679,-74.81594,57.9,Mercer_NJ.csv,58.4,24,6.8,0.3,G
72409514792,2020-05-25,40.27679,-74.81594,57.9,Mercer_NJ.csv,61.2,24,3.5,0.0,G
72409514792,2020-05-26,40.27679,-74.81594,57.9,Mercer_NJ.csv,66.4,24,3.2,0.0,G
72409514792,2020-05-27,40.27679,-74.81594,57.9,Mercer_NJ.csv,68.4,24,4.1,0.0,G
72409514792,2020-05-28,40.27679,-74.81594,57.9,Mercer_NJ.csv,71.1,24,8.0,0.0,G
72409514792,2020-05-29,40.27679,-74.81594,57.9,Mercer_NJ.csv,74.7,24,8.3,0.02,G
72409514792,2020-05-30,40.27679,-74.81594,57.9,Mercer_NJ.csv,72.1,23,5.3,0.09,G
