Station ID,Date,Latitude,Longitude,Elevation,PalmBeach_FL.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99405099999,2020-04-30,26.61,-80.03,0.0,PalmBeach_FL.csv,77.6,24,12.2,0.0,I
99405099999,2020-05-01,26.61,-80.03,0.0,PalmBeach_FL.csv,71.5,24,8.8,0.0,I
99405099999,2020-05-02,26.61,-80.03,0.0,PalmBeach_FL.csv,75.1,24,7.4,0.0,I
99405099999,2020-05-03,26.61,-80.03,0.0,PalmBeach_FL.csv,76.4,23,7.5,0.0,I
99405099999,2020-05-04,26.61,-80.03,0.0,PalmBeach_FL.csv,76.7,24,6.4,0.0,I
99405099999,2020-05-05,26.61,-80.03,0.0,PalmBeach_FL.csv,78.0,24,9.0,0.0,I
99405099999,2020-05-06,26.61,-80.03,0.0,PalmBeach_FL.csv,78.8,22,8.5,0.0,I
99405099999,2020-05-07,26.61,-80.03,0.0,PalmBeach_FL.csv,74.8,24,13.6,0.0,I
99405099999,2020-05-08,26.61,-80.03,0.0,PalmBeach_FL.csv,73.8,24,12.0,0.0,I
99405099999,2020-05-09,26.61,-80.03,0.0,PalmBeach_FL.csv,76.7,21,8.8,0.0,I
99405099999,2020-05-10,26.61,-80.03,0.0,PalmBeach_FL.csv,76.7,24,11.3,0.0,I
99405099999,2020-05-11,26.61,-80.03,0.0,PalmBeach_FL.csv,74.2,24,10.9,0.0,I
99405099999,2020-05-12,26.61,-80.03,0.0,PalmBeach_FL.csv,77.5,24,15.2,0.0,I
99405099999,2020-05-13,26.61,-80.03,0.0,PalmBeach_FL.csv,76.9,21,16.8,0.0,I
