Station ID,Date,Latitude,Longitude,Elevation,Orange_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72501504789,2020-05-15,41.50917,-74.265,111.3,Orange_NY.csv,65.4,24,6.1,0.14,G
72501504789,2020-05-16,41.50917,-74.265,111.3,Orange_NY.csv,65.4,24,5.9,0.75,G
72501504789,2020-05-17,41.50917,-74.265,111.3,Orange_NY.csv,60.4,24,5.5,0.03,G
72501504789,2020-05-18,41.50917,-74.265,111.3,Orange_NY.csv,60.1,24,5.3,0.0,G
72501504789,2020-05-19,41.50917,-74.265,111.3,Orange_NY.csv,58.8,24,8.3,0.0,G
72501504789,2020-05-20,41.50917,-74.265,111.3,Orange_NY.csv,54.9,24,4.5,0.0,G
72501504789,2020-05-21,41.50917,-74.265,111.3,Orange_NY.csv,53.4,24,3.0,0.0,G
72501504789,2020-05-22,41.50917,-74.265,111.3,Orange_NY.csv,62.0,24,4.7,0.0,G
72501504789,2020-05-23,41.50917,-74.265,111.3,Orange_NY.csv,64.6,24,4.3,0.0,G
72501504789,2020-05-24,41.50917,-74.265,111.3,Orange_NY.csv,58.2,24,4.3,0.27,G
72501504789,2020-05-25,41.50917,-74.265,111.3,Orange_NY.csv,60.1,24,2.7,0.0,G
72501504789,2020-05-26,41.50917,-74.265,111.3,Orange_NY.csv,67.8,24,3.6,0.0,G
72501504789,2020-05-27,41.50917,-74.265,111.3,Orange_NY.csv,69.3,24,4.3,0.0,G
72501504789,2020-05-28,41.50917,-74.265,111.3,Orange_NY.csv,68.2,24,5.0,0.01,G
72501504789,2020-05-29,41.50917,-74.265,111.3,Orange_NY.csv,73.7,24,6.9,0.04,G
72501504789,2020-05-30,41.50917,-74.265,111.3,Orange_NY.csv,68.3,23,5.7,0.34,G
