Station ID,Date,Latitude,Longitude,Elevation,Travis_TX.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99999923907,2020-01-24,30.6222,-98.0846,414.8,Travis_TX.csv,52.1,24,999.9,0.0,G
99999923907,2020-01-25,30.6222,-98.0846,414.8,Travis_TX.csv,53.0,24,999.9,0.0,G
99999923907,2020-01-26,30.6222,-98.0846,414.8,Travis_TX.csv,59.9,24,999.9,0.0,G
99999923907,2020-01-27,30.6222,-98.0846,414.8,Travis_TX.csv,57.4,24,999.9,0.0,G
99999923907,2020-01-28,30.6222,-98.0846,414.8,Travis_TX.csv,56.6,24,999.9,0.0,G
99999923907,2020-01-29,30.6222,-98.0846,414.8,Travis_TX.csv,47.1,24,999.9,0.61,G
99999923907,2020-01-30,30.6222,-98.0846,414.8,Travis_TX.csv,41.5,24,999.9,0.0,G
99999923907,2020-01-31,30.6222,-98.0846,414.8,Travis_TX.csv,44.9,24,999.9,0.0,G
99999923907,2020-02-01,30.6222,-98.0846,414.8,Travis_TX.csv,50.1,24,999.9,0.0,G
99999923907,2020-02-02,30.6222,-98.0846,414.8,Travis_TX.csv,60.9,24,999.9,0.0,G
99999923907,2020-02-03,30.6222,-98.0846,414.8,Travis_TX.csv,60.1,24,999.9,0.0,G
99999923907,2020-02-04,30.6222,-98.0846,414.8,Travis_TX.csv,63.8,24,999.9,0.02,G
99999923907,2020-02-05,30.6222,-98.0846,414.8,Travis_TX.csv,37.7,24,999.9,0.0,G
99999923907,2020-02-06,30.6222,-98.0846,414.8,Travis_TX.csv,34.9,24,999.9,0.02,G
99999923907,2020-02-07,30.6222,-98.0846,414.8,Travis_TX.csv,49.3,24,999.9,0.0,G
99999923907,2020-02-08,30.6222,-98.0846,414.8,Travis_TX.csv,50.7,24,999.9,0.0,G
99999923907,2020-02-09,30.6222,-98.0846,414.8,Travis_TX.csv,62.4,24,999.9,0.0,G
99999923907,2020-02-10,30.6222,-98.0846,414.8,Travis_TX.csv,59.4,24,999.9,0.02,G
99999923907,2020-02-11,30.6222,-98.0846,414.8,Travis_TX.csv,40.7,24,999.9,0.07,G
99999923907,2020-02-12,30.6222,-98.0846,414.8,Travis_TX.csv,42.6,24,999.9,0.55,G
99999923907,2020-02-13,30.6222,-98.0846,414.8,Travis_TX.csv,44.9,24,999.9,1.71,G
99999923907,2020-02-14,30.6222,-98.0846,414.8,Travis_TX.csv,39.1,24,999.9,0.0,G
99999923907,2020-02-15,30.6222,-98.0846,414.8,Travis_TX.csv,47.3,24,999.9,0.0,G
99999923907,2020-02-16,30.6222,-98.0846,414.8,Travis_TX.csv,57.3,24,999.9,0.0,G
99999923907,2020-02-17,30.6222,-98.0846,414.8,Travis_TX.csv,65.2,24,999.9,0.0,G
99999923907,2020-02-18,30.6222,-98.0846,414.8,Travis_TX.csv,63.0,24,999.9,0.0,G
99999923907,2020-02-19,30.6222,-98.0846,414.8,Travis_TX.csv,45.3,24,999.9,0.11,G
99999923907,2020-02-20,30.6222,-98.0846,414.8,Travis_TX.csv,42.9,24,999.9,0.13,G
99999923907,2020-02-21,30.6222,-98.0846,414.8,Travis_TX.csv,40.1,24,999.9,0.16,G
99999923907,2020-02-22,30.6222,-98.0846,414.8,Travis_TX.csv,46.8,24,999.9,0.0,G
99999923907,2020-02-23,30.6222,-98.0846,414.8,Travis_TX.csv,54.1,24,999.9,0.0,G
99999923907,2020-02-24,30.6222,-98.0846,414.8,Travis_TX.csv,61.1,24,999.9,0.0,G
99999923907,2020-02-25,30.6222,-98.0846,414.8,Travis_TX.csv,55.4,23,999.9,0.01,G
99999923907,2020-02-26,30.6222,-98.0846,414.8,Travis_TX.csv,44.9,24,999.9,0.0,G
99999923907,2020-02-27,30.6222,-98.0846,414.8,Travis_TX.csv,42.8,24,999.9,0.0,G
99999923907,2020-02-28,30.6222,-98.0846,414.8,Travis_TX.csv,54.1,24,999.9,0.0,G
99999923907,2020-02-29,30.6222,-98.0846,414.8,Travis_TX.csv,60.0,24,999.9,0.0,G
99999923907,2020-03-01,30.6222,-98.0846,414.8,Travis_TX.csv,62.2,24,999.9,0.0,G
99999923907,2020-03-02,30.6222,-98.0846,414.8,Travis_TX.csv,65.8,24,999.9,0.0,G
99999923907,2020-03-03,30.6222,-98.0846,414.8,Travis_TX.csv,65.9,24,999.9,0.0,G
99999923907,2020-03-04,30.6222,-98.0846,414.8,Travis_TX.csv,61.4,24,999.9,0.0,G
99999923907,2020-03-05,30.6222,-98.0846,414.8,Travis_TX.csv,54.5,24,999.9,0.61,G
99999923907,2020-03-06,30.6222,-98.0846,414.8,Travis_TX.csv,58.4,24,999.9,0.0,G
99999923907,2020-03-07,30.6222,-98.0846,414.8,Travis_TX.csv,54.2,24,999.9,0.0,G
99999923907,2020-03-08,30.6222,-98.0846,414.8,Travis_TX.csv,54.7,24,999.9,0.0,G
99999923907,2020-03-09,30.6222,-98.0846,414.8,Travis_TX.csv,62.8,24,999.9,0.0,G
99999923907,2020-03-10,30.6222,-98.0846,414.8,Travis_TX.csv,64.5,24,999.9,0.07,G
99999923907,2020-03-11,30.6222,-98.0846,414.8,Travis_TX.csv,70.8,24,999.9,0.0,G
99999923907,2020-03-12,30.6222,-98.0846,414.8,Travis_TX.csv,72.0,24,999.9,0.0,G
99999923907,2020-03-13,30.6222,-98.0846,414.8,Travis_TX.csv,70.4,24,999.9,0.0,G
99999923907,2020-03-14,30.6222,-98.0846,414.8,Travis_TX.csv,71.7,24,999.9,0.0,G
99999923907,2020-03-15,30.6222,-98.0846,414.8,Travis_TX.csv,59.7,24,999.9,0.0,G
99999923907,2020-03-16,30.6222,-98.0846,414.8,Travis_TX.csv,60.4,24,999.9,0.02,G
99999923907,2020-03-17,30.6222,-98.0846,414.8,Travis_TX.csv,68.5,24,999.9,0.01,G
99999923907,2020-03-18,30.6222,-98.0846,414.8,Travis_TX.csv,69.7,24,999.9,0.05,G
99999923907,2020-03-19,30.6222,-98.0846,414.8,Travis_TX.csv,71.1,24,999.9,0.0,G
99999923907,2020-03-20,30.6222,-98.0846,414.8,Travis_TX.csv,61.0,24,999.9,0.0,G
99999923907,2020-03-21,30.6222,-98.0846,414.8,Travis_TX.csv,47.3,24,999.9,0.57,G
99999923907,2020-03-22,30.6222,-98.0846,414.8,Travis_TX.csv,53.2,24,999.9,0.72,G
99999923907,2020-03-23,30.6222,-98.0846,414.8,Travis_TX.csv,64.2,24,999.9,0.04,G
99999923907,2020-03-24,30.6222,-98.0846,414.8,Travis_TX.csv,72.2,24,999.9,0.0,G
99999923907,2020-03-25,30.6222,-98.0846,414.8,Travis_TX.csv,74.5,24,999.9,0.0,G
99999923907,2020-03-26,30.6222,-98.0846,414.8,Travis_TX.csv,73.1,24,999.9,0.0,G
99999923907,2020-03-27,30.6222,-98.0846,414.8,Travis_TX.csv,73.8,24,999.9,0.0,G
99999923907,2020-03-28,30.6222,-98.0846,414.8,Travis_TX.csv,71.8,24,999.9,0.0,G
99999923907,2020-03-29,30.6222,-98.0846,414.8,Travis_TX.csv,65.3,24,999.9,0.03,G
99999923907,2020-03-30,30.6222,-98.0846,414.8,Travis_TX.csv,63.8,24,999.9,0.0,G
99999923907,2020-03-31,30.6222,-98.0846,414.8,Travis_TX.csv,63.2,24,999.9,0.11,G
99999923907,2020-04-01,30.6222,-98.0846,414.8,Travis_TX.csv,60.1,24,999.9,0.0,G
99999923907,2020-04-02,30.6222,-98.0846,414.8,Travis_TX.csv,62.7,24,999.9,0.0,G
99999923907,2020-04-03,30.6222,-98.0846,414.8,Travis_TX.csv,63.3,24,999.9,0.25,G
99999923907,2020-04-04,30.6222,-98.0846,414.8,Travis_TX.csv,43.2,24,999.9,0.59,G
99999923907,2020-04-05,30.6222,-98.0846,414.8,Travis_TX.csv,52.0,24,999.9,0.59,G
99999923907,2020-04-06,30.6222,-98.0846,414.8,Travis_TX.csv,63.2,24,999.9,0.0,G
99999923907,2020-04-07,30.6222,-98.0846,414.8,Travis_TX.csv,72.9,24,999.9,0.0,G
99999923907,2020-04-08,30.6222,-98.0846,414.8,Travis_TX.csv,78.0,24,999.9,0.0,G
99999923907,2020-04-09,30.6222,-98.0846,414.8,Travis_TX.csv,76.0,24,999.9,0.0,G
99999923907,2020-04-10,30.6222,-98.0846,414.8,Travis_TX.csv,62.9,24,999.9,0.28,G
99999923907,2020-04-11,30.6222,-98.0846,414.8,Travis_TX.csv,62.6,24,999.9,0.0,G
99999923907,2020-04-12,30.6222,-98.0846,414.8,Travis_TX.csv,71.6,24,999.9,0.0,G
99999923907,2020-04-13,30.6222,-98.0846,414.8,Travis_TX.csv,53.6,24,999.9,1.34,G
99999923907,2020-04-14,30.6222,-98.0846,414.8,Travis_TX.csv,50.0,24,999.9,0.0,G
99999923907,2020-04-15,30.6222,-98.0846,414.8,Travis_TX.csv,49.8,24,999.9,0.0,G
99999923907,2020-04-16,30.6222,-98.0846,414.8,Travis_TX.csv,58.7,24,999.9,0.0,G
99999923907,2020-04-17,30.6222,-98.0846,414.8,Travis_TX.csv,62.8,24,999.9,0.0,G
99999923907,2020-04-18,30.6222,-98.0846,414.8,Travis_TX.csv,53.0,24,999.9,0.01,G
99999923907,2020-04-19,30.6222,-98.0846,414.8,Travis_TX.csv,65.0,24,999.9,0.0,G
99999923907,2020-04-20,30.6222,-98.0846,414.8,Travis_TX.csv,71.4,24,999.9,0.04,G
99999923907,2020-04-21,30.6222,-98.0846,414.8,Travis_TX.csv,72.0,24,999.9,0.0,G
99999923907,2020-04-22,30.6222,-98.0846,414.8,Travis_TX.csv,72.4,24,999.9,0.0,G
99999923907,2020-04-23,30.6222,-98.0846,414.8,Travis_TX.csv,73.0,24,999.9,0.1,G
99999923907,2020-04-24,30.6222,-98.0846,414.8,Travis_TX.csv,75.5,24,999.9,0.0,G
99999923907,2020-04-25,30.6222,-98.0846,414.8,Travis_TX.csv,70.3,24,999.9,0.0,G
99999923907,2020-04-26,30.6222,-98.0846,414.8,Travis_TX.csv,68.2,24,999.9,0.0,G
99999923907,2020-04-27,30.6222,-98.0846,414.8,Travis_TX.csv,71.5,24,999.9,0.0,G
99999923907,2020-04-28,30.6222,-98.0846,414.8,Travis_TX.csv,76.2,24,999.9,0.0,G
99999923907,2020-04-29,30.6222,-98.0846,414.8,Travis_TX.csv,74.3,24,999.9,0.0,G
99999923907,2020-04-30,30.6222,-98.0846,414.8,Travis_TX.csv,69.6,24,999.9,0.68,G
99999923907,2020-05-01,30.6222,-98.0846,414.8,Travis_TX.csv,72.3,24,999.9,0.0,G
99999923907,2020-05-02,30.6222,-98.0846,414.8,Travis_TX.csv,74.4,24,999.9,0.0,G
99999923907,2020-05-03,30.6222,-98.0846,414.8,Travis_TX.csv,76.3,24,999.9,0.0,G
99999923907,2020-05-04,30.6222,-98.0846,414.8,Travis_TX.csv,78.7,24,999.9,0.0,G
99999923907,2020-05-05,30.6222,-98.0846,414.8,Travis_TX.csv,75.5,24,999.9,0.0,G
99999923907,2020-05-06,30.6222,-98.0846,414.8,Travis_TX.csv,70.0,24,999.9,0.0,G
99999923907,2020-05-07,30.6222,-98.0846,414.8,Travis_TX.csv,70.3,24,999.9,0.0,G
99999923907,2020-05-08,30.6222,-98.0846,414.8,Travis_TX.csv,74.7,24,999.9,0.0,G
99999923907,2020-05-09,30.6222,-98.0846,414.8,Travis_TX.csv,63.3,24,999.9,0.0,G
99999923907,2020-05-10,30.6222,-98.0846,414.8,Travis_TX.csv,65.1,24,999.9,0.0,G
99999923907,2020-05-11,30.6222,-98.0846,414.8,Travis_TX.csv,68.1,24,999.9,0.0,G
99999923907,2020-05-12,30.6222,-98.0846,414.8,Travis_TX.csv,69.5,24,999.9,0.0,G
99999923907,2020-05-13,30.6222,-98.0846,414.8,Travis_TX.csv,69.6,24,999.9,0.44,G
99999923907,2020-05-14,30.6222,-98.0846,414.8,Travis_TX.csv,76.7,24,999.9,0.0,G
99999923907,2020-05-15,30.6222,-98.0846,414.8,Travis_TX.csv,77.1,24,999.9,0.0,G
99999923907,2020-05-16,30.6222,-98.0846,414.8,Travis_TX.csv,69.1,24,999.9,0.52,G
99999923907,2020-05-17,30.6222,-98.0846,414.8,Travis_TX.csv,71.3,24,999.9,0.42,G
99999923907,2020-05-18,30.6222,-98.0846,414.8,Travis_TX.csv,78.5,5,999.9,0.0,G
