Station ID,Date,Latitude,Longitude,Elevation,Somerset_NJ.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72224754785,2020-02-07,40.62405,-74.66905,32.0,Somerset_NJ.csv,41.3,24,4.8,0.21,G
72224754785,2020-02-08,40.62405,-74.66905,32.0,Somerset_NJ.csv,34.6,24,6.2,0.15,G
72224754785,2020-02-09,40.62405,-74.66905,32.0,Somerset_NJ.csv,33.9,24,1.1,0.0,G
72224754785,2020-02-10,40.62405,-74.66905,32.0,Somerset_NJ.csv,40.4,24,2.3,0.06,G
72224754785,2020-02-11,40.62405,-74.66905,32.0,Somerset_NJ.csv,44.9,24,1.0,0.57,G
72224754785,2020-02-12,40.62405,-74.66905,32.0,Somerset_NJ.csv,41.7,24,3.3,0.11,G
72224754785,2020-02-13,40.62405,-74.66905,32.0,Somerset_NJ.csv,39.1,24,2.2,0.36,G
72224754785,2020-02-14,40.62405,-74.66905,32.0,Somerset_NJ.csv,34.0,24,8.2,0.17,G
72224754785,2020-02-15,40.62405,-74.66905,32.0,Somerset_NJ.csv,20.2,24,3.5,0.0,G
72224754785,2020-02-16,40.62405,-74.66905,32.0,Somerset_NJ.csv,31.0,24,1.4,0.0,G
72224754785,2020-02-17,40.62405,-74.66905,32.0,Somerset_NJ.csv,38.2,24,2.0,0.0,G
72224754785,2020-02-18,40.62405,-74.66905,32.0,Somerset_NJ.csv,41.9,24,2.6,0.0,G
72224754785,2020-02-19,40.62405,-74.66905,32.0,Somerset_NJ.csv,44.9,24,7.9,0.0,G
72224754785,2020-02-20,40.62405,-74.66905,32.0,Somerset_NJ.csv,30.4,24,3.3,0.0,G
72224754785,2020-02-21,40.62405,-74.66905,32.0,Somerset_NJ.csv,27.2,24,5.9,0.0,G
72224754785,2020-02-22,40.62405,-74.66905,32.0,Somerset_NJ.csv,31.2,24,2.3,0.0,G
72224754785,2020-02-23,40.62405,-74.66905,32.0,Somerset_NJ.csv,35.1,24,1.3,0.0,G
72224754785,2020-02-24,40.62405,-74.66905,32.0,Somerset_NJ.csv,40.4,24,1.4,0.0,G
72224754785,2020-02-25,40.62405,-74.66905,32.0,Somerset_NJ.csv,45.0,24,0.6,0.0,G
72224754785,2020-02-26,40.62405,-74.66905,32.0,Somerset_NJ.csv,46.7,24,1.8,0.15,G
72224754785,2020-02-27,40.62405,-74.66905,32.0,Somerset_NJ.csv,41.7,24,8.3,0.34,G
72224754785,2020-02-28,40.62405,-74.66905,32.0,Somerset_NJ.csv,33.4,24,6.8,0.29,G
72224754785,2020-02-29,40.62405,-74.66905,32.0,Somerset_NJ.csv,31.2,24,6.2,0.0,G
72224754785,2020-03-01,40.62405,-74.66905,32.0,Somerset_NJ.csv,32.5,24,5.6,0.0,G
72224754785,2020-03-02,40.62405,-74.66905,32.0,Somerset_NJ.csv,39.6,24,3.0,0.0,G
72224754785,2020-03-03,40.62405,-74.66905,32.0,Somerset_NJ.csv,53.0,24,3.0,0.0,G
72224754785,2020-03-04,40.62405,-74.66905,32.0,Somerset_NJ.csv,50.2,24,6.7,0.3,G
72224754785,2020-03-05,40.62405,-74.66905,32.0,Somerset_NJ.csv,45.2,24,4.9,0.0,G
72224754785,2020-03-06,40.62405,-74.66905,32.0,Somerset_NJ.csv,36.3,24,2.4,0.0,G
72224754785,2020-03-07,40.62405,-74.66905,32.0,Somerset_NJ.csv,40.7,24,9.5,0.1,G
72224754785,2020-03-08,40.62405,-74.66905,32.0,Somerset_NJ.csv,40.1,24,2.6,0.0,G
72224754785,2020-03-09,40.62405,-74.66905,32.0,Somerset_NJ.csv,48.1,24,2.0,0.0,G
72224754785,2020-03-10,40.62405,-74.66905,32.0,Somerset_NJ.csv,51.7,24,3.0,0.0,G
72224754785,2020-03-11,40.62405,-74.66905,32.0,Somerset_NJ.csv,52.3,24,4.3,0.03,G
72224754785,2020-03-12,40.62405,-74.66905,32.0,Somerset_NJ.csv,42.1,24,1.8,0.0,G
72224754785,2020-03-13,40.62405,-74.66905,32.0,Somerset_NJ.csv,55.4,24,4.7,0.19,G
72224754785,2020-03-14,40.62405,-74.66905,32.0,Somerset_NJ.csv,50.1,24,6.7,0.02,G
72224754785,2020-03-15,40.62405,-74.66905,32.0,Somerset_NJ.csv,48.0,24,4.8,0.0,G
72224754785,2020-03-16,40.62405,-74.66905,32.0,Somerset_NJ.csv,40.1,24,5.7,0.0,G
72224754785,2020-03-17,40.62405,-74.66905,32.0,Somerset_NJ.csv,44.6,24,2.6,0.12,G
72224754785,2020-03-18,40.62405,-74.66905,32.0,Somerset_NJ.csv,43.5,24,2.6,0.12,G
72224754785,2020-03-19,40.62405,-74.66905,32.0,Somerset_NJ.csv,45.9,24,2.6,0.87,G
72224754785,2020-03-20,40.62405,-74.66905,32.0,Somerset_NJ.csv,56.1,24,2.3,0.01,G
72224754785,2020-03-21,40.62405,-74.66905,32.0,Somerset_NJ.csv,52.7,24,7.8,0.0,A
72224754785,2020-03-22,40.62405,-74.66905,32.0,Somerset_NJ.csv,39.8,24,5.2,0.0,G
72224754785,2020-03-23,40.62405,-74.66905,32.0,Somerset_NJ.csv,38.2,24,6.0,0.04,G
72224754785,2020-03-24,40.62405,-74.66905,32.0,Somerset_NJ.csv,43.8,24,4.7,0.61,G
72224754785,2020-03-25,40.62405,-74.66905,32.0,Somerset_NJ.csv,43.8,24,6.1,0.0,G
72224754785,2020-03-26,40.62405,-74.66905,32.0,Somerset_NJ.csv,44.3,24,2.5,0.01,G
72224754785,2020-03-27,40.62405,-74.66905,32.0,Somerset_NJ.csv,56.2,24,4.1,0.0,G
72224754785,2020-03-28,40.62405,-74.66905,32.0,Somerset_NJ.csv,46.5,24,2.4,0.0,G
72224754785,2020-03-29,40.62405,-74.66905,32.0,Somerset_NJ.csv,47.7,24,4.9,0.37,G
72224754785,2020-03-30,40.62405,-74.66905,32.0,Somerset_NJ.csv,49.4,23,2.9,0.01,G
72224754785,2020-03-31,40.62405,-74.66905,32.0,Somerset_NJ.csv,44.9,24,2.5,0.16,G
72224754785,2020-04-01,40.62405,-74.66905,32.0,Somerset_NJ.csv,46.1,24,4.9,0.01,G
72224754785,2020-04-02,40.62405,-74.66905,32.0,Somerset_NJ.csv,48.1,24,11.9,0.0,G
72224754785,2020-04-03,40.62405,-74.66905,32.0,Somerset_NJ.csv,51.5,24,11.9,0.0,G
72224754785,2020-04-04,40.62405,-74.66905,32.0,Somerset_NJ.csv,53.0,24,4.5,0.0,G
72224754785,2020-04-05,40.62405,-74.66905,32.0,Somerset_NJ.csv,54.1,24,1.3,0.0,G
72224754785,2020-04-06,40.62405,-74.66905,32.0,Somerset_NJ.csv,56.1,24,4.6,0.07,G
72224754785,2020-04-07,40.62405,-74.66905,32.0,Somerset_NJ.csv,51.7,24,1.1,0.0,I
72224754785,2020-04-08,40.62405,-74.66905,32.0,Somerset_NJ.csv,58.9,24,4.0,0.27,G
72224754785,2020-04-09,40.62405,-74.66905,32.0,Somerset_NJ.csv,52.0,24,4.8,0.13,B
72224754785,2020-04-10,40.62405,-74.66905,32.0,Somerset_NJ.csv,43.6,24,9.0,0.04,B
72224754785,2020-04-11,40.62405,-74.66905,32.0,Somerset_NJ.csv,45.8,24,7.9,0.0,I
72224754785,2020-04-12,40.62405,-74.66905,32.0,Somerset_NJ.csv,48.2,24,3.4,0.0,G
72224754785,2020-04-13,40.62405,-74.66905,32.0,Somerset_NJ.csv,61.7,24,9.5,0.84,G
72224754785,2020-04-14,40.62405,-74.66905,32.0,Somerset_NJ.csv,53.0,24,5.8,1.02,G
72224754785,2020-04-15,40.62405,-74.66905,32.0,Somerset_NJ.csv,46.7,24,6.2,0.0,G
72224754785,2020-04-16,40.62405,-74.66905,32.0,Somerset_NJ.csv,42.1,24,5.1,0.0,G
72224754785,2020-04-17,40.62405,-74.66905,32.0,Somerset_NJ.csv,38.0,24,2.6,0.0,G
72224754785,2020-04-18,40.62405,-74.66905,32.0,Somerset_NJ.csv,43.8,24,4.3,0.21,G
72224754785,2020-04-19,40.62405,-74.66905,32.0,Somerset_NJ.csv,43.8,24,3.3,0.03,G
72224754785,2020-04-20,40.62405,-74.66905,32.0,Somerset_NJ.csv,52.1,24,3.3,0.0,G
72224754785,2020-04-21,40.62405,-74.66905,32.0,Somerset_NJ.csv,44.5,24,4.6,0.0,G
72224754785,2020-04-22,40.62405,-74.66905,32.0,Somerset_NJ.csv,43.5,24,8.7,0.2,G
72224754785,2020-04-23,40.62405,-74.66905,32.0,Somerset_NJ.csv,41.9,24,2.1,0.0,G
72224754785,2020-04-24,40.62405,-74.66905,32.0,Somerset_NJ.csv,46.0,24,4.7,0.19,G
72224754785,2020-04-25,40.62405,-74.66905,32.0,Somerset_NJ.csv,50.0,24,2.5,0.26,G
72224754785,2020-04-26,40.62405,-74.66905,32.0,Somerset_NJ.csv,48.6,24,4.7,0.0,G
72224754785,2020-04-27,40.62405,-74.66905,32.0,Somerset_NJ.csv,46.2,24,7.4,0.32,G
72224754785,2020-04-28,40.62405,-74.66905,32.0,Somerset_NJ.csv,49.8,24,3.2,0.0,G
72224754785,2020-04-29,40.62405,-74.66905,32.0,Somerset_NJ.csv,49.9,24,3.9,0.0,G
72224754785,2020-04-30,40.62405,-74.66905,32.0,Somerset_NJ.csv,57.2,24,7.9,0.01,G
72224754785,2020-05-01,40.62405,-74.66905,32.0,Somerset_NJ.csv,61.0,24,6.1,0.77,G
72224754785,2020-05-02,40.62405,-74.66905,32.0,Somerset_NJ.csv,62.0,24,6.8,0.01,G
72224754785,2020-05-03,40.62405,-74.66905,32.0,Somerset_NJ.csv,65.1,24,2.1,0.12,G
72224754785,2020-05-04,40.62405,-74.66905,32.0,Somerset_NJ.csv,63.2,24,5.8,0.0,I
72224754785,2020-05-05,40.62405,-74.66905,32.0,Somerset_NJ.csv,52.6,24,6.5,0.0,G
72224754785,2020-05-06,40.62405,-74.66905,32.0,Somerset_NJ.csv,48.0,24,2.8,0.0,G
72224754785,2020-05-07,40.62405,-74.66905,32.0,Somerset_NJ.csv,53.6,24,4.5,0.03,G
72224754785,2020-05-08,40.62405,-74.66905,32.0,Somerset_NJ.csv,50.1,24,2.4,0.0,G
72224754785,2020-05-09,40.62405,-74.66905,32.0,Somerset_NJ.csv,40.5,24,9.5,0.49,G
72224754785,2020-05-10,40.62405,-74.66905,32.0,Somerset_NJ.csv,48.9,24,5.4,0.0,G
72224754785,2020-05-11,40.62405,-74.66905,32.0,Somerset_NJ.csv,48.7,24,3.2,0.0,G
72224754785,2020-05-12,40.62405,-74.66905,32.0,Somerset_NJ.csv,50.9,24,8.0,0.07,G
72224754785,2020-05-13,40.62405,-74.66905,32.0,Somerset_NJ.csv,51.3,24,4.4,0.0,G
72224754785,2020-05-14,40.62405,-74.66905,32.0,Somerset_NJ.csv,53.7,24,3.1,0.0,G
72224754785,2020-05-15,40.62405,-74.66905,32.0,Somerset_NJ.csv,68.8,24,2.8,0.03,G
72224754785,2020-05-16,40.62405,-74.66905,32.0,Somerset_NJ.csv,70.9,24,5.3,0.02,G
72224754785,2020-05-17,40.62405,-74.66905,32.0,Somerset_NJ.csv,61.3,24,2.7,0.0,G
72224754785,2020-05-18,40.62405,-74.66905,32.0,Somerset_NJ.csv,60.5,24,3.2,0.0,G
72224754785,2020-05-19,40.62405,-74.66905,32.0,Somerset_NJ.csv,60.3,24,6.1,0.0,G
72224754785,2020-05-20,40.62405,-74.66905,32.0,Somerset_NJ.csv,53.7,24,4.0,0.0,G
72224754785,2020-05-21,40.62405,-74.66905,32.0,Somerset_NJ.csv,53.3,24,2.5,0.0,G
72224754785,2020-05-22,40.62405,-74.66905,32.0,Somerset_NJ.csv,60.7,24,1.5,0.0,G
72224754785,2020-05-23,40.62405,-74.66905,32.0,Somerset_NJ.csv,66.0,24,1.9,1.32,G
72224754785,2020-05-24,40.62405,-74.66905,32.0,Somerset_NJ.csv,60.9,24,4.4,1.51,G
72224754785,2020-05-25,40.62405,-74.66905,32.0,Somerset_NJ.csv,62.8,24,1.6,0.0,G
72224754785,2020-05-26,40.62405,-74.66905,32.0,Somerset_NJ.csv,67.7,24,1.4,0.0,G
72224754785,2020-05-27,40.62405,-74.66905,32.0,Somerset_NJ.csv,68.7,24,1.1,0.0,G
72224754785,2020-05-28,40.62405,-74.66905,32.0,Somerset_NJ.csv,70.4,24,3.5,0.05,G
72224754785,2020-05-29,40.62405,-74.66905,32.0,Somerset_NJ.csv,75.5,24,5.1,0.02,G
72224754785,2020-05-30,40.62405,-74.66905,32.0,Somerset_NJ.csv,71.6,23,2.7,0.16,G
